payout_id,seller_id,payout_batch_id,amount,currency,payout_date,included_order_ids,scenario
PO-C03-000352,SEL-C03-002,PB-C03-0015,1452.79,EUR,2026-03-23,ORD-C03-000852,refund_adjusted_payout
PO-C03-000353,SEL-C03-003,PB-C03-0015,1401.60,BRL,2026-03-24,ORD-C03-000853,refund_adjusted_payout
PO-C03-000354,SEL-C03-004,PB-C03-0015,1699.38,BRL,2026-03-25,ORD-C03-000854,refund_adjusted_payout
PO-C03-000355,SEL-C03-005,PB-C03-0015,2081.61,BRL,2026-03-26,ORD-C03-000855,refund_adjusted_payout
PO-C03-000356,SEL-C03-006,PB-C03-0015,1223.94,BRL,2026-03-27,ORD-C03-000856,refund_adjusted_payout
PO-C03-000357,SEL-C03-007,PB-C03-0015,875.24,BRL,2026-03-28,ORD-C03-000857,refund_adjusted_payout
PO-C03-000358,SEL-C03-008,PB-C03-0015,422.08,BRL,2026-03-29,ORD-C03-000858,refund_adjusted_payout
PO-C03-000359,SEL-C03-009,PB-C03-0015,1831.03,BRL,2026-03-30,ORD-C03-000859,refund_adjusted_payout
PO-C03-000360,SEL-C03-010,PB-C03-0015,1793.06,BRL,2026-03-31,ORD-C03-000860,refund_adjusted_payout
PO-C03-000361,SEL-C03-011,PB-C03-0015,50.12,BRL,2026-04-01,ORD-C03-000861,refund_adjusted_payout
PO-C03-000362,SEL-C03-012,PB-C03-0015,1763.86,BRL,2026-04-02,ORD-C03-000862,refund_adjusted_payout
PO-C03-000363,SEL-C03-013,PB-C03-0015,1762.49,BRL,2026-04-03,ORD-C03-000863,refund_adjusted_payout
PO-C03-000364,SEL-C03-014,PB-C03-0015,1208.03,BRL,2026-04-04,ORD-C03-000864,refund_adjusted_payout
PO-C03-000365,SEL-C03-015,PB-C03-0015,215.33,BRL,2026-04-05,ORD-C03-000865,refund_adjusted_payout
PO-C03-000366,SEL-C03-016,PB-C03-0015,2049.81,BRL,2026-04-06,ORD-C03-000866,refund_adjusted_payout
PO-C03-000367,SEL-C03-017,PB-C03-0015,1334.21,BRL,2026-04-07,ORD-C03-000867,refund_adjusted_payout
PO-C03-000368,SEL-C03-018,PB-C03-0015,1162.62,BRL,2026-03-08,ORD-C03-000868,refund_adjusted_payout
PO-C03-000369,SEL-C03-019,PB-C03-0015,287.34,BRL,2026-03-09,ORD-C03-000869,refund_adjusted_payout
PO-C03-000370,SEL-C03-020,PB-C03-0015,1808.50,BRL,2026-03-10,ORD-C03-000870,refund_adjusted_payout
PO-C03-000371,SEL-C03-021,PB-C03-0015,468.01,BRL,2026-03-11,ORD-C03-000871,refund_adjusted_payout
PO-C03-000372,SEL-C03-022,PB-C03-0015,1731.60,BRL,2026-03-12,ORD-C03-000872,refund_adjusted_payout
PO-C03-000373,SEL-C03-023,PB-C03-0015,89.30,BRL,2026-03-13,ORD-C03-000873,refund_adjusted_payout
PO-C03-000374,SEL-C03-024,PB-C03-0015,1917.48,BRL,2026-03-14,ORD-C03-000874,refund_adjusted_payout
PO-C03-000375,SEL-C03-025,PB-C03-0015,1903.87,BRL,2026-03-15,ORD-C03-000875,refund_adjusted_payout
PO-C03-000376,SEL-C03-026,PB-C03-0016,1982.57,USD,2026-03-16,ORD-C03-000876,refund_adjusted_payout
PO-C03-000377,SEL-C03-027,PB-C03-0016,1411.97,BRL,2026-03-17,ORD-C03-000877,refund_adjusted_payout
PO-C03-000378,SEL-C03-028,PB-C03-0016,751.46,BRL,2026-03-18,ORD-C03-000878,refund_adjusted_payout
PO-C03-000379,SEL-C03-029,PB-C03-0016,253.97,BRL,2026-03-19,ORD-C03-000879,refund_adjusted_payout
PO-C03-000380,SEL-C03-030,PB-C03-0016,2038.06,BRL,2026-03-20,ORD-C03-000880,refund_adjusted_payout
PO-C03-000381,SEL-C03-031,PB-C03-0016,294.05,BRL,2026-03-21,ORD-C03-000881,refund_adjusted_payout
PO-C03-000382,SEL-C03-032,PB-C03-0016,407.30,BRL,2026-03-22,ORD-C03-000882,refund_adjusted_payout
PO-C03-000383,SEL-C03-033,PB-C03-0016,80.90,BRL,2026-03-23,ORD-C03-000883,refund_adjusted_payout
PO-C03-000384,SEL-C03-034,PB-C03-0016,1535.47,BRL,2026-03-24,ORD-C03-000884,refund_adjusted_payout
PO-C03-000385,SEL-C03-035,PB-C03-0016,1824.54,BRL,2026-03-25,ORD-C03-000885,refund_adjusted_payout
PO-C03-000386,SEL-C03-036,PB-C03-0016,849.02,BRL,2026-03-26,ORD-C03-000886,refund_adjusted_payout
PO-C03-000387,SEL-C03-037,PB-C03-0016,2093.70,BRL,2026-03-27,ORD-C03-000887,refund_adjusted_payout
PO-C03-000388,SEL-C03-038,PB-C03-0016,580.14,EUR,2026-03-28,ORD-C03-000888,refund_adjusted_payout
PO-C03-000389,SEL-C03-039,PB-C03-0016,375.93,BRL,2026-03-29,ORD-C03-000889,refund_adjusted_payout
PO-C03-000390,SEL-C03-040,PB-C03-0016,1943.12,BRL,2026-03-30,ORD-C03-000890,refund_adjusted_payout
PO-C03-000391,SEL-C03-041,PB-C03-0016,1032.41,BRL,2026-03-31,ORD-C03-000891,refund_adjusted_payout
PO-C03-000392,SEL-C03-042,PB-C03-0016,1685.19,BRL,2026-04-01,ORD-C03-000892,refund_adjusted_payout
PO-C03-000393,SEL-C03-043,PB-C03-0016,1400.78,BRL,2026-04-02,ORD-C03-000893,refund_adjusted_payout
PO-C03-000394,SEL-C03-044,PB-C03-0016,444.88,BRL,2026-04-03,ORD-C03-000894,refund_adjusted_payout
PO-C03-000395,SEL-C03-045,PB-C03-0016,1525.52,BRL,2026-04-04,ORD-C03-000895,refund_adjusted_payout
PO-C03-000396,SEL-C03-046,PB-C03-0016,16.40,BRL,2026-04-05,ORD-C03-000896,refund_adjusted_payout
PO-C03-000397,SEL-C03-047,PB-C03-0016,1484.78,BRL,2026-04-06,ORD-C03-000897,refund_adjusted_payout
PO-C03-000398,SEL-C03-048,PB-C03-0016,381.87,BRL,2026-04-07,ORD-C03-000898,refund_adjusted_payout
PO-C03-000399,SEL-C03-049,PB-C03-0016,287.11,BRL,2026-03-08,ORD-C03-000899,refund_adjusted_payout
PO-C03-000400,SEL-C03-050,PB-C03-0016,1919.72,BRL,2026-03-09,ORD-C03-000900,refund_adjusted_payout
PO-C03-000401,SEL-C03-001,PB-C03-0017,1546.13,BRL,2026-03-10,ORD-C03-000901,refund_adjusted_payout
PO-C03-000402,SEL-C03-002,PB-C03-0017,1709.80,BRL,2026-03-11,ORD-C03-000902,refund_adjusted_payout
PO-C03-000403,SEL-C03-003,PB-C03-0017,671.53,BRL,2026-03-12,ORD-C03-000903,refund_adjusted_payout
PO-C03-000404,SEL-C03-004,PB-C03-0017,672.67,BRL,2026-03-13,ORD-C03-000904,refund_adjusted_payout
PO-C03-000405,SEL-C03-005,PB-C03-0017,656.63,BRL,2026-03-14,ORD-C03-000905,refund_adjusted_payout
PO-C03-000406,SEL-C03-006,PB-C03-0017,1017.94,BRL,2026-03-15,ORD-C03-000906,refund_adjusted_payout
PO-C03-000407,SEL-C03-007,PB-C03-0017,672.70,BRL,2026-03-16,ORD-C03-000907,refund_adjusted_payout
PO-C03-000408,SEL-C03-008,PB-C03-0017,478.23,BRL,2026-03-17,ORD-C03-000908,refund_adjusted_payout
PO-C03-000409,SEL-C03-009,PB-C03-0017,248.83,BRL,2026-03-18,ORD-C03-000909,refund_adjusted_payout
PO-C03-000410,SEL-C03-010,PB-C03-0017,1642.37,BRL,2026-03-19,ORD-C03-000910,refund_adjusted_payout
PO-C03-000411,SEL-C03-011,PB-C03-0017,273.85,BRL,2026-03-20,ORD-C03-000911,refund_adjusted_payout
PO-C03-000412,SEL-C03-012,PB-C03-0017,502.61,USD,2026-03-21,ORD-C03-000912,refund_adjusted_payout
PO-C03-000413,SEL-C03-013,PB-C03-0017,1503.22,BRL,2026-03-22,ORD-C03-000913,refund_adjusted_payout
PO-C03-000414,SEL-C03-014,PB-C03-0017,1820.05,BRL,2026-03-23,ORD-C03-000914,refund_adjusted_payout
PO-C03-000415,SEL-C03-015,PB-C03-0017,518.41,BRL,2026-03-24,ORD-C03-000915,refund_adjusted_payout
PO-C03-000416,SEL-C03-016,PB-C03-0017,1422.44,BRL,2026-03-25,ORD-C03-000916,refund_adjusted_payout
PO-C03-000417,SEL-C03-017,PB-C03-0017,983.69,BRL,2026-03-26,ORD-C03-000917,refund_adjusted_payout
PO-C03-000418,SEL-C03-018,PB-C03-0017,1515.68,BRL,2026-03-27,ORD-C03-000918,refund_adjusted_payout
PO-C03-000419,SEL-C03-019,PB-C03-0017,478.47,BRL,2026-03-28,ORD-C03-000919,refund_adjusted_payout
PO-C03-000420,SEL-C03-020,PB-C03-0017,1543.97,BRL,2026-03-29,ORD-C03-000920,refund_adjusted_payout
PO-C03-000421,SEL-C03-021,PB-C03-0017,647.78,BRL,2026-03-28,ORD-C03-008421,payout_only_unmatched
PO-C03-000422,SEL-C03-022,PB-C03-0017,594.82,BRL,2026-03-29,ORD-C03-008422,payout_only_unmatched
PO-C03-000423,SEL-C03-023,PB-C03-0017,351.23,BRL,2026-03-30,ORD-C03-008423,payout_only_unmatched
PO-C03-000424,SEL-C03-024,PB-C03-0017,642.13,BRL,2026-03-31,ORD-C03-008424,payout_only_unmatched
PO-C03-000425,SEL-C03-025,PB-C03-0017,568.18,BRL,2026-04-01,ORD-C03-008425,payout_only_unmatched
PO-C03-000426,SEL-C03-026,PB-C03-0018,357.88,BRL,2026-04-02,ORD-C03-008426,payout_only_unmatched
PO-C03-000427,SEL-C03-027,PB-C03-0018,106.19,BRL,2026-04-03,ORD-C03-008427,payout_only_unmatched
PO-C03-000428,SEL-C03-028,PB-C03-0018,223.53,BRL,2026-04-04,ORD-C03-008428,payout_only_unmatched
PO-C03-000429,SEL-C03-029,PB-C03-0018,540.89,BRL,2026-04-05,ORD-C03-008429,payout_only_unmatched
PO-C03-000430,SEL-C03-030,PB-C03-0018,538.44,BRL,2026-04-06,ORD-C03-008430,payout_only_unmatched
PO-C03-000431,SEL-C03-031,PB-C03-0018,543.57,BRL,2026-04-07,ORD-C03-008431,payout_only_unmatched
PO-C03-000432,SEL-C03-032,PB-C03-0018,105.15,BRL,2026-03-08,ORD-C03-008432,payout_only_unmatched
PO-C03-000433,SEL-C03-033,PB-C03-0018,763.49,BRL,2026-03-09,ORD-C03-008433,payout_only_unmatched
PO-C03-000434,SEL-C03-034,PB-C03-0018,235.81,BRL,2026-03-10,ORD-C03-008434,payout_only_unmatched
PO-C03-000435,SEL-C03-035,PB-C03-0018,72.46,BRL,2026-03-11,ORD-C03-008435,payout_only_unmatched
PO-C03-000436,SEL-C03-036,PB-C03-0018,163.74,USD,2026-03-12,ORD-C03-008436,payout_only_unmatched
PO-C03-000437,SEL-C03-037,PB-C03-0018,375.46,BRL,2026-03-13,ORD-C03-008437,payout_only_unmatched
PO-C03-000438,SEL-C03-038,PB-C03-0018,160.39,BRL,2026-03-14,ORD-C03-008438,payout_only_unmatched
PO-C03-000439,SEL-C03-039,PB-C03-0018,596.90,BRL,2026-03-15,ORD-C03-008439,payout_only_unmatched
PO-C03-000440,SEL-C03-040,PB-C03-0018,658.48,BRL,2026-03-16,ORD-C03-008440,payout_only_unmatched
PO-C03-000441,SEL-C03-041,PB-C03-0018,553.57,BRL,2026-03-17,ORD-C03-008441,payout_only_unmatched
PO-C03-000442,SEL-C03-042,PB-C03-0018,269.36,BRL,2026-03-18,ORD-C03-008442,payout_only_unmatched
PO-C03-000443,SEL-C03-043,PB-C03-0018,238.65,BRL,2026-03-19,ORD-C03-008443,payout_only_unmatched
PO-C03-000444,SEL-C03-044,PB-C03-0018,644.63,BRL,2026-03-20,ORD-C03-008444,payout_only_unmatched
PO-C03-000445,SEL-C03-045,PB-C03-0018,322.02,BRL,2026-03-21,ORD-C03-008445,payout_only_unmatched
PO-C03-000446,SEL-C03-046,PB-C03-0018,269.14,BRL,2026-03-22,ORD-C03-008446,payout_only_unmatched
PO-C03-000447,SEL-C03-047,PB-C03-0018,635.13,BRL,2026-03-23,ORD-C03-008447,payout_only_unmatched
PO-C03-000448,SEL-C03-048,PB-C03-0018,678.62,EUR,2026-03-24,ORD-C03-008448,payout_only_unmatched
PO-C03-000449,SEL-C03-049,PB-C03-0018,795.96,BRL,2026-03-25,ORD-C03-008449,payout_only_unmatched
PO-C03-000450,SEL-C03-050,PB-C03-0018,429.24,BRL,2026-03-26,ORD-C03-008450,payout_only_unmatched
PO-C03-000451,SEL-C03-001,PB-C03-0019,351.76,BRL,2026-03-27,ORD-C03-008451,payout_only_unmatched
PO-C03-000452,SEL-C03-002,PB-C03-0019,49.18,BRL,2026-03-28,ORD-C03-008452,payout_only_unmatched
PO-C03-000453,SEL-C03-003,PB-C03-0019,442.43,BRL,2026-03-29,ORD-C03-008453,payout_only_unmatched
PO-C03-000454,SEL-C03-004,PB-C03-0019,671.99,BRL,2026-03-30,ORD-C03-008454,payout_only_unmatched
PO-C03-000455,SEL-C03-005,PB-C03-0019,699.91,BRL,2026-03-31,ORD-C03-008455,payout_only_unmatched
PO-C03-000456,SEL-C03-006,PB-C03-0019,151.90,BRL,2026-04-01,ORD-C03-008456,payout_only_unmatched
PO-C03-000457,SEL-C03-007,PB-C03-0019,240.73,BRL,2026-04-02,ORD-C03-008457,payout_only_unmatched
PO-C03-000458,SEL-C03-008,PB-C03-0019,770.98,BRL,2026-04-03,ORD-C03-008458,payout_only_unmatched
PO-C03-000459,SEL-C03-009,PB-C03-0019,273.36,BRL,2026-04-04,ORD-C03-008459,payout_only_unmatched
PO-C03-000460,SEL-C03-010,PB-C03-0019,127.28,BRL,2026-04-05,ORD-C03-008460,payout_only_unmatched
PO-C03-000461,SEL-C03-011,PB-C03-0019,374.77,BRL,2026-04-06,ORD-C03-008461,payout_only_unmatched
PO-C03-000462,SEL-C03-012,PB-C03-0019,91.93,BRL,2026-04-07,ORD-C03-008462,payout_only_unmatched
PO-C03-000463,SEL-C03-013,PB-C03-0019,794.59,BRL,2026-03-08,ORD-C03-008463,payout_only_unmatched
PO-C03-000464,SEL-C03-014,PB-C03-0019,487.04,BRL,2026-03-09,ORD-C03-008464,payout_only_unmatched
PO-C03-000465,SEL-C03-015,PB-C03-0019,527.72,BRL,2026-03-10,ORD-C03-008465,payout_only_unmatched
PO-C03-000466,SEL-C03-016,PB-C03-0019,365.93,BRL,2026-03-11,ORD-C03-008466,payout_only_unmatched
PO-C03-000467,SEL-C03-017,PB-C03-0019,787.17,BRL,2026-03-12,ORD-C03-008467,payout_only_unmatched
PO-C03-000468,SEL-C03-018,PB-C03-0019,75.95,BRL,2026-03-13,ORD-C03-008468,payout_only_unmatched
PO-C03-000469,SEL-C03-019,PB-C03-0019,459.38,BRL,2026-03-14,ORD-C03-008469,payout_only_unmatched
PO-C03-000470,SEL-C03-020,PB-C03-0019,308.05,BRL,2026-03-15,ORD-C03-008470,payout_only_unmatched
PO-C03-000471,SEL-C03-021,PB-C03-0019,679.62,BRL,2026-03-16,ORD-C03-008471,payout_only_unmatched
PO-C03-000472,SEL-C03-022,PB-C03-0019,402.80,USD,2026-03-17,ORD-C03-008472,payout_only_unmatched
PO-C03-000473,SEL-C03-023,PB-C03-0019,399.33,BRL,2026-03-18,ORD-C03-008473,payout_only_unmatched
PO-C03-000474,SEL-C03-024,PB-C03-0019,251.14,BRL,2026-03-19,ORD-C03-008474,payout_only_unmatched
PO-C03-000475,SEL-C03-025,PB-C03-0019,46.52,BRL,2026-03-20,ORD-C03-008475,payout_only_unmatched
PO-C03-000476,SEL-C03-026,PB-C03-0020,111.00,BRL,2026-03-21,ORD-C03-008476,payout_only_unmatched
PO-C03-000477,SEL-C03-027,PB-C03-0020,287.60,BRL,2026-03-22,ORD-C03-008477,payout_only_unmatched
PO-C03-000478,SEL-C03-028,PB-C03-0020,531.40,BRL,2026-03-23,ORD-C03-008478,payout_only_unmatched
PO-C03-000479,SEL-C03-029,PB-C03-0020,788.35,BRL,2026-03-24,ORD-C03-008479,payout_only_unmatched
PO-C03-000480,SEL-C03-030,PB-C03-0020,184.84,BRL,2026-03-25,ORD-C03-008480,payout_only_unmatched
PO-C03-000481,SEL-C03-031,PB-C03-0020,272.06,BRL,2026-03-26,ORD-C03-008481,payout_only_unmatched
PO-C03-000482,SEL-C03-032,PB-C03-0020,327.50,BRL,2026-03-27,ORD-C03-008482,payout_only_unmatched
PO-C03-000483,SEL-C03-033,PB-C03-0020,769.08,BRL,2026-03-28,ORD-C03-008483,payout_only_unmatched
PO-C03-000484,SEL-C03-034,PB-C03-0020,204.79,EUR,2026-03-29,ORD-C03-008484,payout_only_unmatched
PO-C03-000485,SEL-C03-035,PB-C03-0020,769.71,BRL,2026-03-30,ORD-C03-008485,payout_only_unmatched
PO-C03-000486,SEL-C03-036,PB-C03-0020,517.94,BRL,2026-03-31,ORD-C03-008486,payout_only_unmatched
PO-C03-000487,SEL-C03-037,PB-C03-0020,289.76,BRL,2026-04-01,ORD-C03-008487,payout_only_unmatched
PO-C03-000488,SEL-C03-038,PB-C03-0020,536.57,BRL,2026-04-02,ORD-C03-008488,payout_only_unmatched
PO-C03-000489,SEL-C03-039,PB-C03-0020,123.09,BRL,2026-04-03,ORD-C03-008489,payout_only_unmatched
PO-C03-000490,SEL-C03-040,PB-C03-0020,719.86,BRL,2026-04-04,ORD-C03-008490,payout_only_unmatched
PO-C03-000491,SEL-C03-041,PB-C03-0020,521.34,BRL,2026-04-05,ORD-C03-008491,payout_only_unmatched
PO-C03-000492,SEL-C03-042,PB-C03-0020,782.19,BRL,2026-04-06,ORD-C03-008492,payout_only_unmatched
PO-C03-000493,SEL-C03-043,PB-C03-0020,773.46,BRL,2026-04-07,ORD-C03-008493,payout_only_unmatched
PO-C03-000494,SEL-C03-044,PB-C03-0020,142.85,BRL,2026-03-08,ORD-C03-008494,payout_only_unmatched
PO-C03-000495,SEL-C03-045,PB-C03-0020,799.41,BRL,2026-03-09,ORD-C03-008495,payout_only_unmatched
PO-C03-000496,SEL-C03-046,PB-C03-0020,750.20,BRL,2026-03-10,ORD-C03-008496,payout_only_unmatched
PO-C03-000497,SEL-C03-047,PB-C03-0020,491.08,BRL,2026-03-11,ORD-C03-008497,payout_only_unmatched
PO-C03-000498,SEL-C03-048,PB-C03-0020,266.02,BRL,2026-03-12,ORD-C03-008498,payout_only_unmatched
PO-C03-000499,SEL-C03-049,PB-C03-0020,518.99,BRL,2026-03-13,ORD-C03-008499,payout_only_unmatched
PO-C03-000500,SEL-C03-050,PB-C03-0020,173.06,BRL,2026-03-14,ORD-C03-008500,payout_only_unmatched
PO-C03-000501,SEL-C03-001,PB-C03-0021,668.68,BRL,2026-03-15,ORD-C03-008501,payout_only_unmatched
PO-C03-000502,SEL-C03-002,PB-C03-0021,390.42,BRL,2026-03-16,ORD-C03-008502,payout_only_unmatched
PO-C03-000503,SEL-C03-003,PB-C03-0021,103.91,BRL,2026-03-17,ORD-C03-008503,payout_only_unmatched
PO-C03-000504,SEL-C03-004,PB-C03-0021,590.62,BRL,2026-03-18,ORD-C03-008504,payout_only_unmatched
PO-C03-000505,SEL-C03-005,PB-C03-0021,480.61,BRL,2026-03-19,ORD-C03-008505,payout_only_unmatched
PO-C03-000506,SEL-C03-006,PB-C03-0021,318.19,BRL,2026-03-20,ORD-C03-008506,payout_only_unmatched
PO-C03-000507,SEL-C03-007,PB-C03-0021,467.30,BRL,2026-03-21,ORD-C03-008507,payout_only_unmatched
PO-C03-000508,SEL-C03-008,PB-C03-0021,640.97,USD,2026-03-22,ORD-C03-008508,payout_only_unmatched
PO-C03-000509,SEL-C03-009,PB-C03-0021,500.89,BRL,2026-03-23,ORD-C03-008509,payout_only_unmatched
PO-C03-000510,SEL-C03-010,PB-C03-0021,527.38,BRL,2026-03-24,ORD-C03-008510,payout_only_unmatched
PO-C03-000511,SEL-C03-011,PB-C03-0021,305.45,BRL,2026-03-25,ORD-C03-008511,payout_only_unmatched
PO-C03-000512,SEL-C03-012,PB-C03-0021,352.43,BRL,2026-03-26,ORD-C03-008512,payout_only_unmatched
PO-C03-000513,SEL-C03-013,PB-C03-0021,291.92,BRL,2026-03-27,ORD-C03-008513,payout_only_unmatched
PO-C03-000514,SEL-C03-014,PB-C03-0021,295.74,BRL,2026-03-28,ORD-C03-008514,payout_only_unmatched
PO-C03-000515,SEL-C03-015,PB-C03-0021,126.08,BRL,2026-03-29,ORD-C03-008515,payout_only_unmatched
PO-C03-000516,SEL-C03-016,PB-C03-0021,655.35,BRL,2026-03-30,ORD-C03-008516,payout_only_unmatched
PO-C03-000517,SEL-C03-017,PB-C03-0021,456.33,BRL,2026-03-31,ORD-C03-008517,payout_only_unmatched
PO-C03-000518,SEL-C03-018,PB-C03-0021,692.93,BRL,2026-04-01,ORD-C03-008518,payout_only_unmatched
PO-C03-000519,SEL-C03-019,PB-C03-0021,334.15,BRL,2026-04-02,ORD-C03-008519,payout_only_unmatched
PO-C03-000520,SEL-C03-020,PB-C03-0021,419.73,EUR,2026-04-03,ORD-C03-008520,payout_only_unmatched
PO-C03-000521,SEL-C03-021,PB-C03-0021,664.11,BRL,2026-04-04,ORD-C03-008521,payout_only_unmatched
PO-C03-000522,SEL-C03-022,PB-C03-0021,139.62,BRL,2026-04-05,ORD-C03-008522,payout_only_unmatched
PO-C03-000523,SEL-C03-023,PB-C03-0021,15.46,BRL,2026-04-06,ORD-C03-008523,payout_only_unmatched
PO-C03-000524,SEL-C03-024,PB-C03-0021,578.84,BRL,2026-04-07,ORD-C03-008524,payout_only_unmatched
PO-C03-000525,SEL-C03-025,PB-C03-0021,256.44,BRL,2026-03-08,ORD-C03-008525,payout_only_unmatched
PO-C03-000526,SEL-C03-026,PB-C03-0022,244.94,BRL,2026-03-09,ORD-C03-008526,payout_only_unmatched
PO-C03-000527,SEL-C03-027,PB-C03-0022,631.56,BRL,2026-03-10,ORD-C03-008527,payout_only_unmatched
PO-C03-000528,SEL-C03-028,PB-C03-0022,682.04,BRL,2026-03-11,ORD-C03-008528,payout_only_unmatched
PO-C03-000529,SEL-C03-029,PB-C03-0022,780.82,BRL,2026-03-12,ORD-C03-008529,payout_only_unmatched
PO-C03-000530,SEL-C03-030,PB-C03-0022,289.99,BRL,2026-03-13,ORD-C03-008530,payout_only_unmatched
PO-C03-000531,SEL-C03-031,PB-C03-0022,85.27,BRL,2026-03-14,ORD-C03-008531,payout_only_unmatched
PO-C03-000532,SEL-C03-032,PB-C03-0022,462.00,BRL,2026-03-15,ORD-C03-008532,payout_only_unmatched
PO-C03-000533,SEL-C03-033,PB-C03-0022,377.14,BRL,2026-03-16,ORD-C03-008533,payout_only_unmatched
PO-C03-000534,SEL-C03-034,PB-C03-0022,422.43,BRL,2026-03-17,ORD-C03-008534,payout_only_unmatched
PO-C03-000535,SEL-C03-035,PB-C03-0022,768.20,BRL,2026-03-18,ORD-C03-008535,payout_only_unmatched
PO-C03-000536,SEL-C03-036,PB-C03-0022,731.81,BRL,2026-03-19,ORD-C03-008536,payout_only_unmatched
PO-C03-000537,SEL-C03-037,PB-C03-0022,658.75,BRL,2026-03-20,ORD-C03-008537,payout_only_unmatched
PO-C03-000538,SEL-C03-038,PB-C03-0022,353.51,BRL,2026-03-21,ORD-C03-008538,payout_only_unmatched
PO-C03-000539,SEL-C03-039,PB-C03-0022,21.30,BRL,2026-03-22,ORD-C03-008539,payout_only_unmatched
PO-C03-000540,SEL-C03-040,PB-C03-0022,651.13,BRL,2026-03-23,ORD-C03-008540,payout_only_unmatched
PO-C03-000541,SEL-C03-041,PB-C03-0022,556.02,BRL,2026-03-24,ORD-C03-008541,payout_only_unmatched
PO-C03-000542,SEL-C03-042,PB-C03-0022,382.93,BRL,2026-03-25,ORD-C03-008542,payout_only_unmatched
PO-C03-000543,SEL-C03-043,PB-C03-0022,793.16,BRL,2026-03-26,ORD-C03-008543,payout_only_unmatched
PO-C03-000544,SEL-C03-044,PB-C03-0022,642.09,USD,2026-03-27,ORD-C03-008544,payout_only_unmatched
PO-C03-000545,SEL-C03-045,PB-C03-0022,533.05,BRL,2026-03-28,ORD-C03-008545,payout_only_unmatched
PO-C03-000546,SEL-C03-046,PB-C03-0022,355.60,BRL,2026-03-29,ORD-C03-008546,payout_only_unmatched
PO-C03-000547,SEL-C03-047,PB-C03-0022,672.55,BRL,2026-03-30,ORD-C03-008547,payout_only_unmatched
PO-C03-000548,SEL-C03-048,PB-C03-0022,253.87,BRL,2026-03-31,ORD-C03-008548,payout_only_unmatched
PO-C03-000549,SEL-C03-049,PB-C03-0022,620.22,BRL,2026-04-01,ORD-C03-008549,payout_only_unmatched
PO-C03-000550,SEL-C03-050,PB-C03-0022,428.16,BRL,2026-04-02,ORD-C03-008550,payout_only_unmatched
PO-C03-000551,SEL-C03-001,PB-C03-0023,87.51,BRL,2026-04-03,ORD-C03-008551,payout_only_unmatched
PO-C03-000552,SEL-C03-002,PB-C03-0023,665.36,BRL,2026-04-04,ORD-C03-008552,payout_only_unmatched
PO-C03-000553,SEL-C03-003,PB-C03-0023,555.23,BRL,2026-04-05,ORD-C03-008553,payout_only_unmatched
PO-C03-000554,SEL-C03-004,PB-C03-0023,139.70,BRL,2026-04-06,ORD-C03-008554,payout_only_unmatched
PO-C03-000555,SEL-C03-005,PB-C03-0023,351.40,BRL,2026-04-07,ORD-C03-008555,payout_only_unmatched
PO-C03-000556,SEL-C03-006,PB-C03-0023,293.68,EUR,2026-03-08,ORD-C03-008556,payout_only_unmatched
PO-C03-000557,SEL-C03-007,PB-C03-0023,191.44,BRL,2026-03-09,ORD-C03-008557,payout_only_unmatched
PO-C03-000558,SEL-C03-008,PB-C03-0023,144.80,BRL,2026-03-10,ORD-C03-008558,payout_only_unmatched
PO-C03-000559,SEL-C03-009,PB-C03-0023,291.40,BRL,2026-03-11,ORD-C03-008559,payout_only_unmatched
PO-C03-000560,SEL-C03-010,PB-C03-0023,790.41,BRL,2026-03-12,ORD-C03-008560,payout_only_unmatched
PO-C03-000561,SEL-C03-011,PB-C03-0023,310.11,BRL,2026-03-13,ORD-C03-008561,payout_only_unmatched
PO-C03-000562,SEL-C03-012,PB-C03-0023,232.35,BRL,2026-03-14,ORD-C03-008562,payout_only_unmatched
PO-C03-000563,SEL-C03-013,PB-C03-0023,264.40,BRL,2026-03-15,ORD-C03-008563,payout_only_unmatched
PO-C03-000564,SEL-C03-014,PB-C03-0023,490.12,BRL,2026-03-16,ORD-C03-008564,payout_only_unmatched
PO-C03-000565,SEL-C03-015,PB-C03-0023,258.38,BRL,2026-03-17,ORD-C03-008565,payout_only_unmatched
PO-C03-000566,SEL-C03-016,PB-C03-0023,44.24,BRL,2026-03-18,ORD-C03-008566,payout_only_unmatched
PO-C03-000567,SEL-C03-017,PB-C03-0023,265.08,BRL,2026-03-19,ORD-C03-008567,payout_only_unmatched
PO-C03-000568,SEL-C03-018,PB-C03-0023,376.90,BRL,2026-03-20,ORD-C03-008568,payout_only_unmatched
PO-C03-000569,SEL-C03-019,PB-C03-0023,360.08,BRL,2026-03-21,ORD-C03-008569,payout_only_unmatched
PO-C03-000570,SEL-C03-020,PB-C03-0023,330.33,BRL,2026-03-22,ORD-C03-008570,payout_only_unmatched
PO-C03-000571,SEL-C03-021,PB-C03-0023,50.46,BRL,2026-03-23,ORD-C03-008571,payout_only_unmatched
PO-C03-000572,SEL-C03-022,PB-C03-0023,53.68,BRL,2026-03-24,ORD-C03-008572,payout_only_unmatched
PO-C03-000573,SEL-C03-023,PB-C03-0023,160.50,BRL,2026-03-25,ORD-C03-008573,payout_only_unmatched
PO-C03-000574,SEL-C03-024,PB-C03-0023,658.47,BRL,2026-03-26,ORD-C03-008574,payout_only_unmatched
