fee_id,order_id,fee_amount,fee_type,charged_at,settlement_id,scenario
FEE-C01-000450,ORD-C01-000450,25.21,scheme,2026-02-06T11:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000451,ORD-C01-000451,18.88,interchange,2026-02-07T11:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000452,ORD-C01-000452,39.08,interchange,2026-02-08T11:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000453,ORD-C01-000453,21.66,interchange,2026-02-09T11:45:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000454,ORD-C01-000454,18.69,interchange,2026-02-10T11:50:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000455,ORD-C01-000455,36.63,scheme,2026-01-07T11:55:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000456,ORD-C01-000456,16.40,interchange,2026-01-08T10:00:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000457,ORD-C01-000457,15.98,interchange,2026-01-09T10:05:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000458,ORD-C01-000458,17.20,interchange,2026-01-10T10:10:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000459,ORD-C01-000459,39.89,interchange,2026-01-11T10:15:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000460,ORD-C01-000460,31.19,scheme,2026-01-12T10:20:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000461,ORD-C01-000461,17.80,interchange,2026-01-13T10:25:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000462,ORD-C01-000462,45.03,interchange,2026-01-14T10:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000463,ORD-C01-000463,5.53,interchange,2026-01-15T10:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000464,ORD-C01-000464,21.80,interchange,2026-01-16T10:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000465,ORD-C01-000465,14.96,scheme,2026-01-17T10:45:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000466,ORD-C01-000466,29.07,interchange,2026-01-18T10:50:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000467,ORD-C01-000467,52.78,interchange,2026-01-19T10:55:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000468,ORD-C01-000468,36.03,interchange,2026-01-20T11:00:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000469,ORD-C01-000469,34.89,interchange,2026-01-21T11:05:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000470,ORD-C01-000470,17.23,scheme,2026-01-22T11:10:00Z,SET-C01-0005,fee_variance_candidate
FEE-C01-000471,ORD-C01-000471,50.24,interchange,2026-01-23T11:15:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000472,ORD-C01-000472,18.32,interchange,2026-01-24T11:20:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000473,ORD-C01-000473,5.97,interchange,2026-01-25T11:25:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000474,ORD-C01-000474,17.46,interchange,2026-01-26T11:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000475,ORD-C01-000475,19.03,scheme,2026-01-27T11:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000476,ORD-C01-000476,41.58,interchange,2026-01-28T11:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000477,ORD-C01-000477,22.41,interchange,2026-01-29T11:45:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000478,ORD-C01-000478,23.08,interchange,2026-01-30T11:50:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000479,ORD-C01-000479,35.03,interchange,2026-01-31T11:55:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000480,ORD-C01-000480,45.37,scheme,2026-02-01T10:00:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000481,ORD-C01-000481,50.63,interchange,2026-02-02T10:05:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000482,ORD-C01-000482,49.17,interchange,2026-02-03T10:10:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000483,ORD-C01-000483,3.44,interchange,2026-02-04T10:15:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000484,ORD-C01-000484,2.68,interchange,2026-02-05T10:20:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000485,ORD-C01-000485,4.68,scheme,2026-02-06T10:25:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000486,ORD-C01-000486,47.99,interchange,2026-02-07T10:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000487,ORD-C01-000487,11.50,interchange,2026-02-08T10:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000488,ORD-C01-000488,36.84,interchange,2026-02-09T10:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000489,ORD-C01-000489,33.22,interchange,2026-02-10T10:45:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000490,ORD-C01-000490,41.60,scheme,2026-01-07T10:50:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000491,ORD-C01-000491,30.93,interchange,2026-01-08T10:55:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000492,ORD-C01-000492,2.05,interchange,2026-01-09T11:00:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000493,ORD-C01-000493,29.89,interchange,2026-01-10T11:05:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000494,ORD-C01-000494,15.40,interchange,2026-01-11T11:10:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000495,ORD-C01-000495,44.84,scheme,2026-01-12T11:15:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000496,ORD-C01-000496,5.42,interchange,2026-01-13T11:20:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000497,ORD-C01-000497,46.36,interchange,2026-01-14T11:25:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000498,ORD-C01-000498,5.59,interchange,2026-01-15T11:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000499,ORD-C01-000499,21.24,interchange,2026-01-16T11:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000500,ORD-C01-000500,31.10,scheme,2026-01-17T11:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000501,ORD-C01-000501,41.05,interchange,2026-01-18T11:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000502,ORD-C01-000502,17.04,interchange,2026-01-19T11:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000503,ORD-C01-000503,18.41,interchange,2026-01-20T11:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000504,ORD-C01-000504,17.96,interchange,2026-01-21T10:00:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000505,ORD-C01-000505,18.77,scheme,2026-01-22T10:05:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000506,ORD-C01-000506,3.21,interchange,2026-01-23T10:10:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000507,ORD-C01-000507,4.27,interchange,2026-01-24T10:15:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000508,ORD-C01-000508,26.09,interchange,2026-01-25T10:20:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000509,ORD-C01-000509,18.25,interchange,2026-01-26T10:25:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000510,ORD-C01-000510,27.73,scheme,2026-01-27T10:30:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000511,ORD-C01-000511,10.94,interchange,2026-01-28T10:35:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000512,ORD-C01-000512,45.55,interchange,2026-01-29T10:40:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000513,ORD-C01-000513,12.00,interchange,2026-01-30T10:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000514,ORD-C01-000514,37.39,interchange,2026-01-31T10:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000515,ORD-C01-000515,18.93,scheme,2026-02-01T10:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000516,ORD-C01-000516,42.56,interchange,2026-02-02T11:00:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000517,ORD-C01-000517,26.03,interchange,2026-02-03T11:05:00Z,SET-C01-0006,fee_variance_candidate
FEE-C01-000518,ORD-C01-000518,31.65,interchange,2026-02-04T11:10:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000519,ORD-C01-000519,25.60,interchange,2026-02-05T11:15:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000520,ORD-C01-000520,41.58,scheme,2026-02-06T11:20:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000521,ORD-C01-000521,53.94,interchange,2026-02-07T11:25:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000522,ORD-C01-000522,24.23,interchange,2026-02-08T11:30:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000523,ORD-C01-000523,42.23,interchange,2026-02-09T11:35:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000524,ORD-C01-000524,16.58,interchange,2026-02-10T11:40:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000525,ORD-C01-000525,33.98,scheme,2026-01-07T11:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000526,ORD-C01-000526,47.17,interchange,2026-01-08T11:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000527,ORD-C01-000527,5.04,interchange,2026-01-09T11:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000528,ORD-C01-000528,22.42,interchange,2026-01-10T10:00:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000529,ORD-C01-000529,4.82,interchange,2026-01-11T10:05:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000530,ORD-C01-000530,32.97,scheme,2026-01-12T10:10:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000531,ORD-C01-000531,7.44,interchange,2026-01-13T10:15:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000532,ORD-C01-000532,29.67,interchange,2026-01-14T10:20:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000533,ORD-C01-000533,38.15,interchange,2026-01-15T10:25:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000534,ORD-C01-000534,41.44,interchange,2026-01-16T10:30:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000535,ORD-C01-000535,47.69,scheme,2026-01-17T10:35:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000536,ORD-C01-000536,25.96,interchange,2026-01-18T10:40:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000537,ORD-C01-000537,37.91,interchange,2026-01-19T10:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000538,ORD-C01-000538,47.54,interchange,2026-01-20T10:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000539,ORD-C01-000539,6.76,interchange,2026-01-21T10:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000540,ORD-C01-000540,36.57,scheme,2026-01-22T11:00:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000541,ORD-C01-000541,8.80,interchange,2026-01-23T11:05:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000542,ORD-C01-000542,45.61,interchange,2026-01-24T11:10:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000543,ORD-C01-000543,14.84,interchange,2026-01-25T11:15:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000544,ORD-C01-000544,33.58,interchange,2026-01-26T11:20:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000545,ORD-C01-000545,31.93,scheme,2026-01-27T11:25:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000546,ORD-C01-000546,24.91,interchange,2026-01-28T11:30:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000547,ORD-C01-000547,20.02,interchange,2026-01-29T11:35:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000548,ORD-C01-000548,31.02,interchange,2026-01-30T11:40:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000549,ORD-C01-000549,35.82,interchange,2026-01-31T11:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000550,ORD-C01-000550,46.22,scheme,2026-02-01T11:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000551,ORD-C01-000551,1.45,interchange,2026-02-02T11:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000552,ORD-C01-000552,10.21,interchange,2026-02-03T10:00:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000553,ORD-C01-000553,14.50,interchange,2026-02-04T10:05:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000554,ORD-C01-000554,18.07,interchange,2026-02-05T10:10:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000555,ORD-C01-000555,49.88,scheme,2026-02-06T10:15:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000556,ORD-C01-000556,19.45,interchange,2026-02-07T10:20:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000557,ORD-C01-000557,33.54,interchange,2026-02-08T10:25:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000558,ORD-C01-000558,2.95,interchange,2026-02-09T10:30:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000559,ORD-C01-000559,48.35,interchange,2026-02-10T10:35:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000560,ORD-C01-000560,38.05,scheme,2026-01-07T10:40:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000561,ORD-C01-000561,7.27,interchange,2026-01-08T10:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000562,ORD-C01-000562,47.90,interchange,2026-01-09T10:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000563,ORD-C01-000563,49.61,interchange,2026-01-10T10:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000564,ORD-C01-000564,33.84,interchange,2026-01-11T11:00:00Z,SET-C01-0006,fee_variance_candidate
FEE-C01-000565,ORD-C01-000565,28.84,scheme,2026-01-12T11:05:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000566,ORD-C01-000566,16.01,interchange,2026-01-13T11:10:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000567,ORD-C01-000567,47.66,interchange,2026-01-14T11:15:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000568,ORD-C01-000568,33.43,interchange,2026-01-15T11:20:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000569,ORD-C01-000569,9.27,interchange,2026-01-16T11:25:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000570,ORD-C01-000570,11.48,scheme,2026-01-17T11:30:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000571,ORD-C01-000571,33.56,interchange,2026-01-18T11:35:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000572,ORD-C01-000572,11.31,interchange,2026-01-19T11:40:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000573,ORD-C01-000573,23.97,interchange,2026-01-20T11:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000574,ORD-C01-000574,21.49,interchange,2026-01-21T11:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000575,ORD-C01-000575,31.97,scheme,2026-01-22T11:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000576,ORD-C01-000576,11.54,interchange,2026-01-23T10:00:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000577,ORD-C01-000577,51.19,interchange,2026-01-24T10:05:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000578,ORD-C01-000578,51.36,interchange,2026-01-25T10:10:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000579,ORD-C01-000579,15.46,interchange,2026-01-26T10:15:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000580,ORD-C01-000580,35.94,scheme,2026-01-27T10:20:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000581,ORD-C01-000581,7.80,interchange,2026-01-28T10:25:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000582,ORD-C01-000582,26.47,interchange,2026-01-29T10:30:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000583,ORD-C01-000583,9.10,interchange,2026-01-30T10:35:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000584,ORD-C01-000584,47.23,interchange,2026-01-31T10:40:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000585,ORD-C01-000585,20.15,scheme,2026-02-01T10:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000586,ORD-C01-000586,26.73,interchange,2026-02-02T10:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000587,ORD-C01-000587,41.98,interchange,2026-02-03T10:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000588,ORD-C01-000588,45.64,interchange,2026-02-04T11:00:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000589,ORD-C01-000589,39.23,interchange,2026-02-05T11:05:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000590,ORD-C01-000590,13.53,scheme,2026-02-06T11:10:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000591,ORD-C01-000591,49.98,interchange,2026-02-07T11:15:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000592,ORD-C01-000592,15.19,interchange,2026-02-08T11:20:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000593,ORD-C01-000593,37.95,interchange,2026-02-09T11:25:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000594,ORD-C01-000594,49.26,interchange,2026-02-10T11:30:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000595,ORD-C01-000595,39.41,scheme,2026-01-07T11:35:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000596,ORD-C01-000596,39.86,interchange,2026-01-08T11:40:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000597,ORD-C01-000597,16.20,interchange,2026-01-09T11:45:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000598,ORD-C01-000598,8.10,interchange,2026-01-10T11:50:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000599,ORD-C01-000599,6.60,interchange,2026-01-11T11:55:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000600,ORD-C01-000600,7.99,scheme,2026-01-12T10:00:00Z,SET-C01-0006,fee_matches_settlement
FEE-C01-000601,ORD-C01-000601,33.04,interchange,2026-01-13T10:05:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000602,ORD-C01-000602,40.94,interchange,2026-01-14T10:10:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000603,ORD-C01-000603,20.64,interchange,2026-01-15T10:15:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000604,ORD-C01-000604,51.73,interchange,2026-01-16T10:20:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000605,ORD-C01-000605,21.99,scheme,2026-01-17T10:25:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000606,ORD-C01-000606,23.60,interchange,2026-01-18T10:30:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000607,ORD-C01-000607,3.31,interchange,2026-01-19T10:35:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000608,ORD-C01-000608,33.69,interchange,2026-01-20T10:40:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000609,ORD-C01-000609,6.75,interchange,2026-01-21T10:45:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000610,ORD-C01-000610,30.11,scheme,2026-01-22T10:50:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000611,ORD-C01-000611,51.62,interchange,2026-01-23T10:55:00Z,SET-C01-0007,fee_variance_candidate
FEE-C01-000612,ORD-C01-000612,27.96,interchange,2026-01-24T11:00:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000613,ORD-C01-000613,27.97,interchange,2026-01-25T11:05:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000614,ORD-C01-000614,20.66,interchange,2026-01-26T11:10:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000615,ORD-C01-000615,9.04,scheme,2026-01-27T11:15:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000616,ORD-C01-000616,27.75,interchange,2026-01-28T11:20:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000617,ORD-C01-000617,3.95,interchange,2026-01-29T11:25:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000618,ORD-C01-000618,22.24,interchange,2026-01-30T11:30:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000619,ORD-C01-000619,51.74,interchange,2026-01-31T11:35:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000620,ORD-C01-000620,29.39,scheme,2026-02-01T11:40:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000621,ORD-C01-000621,38.68,interchange,2026-02-02T11:45:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000622,ORD-C01-000622,7.26,interchange,2026-02-03T11:50:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000623,ORD-C01-000623,18.56,interchange,2026-02-04T11:55:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000624,ORD-C01-000624,8.25,interchange,2026-02-05T10:00:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000625,ORD-C01-000625,51.74,scheme,2026-02-06T10:05:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000626,ORD-C01-000626,42.03,interchange,2026-02-07T10:10:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000627,ORD-C01-000627,35.22,interchange,2026-02-08T10:15:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000628,ORD-C01-000628,40.17,interchange,2026-02-09T10:20:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000629,ORD-C01-000629,52.13,interchange,2026-02-10T10:25:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000630,ORD-C01-000630,48.43,scheme,2026-01-07T10:30:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000631,ORD-C01-000631,30.55,interchange,2026-01-08T10:35:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000632,ORD-C01-000632,6.34,interchange,2026-01-09T10:40:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000633,ORD-C01-000633,44.34,interchange,2026-01-10T10:45:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000634,ORD-C01-000634,14.20,interchange,2026-01-11T10:50:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000635,ORD-C01-000635,37.08,scheme,2026-01-12T10:55:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000636,ORD-C01-000636,32.10,interchange,2026-01-13T11:00:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000637,ORD-C01-000637,51.04,interchange,2026-01-14T11:05:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000638,ORD-C01-000638,13.07,interchange,2026-01-15T11:10:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000639,ORD-C01-000639,9.04,interchange,2026-01-16T11:15:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000640,ORD-C01-000640,3.80,scheme,2026-01-17T11:20:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000641,ORD-C01-000641,25.46,interchange,2026-01-18T11:25:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000642,ORD-C01-000642,34.81,interchange,2026-01-19T11:30:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000643,ORD-C01-000643,19.10,interchange,2026-01-20T11:35:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000644,ORD-C01-000644,46.80,interchange,2026-01-21T11:40:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000645,ORD-C01-000645,3.19,scheme,2026-01-22T11:45:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000646,ORD-C01-000646,43.75,interchange,2026-01-23T11:50:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000647,ORD-C01-000647,34.12,interchange,2026-01-24T11:55:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000648,ORD-C01-000648,52.48,interchange,2026-01-25T10:00:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000649,ORD-C01-000649,16.22,interchange,2026-01-26T10:05:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000650,ORD-C01-000650,20.82,scheme,2026-01-27T10:10:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000651,ORD-C01-000651,45.75,interchange,2026-01-28T10:15:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000652,ORD-C01-000652,45.89,interchange,2026-01-29T10:20:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000653,ORD-C01-000653,4.76,interchange,2026-01-30T10:25:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000654,ORD-C01-000654,30.54,interchange,2026-01-31T10:30:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000655,ORD-C01-000655,36.91,scheme,2026-02-01T10:35:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000656,ORD-C01-000656,36.05,interchange,2026-02-02T10:40:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000657,ORD-C01-000657,36.35,interchange,2026-02-03T10:45:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000658,ORD-C01-000658,28.98,interchange,2026-02-04T10:50:00Z,SET-C01-0007,fee_variance_candidate
FEE-C01-000659,ORD-C01-000659,11.30,interchange,2026-02-05T10:55:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000660,ORD-C01-000660,16.42,scheme,2026-02-06T11:00:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000661,ORD-C01-000661,53.75,interchange,2026-02-07T11:05:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000662,ORD-C01-000662,37.70,interchange,2026-02-08T11:10:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000663,ORD-C01-000663,24.89,interchange,2026-02-09T11:15:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000664,ORD-C01-000664,39.53,interchange,2026-02-10T11:20:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000665,ORD-C01-000665,36.55,scheme,2026-01-07T11:25:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000666,ORD-C01-000666,13.26,interchange,2026-01-08T11:30:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000667,ORD-C01-000667,10.13,interchange,2026-01-09T11:35:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000668,ORD-C01-000668,30.36,interchange,2026-01-10T11:40:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000669,ORD-C01-000669,10.81,interchange,2026-01-11T11:45:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000670,ORD-C01-000670,24.64,scheme,2026-01-12T11:50:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000671,ORD-C01-000671,48.45,interchange,2026-01-13T11:55:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000672,ORD-C01-000672,17.17,interchange,2026-01-14T10:00:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000673,ORD-C01-000673,20.60,interchange,2026-01-15T10:05:00Z,SET-C01-0007,fee_matches_settlement
FEE-C01-000674,ORD-C01-000674,13.81,interchange,2026-01-16T10:10:00Z,SET-C01-0007,fee_matches_settlement
