ledger_tx_id,order_id,amount,currency,occurred_at,description,merchant_id,authorization_code,scenario
LED-C01-000298,ORD-C01-000298,1321.66,BRL,2026-01-23T11:50:00Z,Card sale for synthetic order ORD-C01-000298,MRC-C01-011,AUTH-C01-000298,ledger_sale_candidate
LED-C01-000299,ORD-C01-000299,1006.62,BRL,2026-01-24T12:01:00Z,Card sale for synthetic order ORD-C01-000299,MRC-C01-012,AUTH-C01-000299,ledger_sale_candidate
LED-C01-000300,ORD-C01-000300,1785.78,USD,2026-01-25T10:00:00Z,Card sale for synthetic order ORD-C01-000300,MRC-C01-013,AUTH-C01-000300,ledger_sale_candidate
LED-C01-000301,ORD-C01-000301,202.51,BRL,2026-01-26T10:11:00Z,Card sale for synthetic order ORD-C01-000301,MRC-C01-014,AUTH-C01-000301,ledger_sale_candidate
LED-C01-000302,ORD-C01-000302,822.64,BRL,2026-01-27T10:22:00Z,Card sale for synthetic order ORD-C01-000302,MRC-C01-015,AUTH-C01-000302,ledger_sale_candidate
LED-C01-000303,ORD-C01-000303,1765.26,BRL,2026-01-28T10:33:00Z,Card sale for synthetic order ORD-C01-000303,MRC-C01-016,AUTH-C01-000303,ledger_sale_candidate
LED-C01-000304,ORD-C01-000304,759.96,BRL,2026-01-29T10:44:00Z,Card sale for synthetic order ORD-C01-000304,MRC-C01-017,AUTH-C01-000304,ledger_sale_candidate
LED-C01-000305,ORD-C01-000305,152.07,BRL,2026-01-30T10:55:00Z,Card sale for synthetic order ORD-C01-000305,MRC-C01-018,AUTH-C01-000305,ledger_sale_candidate
LED-C01-000306,ORD-C01-000306,1693.86,BRL,2026-01-31T11:06:00Z,Card sale for synthetic order ORD-C01-000306,MRC-C01-019,AUTH-C01-000306,ledger_sale_candidate
LED-C01-000307,ORD-C01-000307,563.89,BRL,2026-02-01T11:17:00Z,Card sale for synthetic order ORD-C01-000307,MRC-C01-020,AUTH-C01-000307,ledger_sale_candidate
LED-C01-000308,ORD-C01-000308,1438.79,BRL,2026-02-02T11:28:00Z,Card sale for synthetic order ORD-C01-000308,MRC-C01-021,AUTH-C01-000308,ledger_sale_candidate
LED-C01-000309,ORD-C01-000309,1692.36,BRL,2026-02-03T11:39:00Z,Card sale for synthetic order ORD-C01-000309,MRC-C01-022,AUTH-C01-000309,ledger_sale_candidate
LED-C01-000310,ORD-C01-000310,275.93,BRL,2026-02-04T11:50:00Z,Card sale for synthetic order ORD-C01-000310,MRC-C01-023,AUTH-C01-000310,ledger_sale_candidate
LED-C01-000311,ORD-C01-000311,571.69,BRL,2026-02-05T12:01:00Z,Card sale for synthetic order ORD-C01-000311,MRC-C01-024,AUTH-C01-000311,ledger_sale_candidate
LED-C01-000312,ORD-C01-000312,260.06,EUR,2026-02-06T10:00:00Z,Card sale for synthetic order ORD-C01-000312,MRC-C01-001,AUTH-C01-000312,ledger_sale_candidate
LED-C01-000313,ORD-C01-000313,1072.64,BRL,2026-02-07T10:11:00Z,Card sale for synthetic order ORD-C01-000313,MRC-C01-002,AUTH-C01-000313,ledger_sale_candidate
LED-C01-000314,ORD-C01-000314,1041.81,BRL,2026-02-08T10:22:00Z,Card sale for synthetic order ORD-C01-000314,MRC-C01-003,AUTH-C01-000314,ledger_sale_candidate
LED-C01-000315,ORD-C01-000315,502.75,BRL,2026-01-05T10:33:00Z,Card sale for synthetic order ORD-C01-000315,MRC-C01-004,AUTH-C01-000315,ledger_sale_candidate
LED-C01-000316,ORD-C01-000316,688.39,BRL,2026-01-06T10:44:00Z,Card sale for synthetic order ORD-C01-000316,MRC-C01-005,AUTH-C01-000316,ledger_sale_candidate
LED-C01-000317,ORD-C01-000317,615.76,BRL,2026-01-07T10:55:00Z,Card sale for synthetic order ORD-C01-000317,MRC-C01-006,AUTH-C01-000317,ledger_sale_candidate
LED-C01-000318,ORD-C01-000318,529.54,BRL,2026-01-08T11:06:00Z,Card sale for synthetic order ORD-C01-000318,MRC-C01-007,AUTH-C01-000318,ledger_sale_candidate
LED-C01-000319,ORD-C01-000319,798.84,BRL,2026-01-09T11:17:00Z,Card sale for synthetic order ORD-C01-000319,MRC-C01-008,AUTH-C01-000319,ledger_sale_candidate
LED-C01-000320,ORD-C01-000320,124.64,BRL,2026-01-10T11:28:00Z,Card sale for synthetic order ORD-C01-000320,MRC-C01-009,AUTH-C01-000320,ledger_sale_candidate
LED-C01-000321,ORD-C01-000321,394.28,BRL,2026-01-11T11:39:00Z,Card sale for synthetic order ORD-C01-000321,MRC-C01-010,AUTH-C01-000321,ledger_sale_candidate
LED-C01-000322,ORD-C01-000322,116.91,BRL,2026-01-12T11:50:00Z,Card sale for synthetic order ORD-C01-000322,MRC-C01-011,AUTH-C01-000322,ledger_sale_candidate
LED-C01-000323,ORD-C01-000323,1361.52,BRL,2026-01-13T12:01:00Z,Card sale for synthetic order ORD-C01-000323,MRC-C01-012,AUTH-C01-000323,ledger_sale_candidate
LED-C01-000324,ORD-C01-000324,1513.87,BRL,2026-01-14T10:00:00Z,Card sale for synthetic order ORD-C01-000324,MRC-C01-013,AUTH-C01-000324,ledger_sale_candidate
LED-C01-000325,ORD-C01-000325,1177.86,BRL,2026-01-15T10:11:00Z,Card sale for synthetic order ORD-C01-000325,MRC-C01-014,AUTH-C01-000325,ledger_sale_candidate
LED-C01-000326,ORD-C01-000326,624.20,BRL,2026-01-16T10:22:00Z,Card sale for synthetic order ORD-C01-000326,MRC-C01-015,AUTH-C01-000326,ledger_sale_candidate
LED-C01-000327,ORD-C01-000327,269.93,BRL,2026-01-17T10:33:00Z,Card sale for synthetic order ORD-C01-000327,MRC-C01-016,AUTH-C01-000327,ledger_sale_candidate
LED-C01-000328,ORD-C01-000328,1203.13,BRL,2026-01-18T10:44:00Z,Card sale for synthetic order ORD-C01-000328,MRC-C01-017,AUTH-C01-000328,ledger_sale_candidate
LED-C01-000329,ORD-C01-000329,438.89,BRL,2026-01-19T10:55:00Z,Card sale for synthetic order ORD-C01-000329,MRC-C01-018,AUTH-C01-000329,ledger_sale_candidate
LED-C01-000330,ORD-C01-000330,1332.05,BRL,2026-01-20T11:06:00Z,Card sale for synthetic order ORD-C01-000330,MRC-C01-019,AUTH-C01-000330,ledger_sale_candidate
LED-C01-000331,ORD-C01-000331,865.77,BRL,2026-01-21T11:17:00Z,Card sale for synthetic order ORD-C01-000331,MRC-C01-020,AUTH-C01-000331,ledger_sale_candidate
LED-C01-000332,ORD-C01-000332,816.53,BRL,2026-01-22T11:28:00Z,Card sale for synthetic order ORD-C01-000332,MRC-C01-021,AUTH-C01-000332,ledger_sale_candidate
LED-C01-000333,ORD-C01-000333,1679.54,BRL,2026-01-23T11:39:00Z,Card sale for synthetic order ORD-C01-000333,MRC-C01-022,AUTH-C01-000333,ledger_sale_candidate
LED-C01-000334,ORD-C01-000334,1461.02,BRL,2026-01-24T11:50:00Z,Card sale for synthetic order ORD-C01-000334,MRC-C01-023,AUTH-C01-000334,ledger_sale_candidate
LED-C01-000335,ORD-C01-000335,1023.12,BRL,2026-01-25T12:01:00Z,Card sale for synthetic order ORD-C01-000335,MRC-C01-024,AUTH-C01-000335,ledger_sale_candidate
LED-C01-000336,ORD-C01-000336,1172.19,USD,2026-01-26T10:00:00Z,Card sale for synthetic order ORD-C01-000336,MRC-C01-001,AUTH-C01-000336,ledger_sale_candidate
LED-C01-000337,ORD-C01-000337,495.95,BRL,2026-01-27T10:11:00Z,Card sale for synthetic order ORD-C01-000337,MRC-C01-002,AUTH-C01-000337,ledger_sale_candidate
LED-C01-000338,ORD-C01-000338,429.96,BRL,2026-01-28T10:22:00Z,Card sale for synthetic order ORD-C01-000338,MRC-C01-003,AUTH-C01-000338,ledger_sale_candidate
LED-C01-000339,ORD-C01-000339,1285.38,BRL,2026-01-29T10:33:00Z,Card sale for synthetic order ORD-C01-000339,MRC-C01-004,AUTH-C01-000339,ledger_sale_candidate
LED-C01-000340,ORD-C01-000340,1103.79,BRL,2026-01-30T10:44:00Z,Card sale for synthetic order ORD-C01-000340,MRC-C01-005,AUTH-C01-000340,ledger_sale_candidate
LED-C01-000341,ORD-C01-000341,754.79,BRL,2026-01-31T10:55:00Z,Card sale for synthetic order ORD-C01-000341,MRC-C01-006,AUTH-C01-000341,ledger_sale_candidate
LED-C01-000342,ORD-C01-000342,188.16,BRL,2026-02-01T11:06:00Z,Card sale for synthetic order ORD-C01-000342,MRC-C01-007,AUTH-C01-000342,ledger_sale_candidate
LED-C01-000343,ORD-C01-000343,1323.82,BRL,2026-02-02T11:17:00Z,Card sale for synthetic order ORD-C01-000343,MRC-C01-008,AUTH-C01-000343,ledger_sale_candidate
LED-C01-000344,ORD-C01-000344,79.04,BRL,2026-02-03T11:28:00Z,Card sale for synthetic order ORD-C01-000344,MRC-C01-009,AUTH-C01-000344,ledger_sale_candidate
LED-C01-000345,ORD-C01-000345,624.82,BRL,2026-02-04T11:39:00Z,Card sale for synthetic order ORD-C01-000345,MRC-C01-010,AUTH-C01-000345,ledger_sale_candidate
LED-C01-000346,ORD-C01-000346,1021.64,BRL,2026-02-05T11:50:00Z,Card sale for synthetic order ORD-C01-000346,MRC-C01-011,AUTH-C01-000346,ledger_sale_candidate
LED-C01-000347,ORD-C01-000347,1837.02,BRL,2026-02-06T12:01:00Z,Card sale for synthetic order ORD-C01-000347,MRC-C01-012,AUTH-C01-000347,ledger_sale_candidate
LED-C01-000348,ORD-C01-000348,1384.46,EUR,2026-02-07T10:00:00Z,Card sale for synthetic order ORD-C01-000348,MRC-C01-013,AUTH-C01-000348,ledger_sale_candidate
LED-C01-000349,ORD-C01-000349,1802.12,BRL,2026-02-08T10:11:00Z,Card sale for synthetic order ORD-C01-000349,MRC-C01-014,AUTH-C01-000349,ledger_sale_candidate
LED-C01-000350,ORD-C01-000350,262.58,BRL,2026-01-05T10:22:00Z,Card sale for synthetic order ORD-C01-000350,MRC-C01-015,AUTH-C01-000350,ledger_sale_candidate
LED-C01-000351,ORD-C01-000351,444.59,BRL,2026-01-06T10:33:00Z,Card sale for synthetic order ORD-C01-000351,MRC-C01-016,AUTH-C01-000351,ledger_sale_candidate
LED-C01-000352,ORD-C01-000352,1342.33,BRL,2026-01-07T10:44:00Z,Card sale for synthetic order ORD-C01-000352,MRC-C01-017,AUTH-C01-000352,ledger_sale_candidate
LED-C01-000353,ORD-C01-000353,1725.02,BRL,2026-01-08T10:55:00Z,Card sale for synthetic order ORD-C01-000353,MRC-C01-018,AUTH-C01-000353,ledger_sale_candidate
LED-C01-000354,ORD-C01-000354,598.71,BRL,2026-01-09T11:06:00Z,Card sale for synthetic order ORD-C01-000354,MRC-C01-019,AUTH-C01-000354,ledger_sale_candidate
LED-C01-000355,ORD-C01-000355,787.28,BRL,2026-01-10T11:17:00Z,Card sale for synthetic order ORD-C01-000355,MRC-C01-020,AUTH-C01-000355,ledger_sale_candidate
LED-C01-000356,ORD-C01-000356,1263.28,BRL,2026-01-11T11:28:00Z,Card sale for synthetic order ORD-C01-000356,MRC-C01-021,AUTH-C01-000356,ledger_sale_candidate
LED-C01-000357,ORD-C01-000357,1020.64,BRL,2026-01-12T11:39:00Z,Card sale for synthetic order ORD-C01-000357,MRC-C01-022,AUTH-C01-000357,ledger_sale_candidate
LED-C01-000358,ORD-C01-000358,937.38,BRL,2026-01-13T11:50:00Z,Card sale for synthetic order ORD-C01-000358,MRC-C01-023,AUTH-C01-000358,ledger_sale_candidate
LED-C01-000359,ORD-C01-000359,673.06,BRL,2026-01-14T12:01:00Z,Card sale for synthetic order ORD-C01-000359,MRC-C01-024,AUTH-C01-000359,ledger_sale_candidate
LED-C01-000360,ORD-C01-000360,1492.05,BRL,2026-01-15T10:00:00Z,Card sale for synthetic order ORD-C01-000360,MRC-C01-001,AUTH-C01-000360,ledger_sale_candidate
LED-C01-000361,ORD-C01-000361,1398.91,BRL,2026-01-16T10:11:00Z,Card sale for synthetic order ORD-C01-000361,MRC-C01-002,AUTH-C01-000361,ledger_sale_candidate
LED-C01-000362,ORD-C01-000362,217.17,BRL,2026-01-17T10:22:00Z,Card sale for synthetic order ORD-C01-000362,MRC-C01-003,AUTH-C01-000362,ledger_sale_candidate
LED-C01-000363,ORD-C01-000363,494.15,BRL,2026-01-18T10:33:00Z,Card sale for synthetic order ORD-C01-000363,MRC-C01-004,AUTH-C01-000363,ledger_sale_candidate
LED-C01-000364,ORD-C01-000364,437.24,BRL,2026-01-19T10:44:00Z,Card sale for synthetic order ORD-C01-000364,MRC-C01-005,AUTH-C01-000364,ledger_sale_candidate
LED-C01-000365,ORD-C01-000365,186.71,BRL,2026-01-20T10:55:00Z,Card sale for synthetic order ORD-C01-000365,MRC-C01-006,AUTH-C01-000365,ledger_sale_candidate
LED-C01-000366,ORD-C01-000366,773.06,BRL,2026-01-21T11:06:00Z,Card sale for synthetic order ORD-C01-000366,MRC-C01-007,AUTH-C01-000366,ledger_sale_candidate
LED-C01-000367,ORD-C01-000367,1551.44,BRL,2026-01-22T11:17:00Z,Card sale for synthetic order ORD-C01-000367,MRC-C01-008,AUTH-C01-000367,ledger_sale_candidate
LED-C01-000368,ORD-C01-000368,1084.45,BRL,2026-01-23T11:28:00Z,Card sale for synthetic order ORD-C01-000368,MRC-C01-009,AUTH-C01-000368,ledger_sale_candidate
LED-C01-000369,ORD-C01-000369,1010.12,BRL,2026-01-24T11:39:00Z,Card sale for synthetic order ORD-C01-000369,MRC-C01-010,AUTH-C01-000369,ledger_sale_candidate
LED-C01-000370,ORD-C01-000370,1367.23,BRL,2026-01-25T11:50:00Z,Card sale for synthetic order ORD-C01-000370,MRC-C01-011,AUTH-C01-000370,ledger_sale_candidate
LED-C01-000371,ORD-C01-000371,596.57,BRL,2026-01-26T12:01:00Z,Card sale for synthetic order ORD-C01-000371,MRC-C01-012,AUTH-C01-000371,ledger_sale_candidate
LED-C01-000372,ORD-C01-000372,1321.26,USD,2026-01-27T10:00:00Z,Card sale for synthetic order ORD-C01-000372,MRC-C01-013,AUTH-C01-000372,ledger_sale_candidate
LED-C01-000373,ORD-C01-000373,159.16,BRL,2026-01-28T10:11:00Z,Card sale for synthetic order ORD-C01-000373,MRC-C01-014,AUTH-C01-000373,ledger_sale_candidate
LED-C01-000374,ORD-C01-000374,1160.24,BRL,2026-01-29T10:22:00Z,Card sale for synthetic order ORD-C01-000374,MRC-C01-015,AUTH-C01-000374,ledger_sale_candidate
LED-C01-000375,ORD-C01-000375,292.32,BRL,2026-01-30T10:33:00Z,Card sale for synthetic order ORD-C01-000375,MRC-C01-016,AUTH-C01-000375,ledger_sale_candidate
LED-C01-000376,ORD-C01-000376,872.79,BRL,2026-01-31T10:44:00Z,Card sale for synthetic order ORD-C01-000376,MRC-C01-017,AUTH-C01-000376,ledger_sale_candidate
LED-C01-000377,ORD-C01-000377,1465.02,BRL,2026-02-01T10:55:00Z,Card sale for synthetic order ORD-C01-000377,MRC-C01-018,AUTH-C01-000377,ledger_sale_candidate
LED-C01-000378,ORD-C01-000378,322.44,BRL,2026-02-02T11:06:00Z,Card sale for synthetic order ORD-C01-000378,MRC-C01-019,AUTH-C01-000378,ledger_sale_candidate
LED-C01-000379,ORD-C01-000379,667.89,BRL,2026-02-03T11:17:00Z,Card sale for synthetic order ORD-C01-000379,MRC-C01-020,AUTH-C01-000379,ledger_sale_candidate
LED-C01-000380,ORD-C01-000380,1453.42,BRL,2026-02-04T11:28:00Z,Card sale for synthetic order ORD-C01-000380,MRC-C01-021,AUTH-C01-000380,ledger_sale_candidate
LED-C01-000381,ORD-C01-000381,1463.26,BRL,2026-02-05T11:39:00Z,Card sale for synthetic order ORD-C01-000381,MRC-C01-022,AUTH-C01-000381,ledger_sale_candidate
LED-C01-000382,ORD-C01-000382,1750.64,BRL,2026-02-06T11:50:00Z,Card sale for synthetic order ORD-C01-000382,MRC-C01-023,AUTH-C01-000382,ledger_sale_candidate
LED-C01-000383,ORD-C01-000383,1681.42,BRL,2026-02-07T12:01:00Z,Card sale for synthetic order ORD-C01-000383,MRC-C01-024,AUTH-C01-000383,ledger_sale_candidate
LED-C01-000384,ORD-C01-000384,1761.71,EUR,2026-02-08T10:00:00Z,Card sale for synthetic order ORD-C01-000384,MRC-C01-001,AUTH-C01-000384,ledger_sale_candidate
LED-C01-000385,ORD-C01-000385,905.04,BRL,2026-01-05T10:11:00Z,Card sale for synthetic order ORD-C01-000385,MRC-C01-002,AUTH-C01-000385,ledger_sale_candidate
LED-C01-000386,ORD-C01-000386,1180.79,BRL,2026-01-06T10:22:00Z,Card sale for synthetic order ORD-C01-000386,MRC-C01-003,AUTH-C01-000386,ledger_sale_candidate
LED-C01-000387,ORD-C01-000387,1254.27,BRL,2026-01-07T10:33:00Z,Card sale for synthetic order ORD-C01-000387,MRC-C01-004,AUTH-C01-000387,ledger_sale_candidate
LED-C01-000388,ORD-C01-000388,1258.14,BRL,2026-01-08T10:44:00Z,Card sale for synthetic order ORD-C01-000388,MRC-C01-005,AUTH-C01-000388,ledger_sale_candidate
LED-C01-000389,ORD-C01-000389,859.17,BRL,2026-01-09T10:55:00Z,Card sale for synthetic order ORD-C01-000389,MRC-C01-006,AUTH-C01-000389,ledger_sale_candidate
LED-C01-000390,ORD-C01-000390,1450.55,BRL,2026-01-10T11:06:00Z,Card sale for synthetic order ORD-C01-000390,MRC-C01-007,AUTH-C01-000390,ledger_sale_candidate
LED-C01-000391,ORD-C01-000391,1115.01,BRL,2026-01-11T11:17:00Z,Card sale for synthetic order ORD-C01-000391,MRC-C01-008,AUTH-C01-000391,ledger_sale_candidate
LED-C01-000392,ORD-C01-000392,734.05,BRL,2026-01-12T11:28:00Z,Card sale for synthetic order ORD-C01-000392,MRC-C01-009,AUTH-C01-000392,ledger_sale_candidate
LED-C01-000393,ORD-C01-000393,56.26,BRL,2026-01-13T11:39:00Z,Card sale for synthetic order ORD-C01-000393,MRC-C01-010,AUTH-C01-000393,ledger_sale_candidate
LED-C01-000394,ORD-C01-000394,882.43,BRL,2026-01-14T11:50:00Z,Card sale for synthetic order ORD-C01-000394,MRC-C01-011,AUTH-C01-000394,ledger_sale_candidate
LED-C01-000395,ORD-C01-000395,1740.35,BRL,2026-01-15T12:01:00Z,Card sale for synthetic order ORD-C01-000395,MRC-C01-012,AUTH-C01-000395,ledger_sale_candidate
LED-C01-000396,ORD-C01-000396,651.64,BRL,2026-01-16T10:00:00Z,Card sale for synthetic order ORD-C01-000396,MRC-C01-013,AUTH-C01-000396,ledger_sale_candidate
LED-C01-000397,ORD-C01-000397,810.44,BRL,2026-01-17T10:11:00Z,Card sale for synthetic order ORD-C01-000397,MRC-C01-014,AUTH-C01-000397,ledger_sale_candidate
LED-C01-000398,ORD-C01-000398,1302.47,BRL,2026-01-18T10:22:00Z,Card sale for synthetic order ORD-C01-000398,MRC-C01-015,AUTH-C01-000398,ledger_sale_candidate
LED-C01-000399,ORD-C01-000399,1849.60,BRL,2026-01-19T10:33:00Z,Card sale for synthetic order ORD-C01-000399,MRC-C01-016,AUTH-C01-000399,ledger_sale_candidate
LED-C01-000400,ORD-C01-000400,113.71,BRL,2026-01-20T10:44:00Z,Card sale for synthetic order ORD-C01-000400,MRC-C01-017,AUTH-C01-000400,ledger_sale_candidate
LED-C01-000401,ORD-C01-000401,1685.71,BRL,2026-01-21T10:55:00Z,Card sale for synthetic order ORD-C01-000401,MRC-C01-018,AUTH-C01-000401,ledger_sale_candidate
LED-C01-000402,ORD-C01-000402,138.68,BRL,2026-01-22T11:06:00Z,Card sale for synthetic order ORD-C01-000402,MRC-C01-019,AUTH-C01-000402,ledger_sale_candidate
LED-C01-000403,ORD-C01-000403,263.21,BRL,2026-01-23T11:17:00Z,Card sale for synthetic order ORD-C01-000403,MRC-C01-020,AUTH-C01-000403,ledger_sale_candidate
LED-C01-000404,ORD-C01-000404,652.60,BRL,2026-01-24T11:28:00Z,Card sale for synthetic order ORD-C01-000404,MRC-C01-021,AUTH-C01-000404,ledger_sale_candidate
LED-C01-000405,ORD-C01-000405,269.40,BRL,2026-01-25T11:39:00Z,Card sale for synthetic order ORD-C01-000405,MRC-C01-022,AUTH-C01-000405,ledger_sale_candidate
LED-C01-000406,ORD-C01-000406,621.75,BRL,2026-01-26T11:50:00Z,Card sale for synthetic order ORD-C01-000406,MRC-C01-023,AUTH-C01-000406,ledger_sale_candidate
LED-C01-000407,ORD-C01-000407,773.60,BRL,2026-01-27T12:01:00Z,Card sale for synthetic order ORD-C01-000407,MRC-C01-024,AUTH-C01-000407,ledger_sale_candidate
LED-C01-000408,ORD-C01-000408,1045.44,USD,2026-01-28T10:00:00Z,Card sale for synthetic order ORD-C01-000408,MRC-C01-001,AUTH-C01-000408,ledger_sale_candidate
LED-C01-000409,ORD-C01-000409,1511.69,BRL,2026-01-29T10:11:00Z,Card sale for synthetic order ORD-C01-000409,MRC-C01-002,AUTH-C01-000409,ledger_sale_candidate
LED-C01-000410,ORD-C01-000410,1412.12,BRL,2026-01-30T10:22:00Z,Card sale for synthetic order ORD-C01-000410,MRC-C01-003,AUTH-C01-000410,ledger_sale_candidate
LED-C01-000411,ORD-C01-000411,1661.50,BRL,2026-01-31T10:33:00Z,Card sale for synthetic order ORD-C01-000411,MRC-C01-004,AUTH-C01-000411,ledger_sale_candidate
LED-C01-000412,ORD-C01-000412,827.70,BRL,2026-02-01T10:44:00Z,Card sale for synthetic order ORD-C01-000412,MRC-C01-005,AUTH-C01-000412,ledger_sale_candidate
LED-C01-000413,ORD-C01-000413,1341.63,BRL,2026-02-02T10:55:00Z,Card sale for synthetic order ORD-C01-000413,MRC-C01-006,AUTH-C01-000413,ledger_sale_candidate
LED-C01-000414,ORD-C01-000414,1368.94,BRL,2026-02-03T11:06:00Z,Card sale for synthetic order ORD-C01-000414,MRC-C01-007,AUTH-C01-000414,ledger_sale_candidate
LED-C01-000415,ORD-C01-000415,752.10,BRL,2026-02-04T11:17:00Z,Card sale for synthetic order ORD-C01-000415,MRC-C01-008,AUTH-C01-000415,ledger_sale_candidate
LED-C01-000416,ORD-C01-000416,907.45,BRL,2026-02-05T11:28:00Z,Card sale for synthetic order ORD-C01-000416,MRC-C01-009,AUTH-C01-000416,ledger_sale_candidate
LED-C01-000417,ORD-C01-000417,316.21,BRL,2026-02-06T11:39:00Z,Card sale for synthetic order ORD-C01-000417,MRC-C01-010,AUTH-C01-000417,ledger_sale_candidate
LED-C01-000418,ORD-C01-000418,1342.95,BRL,2026-02-07T11:50:00Z,Card sale for synthetic order ORD-C01-000418,MRC-C01-011,AUTH-C01-000418,ledger_sale_candidate
LED-C01-000419,ORD-C01-000419,232.80,BRL,2026-02-08T12:01:00Z,Card sale for synthetic order ORD-C01-000419,MRC-C01-012,AUTH-C01-000419,ledger_sale_candidate
LED-C01-000420,ORD-C01-000420,1521.85,EUR,2026-01-05T10:00:00Z,Card sale for synthetic order ORD-C01-000420,MRC-C01-013,AUTH-C01-000420,ledger_sale_candidate
LED-C01-000421,ORD-C01-000421,1758.17,BRL,2026-01-06T10:11:00Z,Card sale for synthetic order ORD-C01-000421,MRC-C01-014,AUTH-C01-000421,ledger_sale_candidate
LED-C01-000422,ORD-C01-000422,1617.37,BRL,2026-01-07T10:22:00Z,Card sale for synthetic order ORD-C01-000422,MRC-C01-015,AUTH-C01-000422,ledger_sale_candidate
LED-C01-000423,ORD-C01-000423,388.81,BRL,2026-01-08T10:33:00Z,Card sale for synthetic order ORD-C01-000423,MRC-C01-016,AUTH-C01-000423,ledger_sale_candidate
LED-C01-000424,ORD-C01-000424,912.85,BRL,2026-01-09T10:44:00Z,Card sale for synthetic order ORD-C01-000424,MRC-C01-017,AUTH-C01-000424,ledger_sale_candidate
LED-C01-000425,ORD-C01-000425,1467.00,BRL,2026-01-10T10:55:00Z,Card sale for synthetic order ORD-C01-000425,MRC-C01-018,AUTH-C01-000425,ledger_sale_candidate
LED-C01-000426,ORD-C01-000426,896.71,BRL,2026-01-11T11:06:00Z,Card sale for synthetic order ORD-C01-000426,MRC-C01-019,AUTH-C01-000426,ledger_sale_candidate
LED-C01-000427,ORD-C01-000427,1660.68,BRL,2026-01-12T11:17:00Z,Card sale for synthetic order ORD-C01-000427,MRC-C01-020,AUTH-C01-000427,ledger_sale_candidate
LED-C01-000428,ORD-C01-000428,1312.85,BRL,2026-01-13T11:28:00Z,Card sale for synthetic order ORD-C01-000428,MRC-C01-021,AUTH-C01-000428,ledger_sale_candidate
LED-C01-000429,ORD-C01-000429,256.52,BRL,2026-01-14T11:39:00Z,Card sale for synthetic order ORD-C01-000429,MRC-C01-022,AUTH-C01-000429,ledger_sale_candidate
LED-C01-000430,ORD-C01-000430,1378.74,BRL,2026-01-15T11:50:00Z,Card sale for synthetic order ORD-C01-000430,MRC-C01-023,AUTH-C01-000430,ledger_sale_candidate
LED-C01-000431,ORD-C01-000431,1789.41,BRL,2026-01-16T12:01:00Z,Card sale for synthetic order ORD-C01-000431,MRC-C01-024,AUTH-C01-000431,ledger_sale_candidate
LED-C01-000432,ORD-C01-000432,1590.24,BRL,2026-01-17T10:00:00Z,Card sale for synthetic order ORD-C01-000432,MRC-C01-001,AUTH-C01-000432,ledger_sale_candidate
LED-C01-000433,ORD-C01-000433,967.88,BRL,2026-01-18T10:11:00Z,Card sale for synthetic order ORD-C01-000433,MRC-C01-002,AUTH-C01-000433,ledger_sale_candidate
LED-C01-000434,ORD-C01-000434,805.18,BRL,2026-01-19T10:22:00Z,Card sale for synthetic order ORD-C01-000434,MRC-C01-003,AUTH-C01-000434,ledger_sale_candidate
LED-C01-000435,ORD-C01-000435,1422.74,BRL,2026-01-20T10:33:00Z,Card sale for synthetic order ORD-C01-000435,MRC-C01-004,AUTH-C01-000435,ledger_sale_candidate
LED-C01-000436,ORD-C01-000436,1207.41,BRL,2026-01-21T10:44:00Z,Card sale for synthetic order ORD-C01-000436,MRC-C01-005,AUTH-C01-000436,ledger_sale_candidate
LED-C01-000437,ORD-C01-000437,1697.13,BRL,2026-01-22T10:55:00Z,Card sale for synthetic order ORD-C01-000437,MRC-C01-006,AUTH-C01-000437,ledger_sale_candidate
LED-C01-000438,ORD-C01-000438,1315.11,BRL,2026-01-23T11:06:00Z,Card sale for synthetic order ORD-C01-000438,MRC-C01-007,AUTH-C01-000438,ledger_sale_candidate
LED-C01-000439,ORD-C01-000439,1432.49,BRL,2026-01-24T11:17:00Z,Card sale for synthetic order ORD-C01-000439,MRC-C01-008,AUTH-C01-000439,ledger_sale_candidate
LED-C01-000440,ORD-C01-000440,777.29,BRL,2026-01-25T11:28:00Z,Card sale for synthetic order ORD-C01-000440,MRC-C01-009,AUTH-C01-000440,ledger_sale_candidate
LED-C01-000441,ORD-C01-000441,859.72,BRL,2026-01-26T11:39:00Z,Card sale for synthetic order ORD-C01-000441,MRC-C01-010,AUTH-C01-000441,ledger_sale_candidate
LED-C01-000442,ORD-C01-000442,1279.05,BRL,2026-01-27T11:50:00Z,Card sale for synthetic order ORD-C01-000442,MRC-C01-011,AUTH-C01-000442,ledger_sale_candidate
LED-C01-000443,ORD-C01-000443,875.10,BRL,2026-01-28T12:01:00Z,Card sale for synthetic order ORD-C01-000443,MRC-C01-012,AUTH-C01-000443,ledger_sale_candidate
LED-C01-000444,ORD-C01-000444,217.92,USD,2026-01-29T10:00:00Z,Card sale for synthetic order ORD-C01-000444,MRC-C01-013,AUTH-C01-000444,ledger_sale_candidate
LED-C01-000445,ORD-C01-000445,343.21,BRL,2026-01-30T10:11:00Z,Card sale for synthetic order ORD-C01-000445,MRC-C01-014,AUTH-C01-000445,ledger_sale_candidate
LED-C01-000446,ORD-C01-000446,1246.12,BRL,2026-01-31T10:22:00Z,Card sale for synthetic order ORD-C01-000446,MRC-C01-015,AUTH-C01-000446,ledger_sale_candidate
