chargeback_id,order_id,amount,currency,occurred_at,reason_code,authorization_code,scenario
CBK-C01-000382,ORD-C01-007382,-713.57,BRL,2026-02-15T12:34:00Z,RC-07,AUTH-C01-007382,chargeback_only_unmatched
CBK-C01-000383,ORD-C01-007383,-880.73,BRL,2026-02-16T12:41:00Z,RC-08,AUTH-C01-007383,chargeback_only_unmatched
CBK-C01-000384,ORD-C01-007384,-348.17,BRL,2026-02-17T10:00:00Z,RC-01,AUTH-C01-007384,chargeback_only_unmatched
CBK-C01-000385,ORD-C01-007385,-475.41,BRL,2026-01-14T10:07:00Z,RC-02,AUTH-C01-007385,chargeback_only_unmatched
CBK-C01-000386,ORD-C01-007386,-30.54,BRL,2026-01-15T10:14:00Z,RC-03,AUTH-C01-007386,chargeback_only_unmatched
CBK-C01-000387,ORD-C01-007387,-738.34,BRL,2026-01-16T10:21:00Z,RC-04,AUTH-C01-007387,chargeback_only_unmatched
CBK-C01-000388,ORD-C01-007388,-697.16,BRL,2026-01-17T10:28:00Z,RC-05,AUTH-C01-007388,chargeback_only_unmatched
CBK-C01-000389,ORD-C01-007389,-781.83,BRL,2026-01-18T10:35:00Z,RC-06,AUTH-C01-007389,chargeback_only_unmatched
CBK-C01-000390,ORD-C01-007390,-810.23,BRL,2026-01-19T10:42:00Z,RC-07,AUTH-C01-007390,chargeback_only_unmatched
CBK-C01-000391,ORD-C01-007391,-197.70,BRL,2026-01-20T10:49:00Z,RC-08,AUTH-C01-007391,chargeback_only_unmatched
CBK-C01-000392,ORD-C01-007392,-552.61,USD,2026-01-21T10:56:00Z,RC-01,AUTH-C01-007392,chargeback_only_unmatched
CBK-C01-000393,ORD-C01-007393,-448.79,BRL,2026-01-22T11:03:00Z,RC-02,AUTH-C01-007393,chargeback_only_unmatched
CBK-C01-000394,ORD-C01-007394,-405.70,BRL,2026-01-23T11:10:00Z,RC-03,AUTH-C01-007394,chargeback_only_unmatched
CBK-C01-000395,ORD-C01-007395,-572.34,BRL,2026-01-24T11:17:00Z,RC-04,AUTH-C01-007395,chargeback_only_unmatched
CBK-C01-000396,ORD-C01-007396,-283.86,BRL,2026-01-25T11:24:00Z,RC-05,AUTH-C01-007396,chargeback_only_unmatched
CBK-C01-000397,ORD-C01-007397,-160.65,BRL,2026-01-26T11:31:00Z,RC-06,AUTH-C01-007397,chargeback_only_unmatched
CBK-C01-000398,ORD-C01-007398,-692.55,BRL,2026-01-27T11:38:00Z,RC-07,AUTH-C01-007398,chargeback_only_unmatched
CBK-C01-000399,ORD-C01-007399,-652.30,BRL,2026-01-28T11:45:00Z,RC-08,AUTH-C01-007399,chargeback_only_unmatched
CBK-C01-000400,ORD-C01-007400,-352.06,BRL,2026-01-29T11:52:00Z,RC-01,AUTH-C01-007400,chargeback_only_unmatched
CBK-C01-000401,ORD-C01-007401,-732.83,BRL,2026-01-30T11:59:00Z,RC-02,AUTH-C01-007401,chargeback_only_unmatched
CBK-C01-000402,ORD-C01-007402,-191.56,BRL,2026-01-31T12:06:00Z,RC-03,AUTH-C01-007402,chargeback_only_unmatched
CBK-C01-000403,ORD-C01-007403,-789.22,BRL,2026-02-01T12:13:00Z,RC-04,AUTH-C01-007403,chargeback_only_unmatched
CBK-C01-000404,ORD-C01-007404,-916.61,EUR,2026-02-02T12:20:00Z,RC-05,AUTH-C01-007404,chargeback_only_unmatched
CBK-C01-000405,ORD-C01-007405,-579.51,BRL,2026-02-03T12:27:00Z,RC-06,AUTH-C01-007405,chargeback_only_unmatched
CBK-C01-000406,ORD-C01-007406,-906.02,BRL,2026-02-04T12:34:00Z,RC-07,AUTH-C01-007406,chargeback_only_unmatched
CBK-C01-000407,ORD-C01-007407,-424.26,BRL,2026-02-05T12:41:00Z,RC-08,AUTH-C01-007407,chargeback_only_unmatched
CBK-C01-000408,ORD-C01-007408,-634.68,BRL,2026-02-06T10:00:00Z,RC-01,AUTH-C01-007408,chargeback_only_unmatched
CBK-C01-000409,ORD-C01-007409,-890.28,BRL,2026-02-07T10:07:00Z,RC-02,AUTH-C01-007409,chargeback_only_unmatched
CBK-C01-000410,ORD-C01-007410,-41.62,BRL,2026-02-08T10:14:00Z,RC-03,AUTH-C01-007410,chargeback_only_unmatched
CBK-C01-000411,ORD-C01-007411,-925.07,BRL,2026-02-09T10:21:00Z,RC-04,AUTH-C01-007411,chargeback_only_unmatched
CBK-C01-000412,ORD-C01-007412,-495.60,BRL,2026-02-10T10:28:00Z,RC-05,AUTH-C01-007412,chargeback_only_unmatched
CBK-C01-000413,ORD-C01-007413,-735.13,BRL,2026-02-11T10:35:00Z,RC-06,AUTH-C01-007413,chargeback_only_unmatched
CBK-C01-000414,ORD-C01-007414,-873.28,BRL,2026-02-12T10:42:00Z,RC-07,AUTH-C01-007414,chargeback_only_unmatched
CBK-C01-000415,ORD-C01-007415,-706.79,BRL,2026-02-13T10:49:00Z,RC-08,AUTH-C01-007415,chargeback_only_unmatched
CBK-C01-000416,ORD-C01-007416,-349.72,BRL,2026-02-14T10:56:00Z,RC-01,AUTH-C01-007416,chargeback_only_unmatched
CBK-C01-000417,ORD-C01-007417,-770.32,BRL,2026-02-15T11:03:00Z,RC-02,AUTH-C01-007417,chargeback_only_unmatched
CBK-C01-000418,ORD-C01-007418,-703.64,BRL,2026-02-16T11:10:00Z,RC-03,AUTH-C01-007418,chargeback_only_unmatched
CBK-C01-000419,ORD-C01-007419,-892.00,BRL,2026-02-17T11:17:00Z,RC-04,AUTH-C01-007419,chargeback_only_unmatched
CBK-C01-000420,ORD-C01-007420,-764.10,BRL,2026-01-14T11:24:00Z,RC-05,AUTH-C01-007420,chargeback_only_unmatched
CBK-C01-000421,ORD-C01-007421,-392.36,BRL,2026-01-15T11:31:00Z,RC-06,AUTH-C01-007421,chargeback_only_unmatched
CBK-C01-000422,ORD-C01-007422,-163.66,BRL,2026-01-16T11:38:00Z,RC-07,AUTH-C01-007422,chargeback_only_unmatched
CBK-C01-000423,ORD-C01-007423,-656.62,BRL,2026-01-17T11:45:00Z,RC-08,AUTH-C01-007423,chargeback_only_unmatched
CBK-C01-000424,ORD-C01-007424,-22.00,BRL,2026-01-18T11:52:00Z,RC-01,AUTH-C01-007424,chargeback_only_unmatched
CBK-C01-000425,ORD-C01-007425,-763.28,BRL,2026-01-19T11:59:00Z,RC-02,AUTH-C01-007425,chargeback_only_unmatched
CBK-C01-000426,ORD-C01-007426,-834.85,BRL,2026-01-20T12:06:00Z,RC-03,AUTH-C01-007426,chargeback_only_unmatched
CBK-C01-000427,ORD-C01-007427,-82.97,BRL,2026-01-21T12:13:00Z,RC-04,AUTH-C01-007427,chargeback_only_unmatched
CBK-C01-000428,ORD-C01-007428,-174.90,USD,2026-01-22T12:20:00Z,RC-05,AUTH-C01-007428,chargeback_only_unmatched
CBK-C01-000429,ORD-C01-007429,-877.98,BRL,2026-01-23T12:27:00Z,RC-06,AUTH-C01-007429,chargeback_only_unmatched
CBK-C01-000430,ORD-C01-007430,-690.25,BRL,2026-01-24T12:34:00Z,RC-07,AUTH-C01-007430,chargeback_only_unmatched
CBK-C01-000431,ORD-C01-007431,-751.25,BRL,2026-01-25T12:41:00Z,RC-08,AUTH-C01-007431,chargeback_only_unmatched
CBK-C01-000432,ORD-C01-007432,-682.00,BRL,2026-01-26T10:00:00Z,RC-01,AUTH-C01-007432,chargeback_only_unmatched
CBK-C01-000433,ORD-C01-007433,-30.68,BRL,2026-01-27T10:07:00Z,RC-02,AUTH-C01-007433,chargeback_only_unmatched
CBK-C01-000434,ORD-C01-007434,-903.79,BRL,2026-01-28T10:14:00Z,RC-03,AUTH-C01-007434,chargeback_only_unmatched
CBK-C01-000435,ORD-C01-007435,-252.52,BRL,2026-01-29T10:21:00Z,RC-04,AUTH-C01-007435,chargeback_only_unmatched
CBK-C01-000436,ORD-C01-007436,-71.89,BRL,2026-01-30T10:28:00Z,RC-05,AUTH-C01-007436,chargeback_only_unmatched
CBK-C01-000437,ORD-C01-007437,-726.33,BRL,2026-01-31T10:35:00Z,RC-06,AUTH-C01-007437,chargeback_only_unmatched
CBK-C01-000438,ORD-C01-007438,-175.10,BRL,2026-02-01T10:42:00Z,RC-07,AUTH-C01-007438,chargeback_only_unmatched
CBK-C01-000439,ORD-C01-007439,-138.61,BRL,2026-02-02T10:49:00Z,RC-08,AUTH-C01-007439,chargeback_only_unmatched
CBK-C01-000440,ORD-C01-007440,-415.66,EUR,2026-02-03T10:56:00Z,RC-01,AUTH-C01-007440,chargeback_only_unmatched
CBK-C01-000441,ORD-C01-007441,-307.49,BRL,2026-02-04T11:03:00Z,RC-02,AUTH-C01-007441,chargeback_only_unmatched
CBK-C01-000442,ORD-C01-007442,-916.31,BRL,2026-02-05T11:10:00Z,RC-03,AUTH-C01-007442,chargeback_only_unmatched
CBK-C01-000443,ORD-C01-007443,-728.61,BRL,2026-02-06T11:17:00Z,RC-04,AUTH-C01-007443,chargeback_only_unmatched
CBK-C01-000444,ORD-C01-000164,-551.08,BRL,2026-02-07T11:24:00Z,RC-05,AUTH-C01-000164,duplicate_chargeback_candidate
CBK-C01-000445,ORD-C01-007445,-735.73,BRL,2026-02-08T11:31:00Z,RC-06,AUTH-C01-007445,chargeback_only_unmatched
CBK-C01-000446,ORD-C01-007446,-577.51,BRL,2026-02-09T11:38:00Z,RC-07,AUTH-C01-007446,chargeback_only_unmatched
CBK-C01-000447,ORD-C01-007447,-149.04,BRL,2026-02-10T11:45:00Z,RC-08,AUTH-C01-007447,chargeback_only_unmatched
CBK-C01-000448,ORD-C01-007448,-522.39,BRL,2026-02-11T11:52:00Z,RC-01,AUTH-C01-007448,chargeback_only_unmatched
CBK-C01-000449,ORD-C01-007449,-31.24,BRL,2026-02-12T11:59:00Z,RC-02,AUTH-C01-007449,chargeback_only_unmatched
CBK-C01-000450,ORD-C01-007450,-675.95,BRL,2026-02-13T12:06:00Z,RC-03,AUTH-C01-007450,chargeback_only_unmatched
CBK-C01-000451,ORD-C01-007451,-472.74,BRL,2026-02-14T12:13:00Z,RC-04,AUTH-C01-007451,chargeback_only_unmatched
CBK-C01-000452,ORD-C01-007452,-239.69,BRL,2026-02-15T12:20:00Z,RC-05,AUTH-C01-007452,chargeback_only_unmatched
CBK-C01-000453,ORD-C01-007453,-787.16,BRL,2026-02-16T12:27:00Z,RC-06,AUTH-C01-007453,chargeback_only_unmatched
CBK-C01-000454,ORD-C01-007454,-199.73,BRL,2026-02-17T12:34:00Z,RC-07,AUTH-C01-007454,chargeback_only_unmatched
CBK-C01-000455,ORD-C01-007455,-311.26,BRL,2026-01-14T12:41:00Z,RC-08,AUTH-C01-007455,chargeback_only_unmatched
CBK-C01-000456,ORD-C01-007456,-469.44,BRL,2026-01-15T10:00:00Z,RC-01,AUTH-C01-007456,chargeback_only_unmatched
CBK-C01-000457,ORD-C01-007457,-706.89,BRL,2026-01-16T10:07:00Z,RC-02,AUTH-C01-007457,chargeback_only_unmatched
CBK-C01-000458,ORD-C01-007458,-789.59,BRL,2026-01-17T10:14:00Z,RC-03,AUTH-C01-007458,chargeback_only_unmatched
CBK-C01-000459,ORD-C01-007459,-772.38,BRL,2026-01-18T10:21:00Z,RC-04,AUTH-C01-007459,chargeback_only_unmatched
CBK-C01-000460,ORD-C01-007460,-95.85,BRL,2026-01-19T10:28:00Z,RC-05,AUTH-C01-007460,chargeback_only_unmatched
CBK-C01-000461,ORD-C01-007461,-527.85,BRL,2026-01-20T10:35:00Z,RC-06,AUTH-C01-007461,chargeback_only_unmatched
CBK-C01-000462,ORD-C01-007462,-874.54,BRL,2026-01-21T10:42:00Z,RC-07,AUTH-C01-007462,chargeback_only_unmatched
CBK-C01-000463,ORD-C01-007463,-247.30,BRL,2026-01-22T10:49:00Z,RC-08,AUTH-C01-007463,chargeback_only_unmatched
CBK-C01-000464,ORD-C01-007464,-372.73,USD,2026-01-23T10:56:00Z,RC-01,AUTH-C01-007464,chargeback_only_unmatched
CBK-C01-000465,ORD-C01-007465,-331.98,BRL,2026-01-24T11:03:00Z,RC-02,AUTH-C01-007465,chargeback_only_unmatched
CBK-C01-000466,ORD-C01-007466,-886.62,BRL,2026-01-25T11:10:00Z,RC-03,AUTH-C01-007466,chargeback_only_unmatched
CBK-C01-000467,ORD-C01-007467,-49.58,BRL,2026-01-26T11:17:00Z,RC-04,AUTH-C01-007467,chargeback_only_unmatched
CBK-C01-000468,ORD-C01-007468,-165.02,BRL,2026-01-27T11:24:00Z,RC-05,AUTH-C01-007468,chargeback_only_unmatched
CBK-C01-000469,ORD-C01-007469,-389.28,BRL,2026-01-28T11:31:00Z,RC-06,AUTH-C01-007469,chargeback_only_unmatched
CBK-C01-000470,ORD-C01-007470,-46.92,BRL,2026-01-29T11:38:00Z,RC-07,AUTH-C01-007470,chargeback_only_unmatched
CBK-C01-000471,ORD-C01-007471,-234.91,BRL,2026-01-30T11:45:00Z,RC-08,AUTH-C01-007471,chargeback_only_unmatched
CBK-C01-000472,ORD-C01-007472,-928.04,BRL,2026-01-31T11:52:00Z,RC-01,AUTH-C01-007472,chargeback_only_unmatched
CBK-C01-000473,ORD-C01-007473,-859.24,BRL,2026-02-01T11:59:00Z,RC-02,AUTH-C01-007473,chargeback_only_unmatched
CBK-C01-000474,ORD-C01-007474,-441.28,BRL,2026-02-02T12:06:00Z,RC-03,AUTH-C01-007474,chargeback_only_unmatched
CBK-C01-000475,ORD-C01-007475,-810.40,BRL,2026-02-03T12:13:00Z,RC-04,AUTH-C01-007475,chargeback_only_unmatched
CBK-C01-000476,ORD-C01-007476,-107.79,EUR,2026-02-04T12:20:00Z,RC-05,AUTH-C01-007476,chargeback_only_unmatched
CBK-C01-000477,ORD-C01-007477,-708.26,BRL,2026-02-05T12:27:00Z,RC-06,AUTH-C01-007477,chargeback_only_unmatched
CBK-C01-000478,ORD-C01-007478,-238.09,BRL,2026-02-06T12:34:00Z,RC-07,AUTH-C01-007478,chargeback_only_unmatched
CBK-C01-000479,ORD-C01-007479,-104.14,BRL,2026-02-07T12:41:00Z,RC-08,AUTH-C01-007479,chargeback_only_unmatched
CBK-C01-000480,ORD-C01-007480,-810.66,BRL,2026-02-08T10:00:00Z,RC-01,AUTH-C01-007480,chargeback_only_unmatched
CBK-C01-000481,ORD-C01-007481,-385.87,BRL,2026-02-09T10:07:00Z,RC-02,AUTH-C01-007481,chargeback_only_unmatched
CBK-C01-000482,ORD-C01-007482,-788.33,BRL,2026-02-10T10:14:00Z,RC-03,AUTH-C01-007482,chargeback_only_unmatched
CBK-C01-000483,ORD-C01-007483,-395.99,BRL,2026-02-11T10:21:00Z,RC-04,AUTH-C01-007483,chargeback_only_unmatched
CBK-C01-000484,ORD-C01-007484,-13.16,BRL,2026-02-12T10:28:00Z,RC-05,AUTH-C01-007484,chargeback_only_unmatched
CBK-C01-000485,ORD-C01-007485,-686.13,BRL,2026-02-13T10:35:00Z,RC-06,AUTH-C01-007485,chargeback_only_unmatched
CBK-C01-000486,ORD-C01-007486,-196.82,BRL,2026-02-14T10:42:00Z,RC-07,AUTH-C01-007486,chargeback_only_unmatched
CBK-C01-000487,ORD-C01-007487,-812.63,BRL,2026-02-15T10:49:00Z,RC-08,AUTH-C01-007487,chargeback_only_unmatched
CBK-C01-000488,ORD-C01-007488,-358.29,BRL,2026-02-16T10:56:00Z,RC-01,AUTH-C01-007488,chargeback_only_unmatched
CBK-C01-000489,ORD-C01-007489,-588.26,BRL,2026-02-17T11:03:00Z,RC-02,AUTH-C01-007489,chargeback_only_unmatched
CBK-C01-000490,ORD-C01-007490,-456.50,BRL,2026-01-14T11:10:00Z,RC-03,AUTH-C01-007490,chargeback_only_unmatched
CBK-C01-000491,ORD-C01-007491,-737.07,BRL,2026-01-15T11:17:00Z,RC-04,AUTH-C01-007491,chargeback_only_unmatched
CBK-C01-000492,ORD-C01-007492,-112.82,BRL,2026-01-16T11:24:00Z,RC-05,AUTH-C01-007492,chargeback_only_unmatched
CBK-C01-000493,ORD-C01-007493,-411.36,BRL,2026-01-17T11:31:00Z,RC-06,AUTH-C01-007493,chargeback_only_unmatched
CBK-C01-000494,ORD-C01-007494,-355.33,BRL,2026-01-18T11:38:00Z,RC-07,AUTH-C01-007494,chargeback_only_unmatched
CBK-C01-000495,ORD-C01-007495,-660.63,BRL,2026-01-19T11:45:00Z,RC-08,AUTH-C01-007495,chargeback_only_unmatched
CBK-C01-000496,ORD-C01-007496,-145.10,BRL,2026-01-20T11:52:00Z,RC-01,AUTH-C01-007496,chargeback_only_unmatched
CBK-C01-000497,ORD-C01-007497,-588.44,BRL,2026-01-21T11:59:00Z,RC-02,AUTH-C01-007497,chargeback_only_unmatched
CBK-C01-000498,ORD-C01-007498,-109.23,BRL,2026-01-22T12:06:00Z,RC-03,AUTH-C01-007498,chargeback_only_unmatched
CBK-C01-000499,ORD-C01-007499,-473.96,BRL,2026-01-23T12:13:00Z,RC-04,AUTH-C01-007499,chargeback_only_unmatched
CBK-C01-000500,ORD-C01-007500,-277.20,USD,2026-01-24T12:20:00Z,RC-05,AUTH-C01-007500,chargeback_only_unmatched
CBK-C01-000501,ORD-C01-007501,-285.68,BRL,2026-01-25T12:27:00Z,RC-06,AUTH-C01-007501,chargeback_only_unmatched
CBK-C01-000502,ORD-C01-007502,-894.97,BRL,2026-01-26T12:34:00Z,RC-07,AUTH-C01-007502,chargeback_only_unmatched
CBK-C01-000503,ORD-C01-007503,-658.65,BRL,2026-01-27T12:41:00Z,RC-08,AUTH-C01-007503,chargeback_only_unmatched
CBK-C01-000504,ORD-C01-007504,-924.74,BRL,2026-01-28T10:00:00Z,RC-01,AUTH-C01-007504,chargeback_only_unmatched
CBK-C01-000505,ORD-C01-007505,-660.96,BRL,2026-01-29T10:07:00Z,RC-02,AUTH-C01-007505,chargeback_only_unmatched
CBK-C01-000506,ORD-C01-007506,-288.95,BRL,2026-01-30T10:14:00Z,RC-03,AUTH-C01-007506,chargeback_only_unmatched
CBK-C01-000507,ORD-C01-007507,-59.33,BRL,2026-01-31T10:21:00Z,RC-04,AUTH-C01-007507,chargeback_only_unmatched
CBK-C01-000508,ORD-C01-007508,-462.50,BRL,2026-02-01T10:28:00Z,RC-05,AUTH-C01-007508,chargeback_only_unmatched
CBK-C01-000509,ORD-C01-007509,-787.78,BRL,2026-02-02T10:35:00Z,RC-06,AUTH-C01-007509,chargeback_only_unmatched
CBK-C01-000510,ORD-C01-007510,-730.58,BRL,2026-02-03T10:42:00Z,RC-07,AUTH-C01-007510,chargeback_only_unmatched
CBK-C01-000511,ORD-C01-007511,-57.10,BRL,2026-02-04T10:49:00Z,RC-08,AUTH-C01-007511,chargeback_only_unmatched
CBK-C01-000512,ORD-C01-007512,-602.35,EUR,2026-02-05T10:56:00Z,RC-01,AUTH-C01-007512,chargeback_only_unmatched
CBK-C01-000513,ORD-C01-007513,-214.03,BRL,2026-02-06T11:03:00Z,RC-02,AUTH-C01-007513,chargeback_only_unmatched
CBK-C01-000514,ORD-C01-007514,-825.41,BRL,2026-02-07T11:10:00Z,RC-03,AUTH-C01-007514,chargeback_only_unmatched
CBK-C01-000515,ORD-C01-007515,-181.61,BRL,2026-02-08T11:17:00Z,RC-04,AUTH-C01-007515,chargeback_only_unmatched
CBK-C01-000516,ORD-C01-007516,-348.60,BRL,2026-02-09T11:24:00Z,RC-05,AUTH-C01-007516,chargeback_only_unmatched
CBK-C01-000517,ORD-C01-007517,-315.54,BRL,2026-02-10T11:31:00Z,RC-06,AUTH-C01-007517,chargeback_only_unmatched
CBK-C01-000518,ORD-C01-007518,-500.87,BRL,2026-02-11T11:38:00Z,RC-07,AUTH-C01-007518,chargeback_only_unmatched
CBK-C01-000519,ORD-C01-007519,-317.27,BRL,2026-02-12T11:45:00Z,RC-08,AUTH-C01-007519,chargeback_only_unmatched
CBK-C01-000520,ORD-C01-007520,-405.13,BRL,2026-02-13T11:52:00Z,RC-01,AUTH-C01-007520,chargeback_only_unmatched
CBK-C01-000521,ORD-C01-007521,-765.13,BRL,2026-02-14T11:59:00Z,RC-02,AUTH-C01-007521,chargeback_only_unmatched
CBK-C01-000522,ORD-C01-007522,-337.62,BRL,2026-02-15T12:06:00Z,RC-03,AUTH-C01-007522,chargeback_only_unmatched
CBK-C01-000523,ORD-C01-007523,-637.28,BRL,2026-02-16T12:13:00Z,RC-04,AUTH-C01-007523,chargeback_only_unmatched
CBK-C01-000524,ORD-C01-007524,-568.16,BRL,2026-02-17T12:20:00Z,RC-05,AUTH-C01-007524,chargeback_only_unmatched
CBK-C01-000525,ORD-C01-007525,-370.76,BRL,2026-01-14T12:27:00Z,RC-06,AUTH-C01-007525,chargeback_only_unmatched
CBK-C01-000526,ORD-C01-007526,-314.51,BRL,2026-01-15T12:34:00Z,RC-07,AUTH-C01-007526,chargeback_only_unmatched
CBK-C01-000527,ORD-C01-007527,-804.08,BRL,2026-01-16T12:41:00Z,RC-08,AUTH-C01-007527,chargeback_only_unmatched
CBK-C01-000528,ORD-C01-007528,-98.50,BRL,2026-01-17T10:00:00Z,RC-01,AUTH-C01-007528,chargeback_only_unmatched
CBK-C01-000529,ORD-C01-007529,-415.96,BRL,2026-01-18T10:07:00Z,RC-02,AUTH-C01-007529,chargeback_only_unmatched
CBK-C01-000530,ORD-C01-007530,-923.31,BRL,2026-01-19T10:14:00Z,RC-03,AUTH-C01-007530,chargeback_only_unmatched
CBK-C01-000531,ORD-C01-007531,-611.19,BRL,2026-01-20T10:21:00Z,RC-04,AUTH-C01-007531,chargeback_only_unmatched
CBK-C01-000532,ORD-C01-007532,-458.89,BRL,2026-01-21T10:28:00Z,RC-05,AUTH-C01-007532,chargeback_only_unmatched
CBK-C01-000533,ORD-C01-007533,-301.62,BRL,2026-01-22T10:35:00Z,RC-06,AUTH-C01-007533,chargeback_only_unmatched
CBK-C01-000534,ORD-C01-007534,-881.47,BRL,2026-01-23T10:42:00Z,RC-07,AUTH-C01-007534,chargeback_only_unmatched
CBK-C01-000535,ORD-C01-007535,-78.97,BRL,2026-01-24T10:49:00Z,RC-08,AUTH-C01-007535,chargeback_only_unmatched
CBK-C01-000536,ORD-C01-007536,-345.22,USD,2026-01-25T10:56:00Z,RC-01,AUTH-C01-007536,chargeback_only_unmatched
CBK-C01-000537,ORD-C01-007537,-907.47,BRL,2026-01-26T11:03:00Z,RC-02,AUTH-C01-007537,chargeback_only_unmatched
CBK-C01-000538,ORD-C01-007538,-341.57,BRL,2026-01-27T11:10:00Z,RC-03,AUTH-C01-007538,chargeback_only_unmatched
CBK-C01-000539,ORD-C01-007539,-614.23,BRL,2026-01-28T11:17:00Z,RC-04,AUTH-C01-007539,chargeback_only_unmatched
CBK-C01-000540,ORD-C01-007540,-100.09,BRL,2026-01-29T11:24:00Z,RC-05,AUTH-C01-007540,chargeback_only_unmatched
CBK-C01-000541,ORD-C01-007541,-73.25,BRL,2026-01-30T11:31:00Z,RC-06,AUTH-C01-007541,chargeback_only_unmatched
CBK-C01-000542,ORD-C01-007542,-649.73,BRL,2026-01-31T11:38:00Z,RC-07,AUTH-C01-007542,chargeback_only_unmatched
CBK-C01-000543,ORD-C01-007543,-539.31,BRL,2026-02-01T11:45:00Z,RC-08,AUTH-C01-007543,chargeback_only_unmatched
CBK-C01-000544,ORD-C01-007544,-483.22,BRL,2026-02-02T11:52:00Z,RC-01,AUTH-C01-007544,chargeback_only_unmatched
CBK-C01-000545,ORD-C01-007545,-83.91,BRL,2026-02-03T11:59:00Z,RC-02,AUTH-C01-007545,chargeback_only_unmatched
CBK-C01-000546,ORD-C01-007546,-66.62,BRL,2026-02-04T12:06:00Z,RC-03,AUTH-C01-007546,chargeback_only_unmatched
CBK-C01-000547,ORD-C01-007547,-764.27,BRL,2026-02-05T12:13:00Z,RC-04,AUTH-C01-007547,chargeback_only_unmatched
CBK-C01-000548,ORD-C01-007548,-624.09,EUR,2026-02-06T12:20:00Z,RC-05,AUTH-C01-007548,chargeback_only_unmatched
CBK-C01-000549,ORD-C01-007549,-107.01,BRL,2026-02-07T12:27:00Z,RC-06,AUTH-C01-007549,chargeback_only_unmatched
CBK-C01-000550,ORD-C01-007550,-645.33,BRL,2026-02-08T12:34:00Z,RC-07,AUTH-C01-007550,chargeback_only_unmatched
CBK-C01-000551,ORD-C01-007551,-456.45,BRL,2026-02-09T12:41:00Z,RC-08,AUTH-C01-007551,chargeback_only_unmatched
CBK-C01-000552,ORD-C01-007552,-672.17,BRL,2026-02-10T10:00:00Z,RC-01,AUTH-C01-007552,chargeback_only_unmatched
CBK-C01-000553,ORD-C01-007553,-751.00,BRL,2026-02-11T10:07:00Z,RC-02,AUTH-C01-007553,chargeback_only_unmatched
CBK-C01-000554,ORD-C01-007554,-330.91,BRL,2026-02-12T10:14:00Z,RC-03,AUTH-C01-007554,chargeback_only_unmatched
CBK-C01-000555,ORD-C01-000125,-141.28,BRL,2026-02-03T10:21:00Z,RC-04,AUTH-C01-000125,duplicate_chargeback_candidate
CBK-C01-000556,ORD-C01-007556,-418.45,BRL,2026-02-14T10:28:00Z,RC-05,AUTH-C01-007556,chargeback_only_unmatched
CBK-C01-000557,ORD-C01-007557,-509.38,BRL,2026-02-15T10:35:00Z,RC-06,AUTH-C01-007557,chargeback_only_unmatched
CBK-C01-000558,ORD-C01-007558,-547.71,BRL,2026-02-16T10:42:00Z,RC-07,AUTH-C01-007558,chargeback_only_unmatched
CBK-C01-000559,ORD-C01-007559,-725.74,BRL,2026-02-17T10:49:00Z,RC-08,AUTH-C01-007559,chargeback_only_unmatched
CBK-C01-000560,ORD-C01-007560,-809.11,BRL,2026-01-14T10:56:00Z,RC-01,AUTH-C01-007560,chargeback_only_unmatched
CBK-C01-000561,ORD-C01-007561,-746.62,BRL,2026-01-15T11:03:00Z,RC-02,AUTH-C01-007561,chargeback_only_unmatched
CBK-C01-000562,ORD-C01-007562,-592.92,BRL,2026-01-16T11:10:00Z,RC-03,AUTH-C01-007562,chargeback_only_unmatched
CBK-C01-000563,ORD-C01-007563,-714.58,BRL,2026-01-17T11:17:00Z,RC-04,AUTH-C01-007563,chargeback_only_unmatched
CBK-C01-000564,ORD-C01-007564,-323.12,BRL,2026-01-18T11:24:00Z,RC-05,AUTH-C01-007564,chargeback_only_unmatched
CBK-C01-000565,ORD-C01-007565,-495.83,BRL,2026-01-19T11:31:00Z,RC-06,AUTH-C01-007565,chargeback_only_unmatched
CBK-C01-000566,ORD-C01-007566,-791.81,BRL,2026-01-20T11:38:00Z,RC-07,AUTH-C01-007566,chargeback_only_unmatched
CBK-C01-000567,ORD-C01-007567,-87.61,BRL,2026-01-21T11:45:00Z,RC-08,AUTH-C01-007567,chargeback_only_unmatched
CBK-C01-000568,ORD-C01-007568,-188.49,BRL,2026-01-22T11:52:00Z,RC-01,AUTH-C01-007568,chargeback_only_unmatched
CBK-C01-000569,ORD-C01-007569,-109.36,BRL,2026-01-23T11:59:00Z,RC-02,AUTH-C01-007569,chargeback_only_unmatched
CBK-C01-000570,ORD-C01-007570,-258.97,BRL,2026-01-24T12:06:00Z,RC-03,AUTH-C01-007570,chargeback_only_unmatched
CBK-C01-000571,ORD-C01-007571,-451.74,BRL,2026-01-25T12:13:00Z,RC-04,AUTH-C01-007571,chargeback_only_unmatched
CBK-C01-000572,ORD-C01-007572,-574.99,USD,2026-01-26T12:20:00Z,RC-05,AUTH-C01-007572,chargeback_only_unmatched
CBK-C01-000573,ORD-C01-007573,-18.33,BRL,2026-01-27T12:27:00Z,RC-06,AUTH-C01-007573,chargeback_only_unmatched
CBK-C01-000574,ORD-C01-007574,-38.33,BRL,2026-01-28T12:34:00Z,RC-07,AUTH-C01-007574,chargeback_only_unmatched
