adjustment_id,reference,end_to_end_id,amount,currency,adjustment_date,reason,scenario
ADJ-C02-000358,REF-C02-000358,E2E-C02-000000358,1.12,BRL,2026-02-26,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000359,REF-C02-000359,E2E-C02-000000359,1.24,BRL,2026-02-27,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000360,REF-C02-000360,E2E-C02-000000360,1.36,BRL,2026-02-28,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000361,REF-C02-000361,E2E-C02-000000361,1.48,BRL,2026-03-01,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000362,REF-C02-000362,E2E-C02-000000362,1.60,BRL,2026-03-02,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000363,REF-C02-000363,E2E-C02-000000363,1.72,BRL,2026-03-03,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000364,REF-C02-000364,E2E-C02-000000364,1.84,BRL,2026-03-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000365,REF-C02-000365,E2E-C02-000000365,1.96,BRL,2026-03-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000366,REF-C02-000366,E2E-C02-000000366,2.08,BRL,2026-03-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000367,REF-C02-000367,E2E-C02-000000367,2.20,BRL,2026-03-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000368,REF-C02-000368,E2E-C02-000000368,2.32,BRL,2026-03-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000369,REF-C02-000369,E2E-C02-000000369,2.44,BRL,2026-03-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000370,REF-C02-000370,E2E-C02-000000370,2.56,BRL,2026-03-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000371,REF-C02-000371,E2E-C02-000000371,2.68,BRL,2026-03-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000372,REF-C02-000372,E2E-C02-000000372,2.80,USD,2026-03-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000373,REF-C02-000373,E2E-C02-000000373,2.92,BRL,2026-03-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000374,REF-C02-000374,E2E-C02-000000374,1.00,BRL,2026-03-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000375,REF-C02-000375,E2E-C02-000000375,1.12,BRL,2026-03-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000376,REF-C02-000376,E2E-C02-000000376,1.24,BRL,2026-03-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000377,REF-C02-000377,E2E-C02-000000377,1.36,BRL,2026-03-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000378,REF-C02-000378,E2E-C02-000000378,1.48,BRL,2026-02-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000379,REF-C02-000379,E2E-C02-000000379,1.60,BRL,2026-02-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000380,REF-C02-000380,E2E-C02-000000380,1.72,BRL,2026-02-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000381,REF-C02-000381,E2E-C02-000000381,1.84,BRL,2026-02-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000382,REF-C02-000382,E2E-C02-000000382,1.96,BRL,2026-02-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000383,REF-C02-000383,E2E-C02-000000383,2.08,BRL,2026-02-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000384,REF-C02-000384,E2E-C02-000000384,2.20,EUR,2026-02-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000385,REF-C02-000385,E2E-C02-000000385,2.32,BRL,2026-02-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000386,REF-C02-000386,E2E-C02-000000386,2.44,BRL,2026-02-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000387,REF-C02-000387,E2E-C02-000000387,2.56,BRL,2026-02-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000388,REF-C02-000388,E2E-C02-000000388,2.68,BRL,2026-02-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000389,REF-C02-000389,E2E-C02-000000389,2.80,BRL,2026-02-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000390,REF-C02-000390,E2E-C02-000000390,2.92,BRL,2026-02-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000391,REF-C02-000391,E2E-C02-000000391,1.00,BRL,2026-02-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000392,REF-C02-000392,E2E-C02-000000392,1.12,BRL,2026-02-18,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000393,REF-C02-000393,E2E-C02-000000393,1.24,BRL,2026-02-19,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000394,REF-C02-000394,E2E-C02-000000394,1.36,BRL,2026-02-20,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000395,REF-C02-000395,E2E-C02-000000395,1.48,BRL,2026-02-21,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000396,REF-C02-000396,E2E-C02-000000396,1.60,BRL,2026-02-22,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000397,REF-C02-000397,E2E-C02-000000397,1.72,BRL,2026-02-23,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000398,REF-C02-000398,E2E-C02-000000398,1.84,BRL,2026-02-24,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000399,REF-C02-000399,E2E-C02-000000399,1.96,BRL,2026-02-25,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000400,REF-C02-000400,E2E-C02-000000400,2.08,BRL,2026-02-26,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000401,REF-C02-000401,E2E-C02-000000401,2.20,BRL,2026-02-27,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000402,REF-C02-000402,E2E-C02-000000402,2.32,BRL,2026-02-28,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000403,REF-C02-000403,E2E-C02-000000403,2.44,BRL,2026-03-01,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000404,REF-C02-000404,E2E-C02-000000404,2.56,BRL,2026-03-02,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000405,REF-C02-000405,E2E-C02-000000405,2.68,BRL,2026-03-03,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000406,REF-C02-000406,E2E-C02-000000406,2.80,BRL,2026-03-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000407,REF-C02-000407,E2E-C02-000000407,2.92,BRL,2026-03-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000408,REF-C02-000408,E2E-C02-000000408,1.00,USD,2026-03-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000409,REF-C02-000409,E2E-C02-000000409,1.12,BRL,2026-03-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000410,REF-C02-000410,E2E-C02-000000410,1.24,BRL,2026-03-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000411,REF-C02-000411,E2E-C02-000000411,1.36,BRL,2026-03-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000412,REF-C02-000412,E2E-C02-000000412,1.48,BRL,2026-03-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000413,REF-C02-000413,E2E-C02-000000413,1.60,BRL,2026-03-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000414,REF-C02-000414,E2E-C02-000000414,1.72,BRL,2026-03-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000415,REF-C02-000415,E2E-C02-000000415,1.84,BRL,2026-03-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000416,REF-C02-000416,E2E-C02-000000416,1.96,BRL,2026-03-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000417,REF-C02-000417,E2E-C02-000000417,2.08,BRL,2026-03-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000418,REF-C02-000418,E2E-C02-000000418,2.20,BRL,2026-03-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000419,REF-C02-000419,E2E-C02-000000419,2.32,BRL,2026-03-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000420,REF-C02-000420,E2E-C02-000000420,2.44,EUR,2026-02-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000421,REF-C02-000421,E2E-C02-000000421,2.56,BRL,2026-02-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000422,REF-C02-000422,E2E-C02-000000422,2.68,BRL,2026-02-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000423,REF-C02-000423,E2E-C02-000000423,2.80,BRL,2026-02-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000424,REF-C02-000424,E2E-C02-000000424,2.92,BRL,2026-02-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000425,REF-C02-000425,E2E-C02-000000425,1.00,BRL,2026-02-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000426,REF-C02-000426,E2E-C02-000000426,1.12,BRL,2026-02-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000427,REF-C02-000427,E2E-C02-000000427,1.24,BRL,2026-02-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000428,REF-C02-000428,E2E-C02-000000428,1.36,BRL,2026-02-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000429,REF-C02-000429,E2E-C02-000000429,1.48,BRL,2026-02-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000430,REF-C02-000430,E2E-C02-000000430,1.60,BRL,2026-02-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000431,REF-C02-000431,E2E-C02-000000431,1.72,BRL,2026-02-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000432,REF-C02-000432,E2E-C02-000000432,1.84,BRL,2026-02-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000433,REF-C02-000433,E2E-C02-000000433,1.96,BRL,2026-02-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000434,REF-C02-000434,E2E-C02-000000434,2.08,BRL,2026-02-18,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000435,REF-C02-000435,E2E-C02-000000435,2.20,BRL,2026-02-19,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000436,REF-C02-000436,E2E-C02-000000436,2.32,BRL,2026-02-20,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000437,REF-C02-000437,E2E-C02-000000437,2.44,BRL,2026-02-21,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000438,REF-C02-000438,E2E-C02-000000438,2.56,BRL,2026-02-22,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000439,REF-C02-000439,E2E-C02-000000439,2.68,BRL,2026-02-23,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000440,REF-C02-000440,E2E-C02-000000440,2.80,BRL,2026-02-24,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000441,REF-C02-000441,E2E-C02-000000441,2.92,BRL,2026-02-25,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000442,REF-C02-000442,E2E-C02-000000442,1.00,BRL,2026-02-26,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000443,REF-C02-000443,E2E-C02-000000443,1.12,BRL,2026-02-27,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000444,REF-C02-000444,E2E-C02-000000444,1.24,USD,2026-02-28,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000445,REF-C02-000445,E2E-C02-000000445,1.36,BRL,2026-03-01,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000446,REF-C02-000446,E2E-C02-000000446,1.48,BRL,2026-03-02,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000447,REF-C02-000447,E2E-C02-000000447,1.60,BRL,2026-03-03,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000448,REF-C02-000448,E2E-C02-000000448,1.72,BRL,2026-03-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000449,REF-C02-000449,E2E-C02-000000449,1.84,BRL,2026-03-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000450,REF-C02-000450,E2E-C02-000000450,1.96,BRL,2026-03-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000451,REF-C02-000451,E2E-C02-000000451,2.08,BRL,2026-03-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000452,REF-C02-000452,E2E-C02-000000452,2.20,BRL,2026-03-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000453,REF-C02-000453,E2E-C02-000000453,2.32,BRL,2026-03-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000454,REF-C02-000454,E2E-C02-000000454,2.44,BRL,2026-03-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000455,REF-C02-000455,E2E-C02-000000455,2.56,BRL,2026-03-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000456,REF-C02-000456,E2E-C02-000000456,2.68,EUR,2026-03-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000457,REF-C02-000457,E2E-C02-000000457,2.80,BRL,2026-03-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000458,REF-C02-000458,E2E-C02-000000458,2.92,BRL,2026-03-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000459,REF-C02-000459,E2E-C02-000000459,1.00,BRL,2026-03-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000460,REF-C02-000460,E2E-C02-000000460,1.12,BRL,2026-03-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000461,REF-C02-000461,E2E-C02-000000461,1.24,BRL,2026-03-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000462,REF-C02-000462,E2E-C02-000000462,1.36,BRL,2026-02-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000463,REF-C02-000463,E2E-C02-000000463,1.48,BRL,2026-02-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000464,REF-C02-000464,E2E-C02-000000464,1.60,BRL,2026-02-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000465,REF-C02-000465,E2E-C02-000000465,1.72,BRL,2026-02-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000466,REF-C02-000466,E2E-C02-000000466,1.84,BRL,2026-02-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000467,REF-C02-000467,E2E-C02-000000467,1.96,BRL,2026-02-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000468,REF-C02-000468,E2E-C02-000000468,2.08,BRL,2026-02-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000469,REF-C02-000469,E2E-C02-000000469,2.20,BRL,2026-02-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000470,REF-C02-000470,E2E-C02-000000470,2.32,BRL,2026-02-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000471,REF-C02-000471,E2E-C02-000000471,2.44,BRL,2026-02-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000472,REF-C02-000472,E2E-C02-000000472,2.56,BRL,2026-02-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000473,REF-C02-000473,E2E-C02-000000473,2.68,BRL,2026-02-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000474,REF-C02-000474,E2E-C02-000000474,2.80,BRL,2026-02-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000475,REF-C02-000475,E2E-C02-000000475,2.92,BRL,2026-02-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000476,REF-C02-000476,E2E-C02-000000476,1.00,BRL,2026-02-18,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000477,REF-C02-000477,E2E-C02-000000477,1.12,BRL,2026-02-19,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000478,REF-C02-000478,E2E-C02-000000478,1.24,BRL,2026-02-20,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000479,REF-C02-000479,E2E-C02-000000479,1.36,BRL,2026-02-21,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000480,REF-C02-000480,E2E-C02-000000480,1.48,USD,2026-02-22,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000481,REF-C02-000481,E2E-C02-000000481,1.60,BRL,2026-02-23,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000482,REF-C02-000482,E2E-C02-000000482,1.72,BRL,2026-02-24,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000483,REF-C02-000483,E2E-C02-000000483,1.84,BRL,2026-02-25,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000484,REF-C02-000484,E2E-C02-000000484,1.96,BRL,2026-02-26,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000485,REF-C02-000485,E2E-C02-000000485,2.08,BRL,2026-02-27,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000486,REF-C02-000486,E2E-C02-000000486,2.20,BRL,2026-02-28,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000487,REF-C02-000487,E2E-C02-000000487,2.32,BRL,2026-03-01,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000488,REF-C02-000488,E2E-C02-000000488,2.44,BRL,2026-03-02,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000489,REF-C02-000489,E2E-C02-000000489,2.56,BRL,2026-03-03,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000490,REF-C02-000490,E2E-C02-000000490,2.68,BRL,2026-03-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000491,REF-C02-000491,E2E-C02-000000491,2.80,BRL,2026-03-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000492,REF-C02-000492,E2E-C02-000000492,2.92,EUR,2026-03-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000493,REF-C02-000493,E2E-C02-000000493,1.00,BRL,2026-03-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000494,REF-C02-000494,E2E-C02-000000494,1.12,BRL,2026-03-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000495,REF-C02-000495,E2E-C02-000000495,1.24,BRL,2026-03-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000496,REF-C02-000496,E2E-C02-000000496,1.36,BRL,2026-03-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000497,REF-C02-000497,E2E-C02-000000497,1.48,BRL,2026-03-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000498,REF-C02-000498,E2E-C02-000000498,1.60,BRL,2026-03-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000499,REF-C02-000499,E2E-C02-000000499,1.72,BRL,2026-03-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000500,REF-C02-000500,E2E-C02-000000500,1.84,BRL,2026-03-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000501,BANKONLY-C02-000791,E2E-C02-000008501,-3.90,BRL,2026-02-21,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000502,BANKONLY-C02-000792,E2E-C02-000008502,-4.10,BRL,2026-02-22,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000503,BANKONLY-C02-000793,E2E-C02-000008503,-4.30,BRL,2026-02-23,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000504,BANKONLY-C02-000794,E2E-C02-000008504,-4.50,BRL,2026-02-24,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000505,BANKONLY-C02-000795,E2E-C02-000008505,-4.70,BRL,2026-02-25,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000506,BANKONLY-C02-000796,E2E-C02-000008506,-4.90,BRL,2026-02-26,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000507,BANKONLY-C02-000797,E2E-C02-000008507,-2.50,BRL,2026-02-27,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000508,BANKONLY-C02-000798,E2E-C02-000008508,-2.70,USD,2026-02-28,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000509,BANKONLY-C02-000799,E2E-C02-000008509,-2.90,BRL,2026-03-01,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000510,BANKONLY-C02-000800,E2E-C02-000008510,-3.10,BRL,2026-03-02,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000511,BANKONLY-C02-000801,E2E-C02-000008511,-3.30,BRL,2026-03-03,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000512,BANKONLY-C02-000802,E2E-C02-000008512,-3.50,BRL,2026-03-04,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000513,BANKONLY-C02-000803,E2E-C02-000008513,-3.70,BRL,2026-03-05,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000514,BANKONLY-C02-000804,E2E-C02-000008514,-3.90,BRL,2026-03-06,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000515,BANKONLY-C02-000805,E2E-C02-000008515,-4.10,BRL,2026-03-07,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000516,BANKONLY-C02-000806,E2E-C02-000008516,-4.30,BRL,2026-03-08,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000517,BANKONLY-C02-000807,E2E-C02-000008517,-4.50,BRL,2026-03-09,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000518,BANKONLY-C02-000808,E2E-C02-000008518,-4.70,BRL,2026-03-10,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000519,BANKONLY-C02-000809,E2E-C02-000008519,-4.90,BRL,2026-03-11,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000520,BANKONLY-C02-000810,E2E-C02-000008520,-2.50,EUR,2026-03-12,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000521,BANKONLY-C02-000811,E2E-C02-000008521,-2.70,BRL,2026-03-13,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000522,BANKONLY-C02-000812,E2E-C02-000008522,-2.90,BRL,2026-03-14,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000523,BANKONLY-C02-000813,E2E-C02-000008523,-3.10,BRL,2026-03-15,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000524,BANKONLY-C02-000814,E2E-C02-000008524,-3.30,BRL,2026-03-16,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000525,BANKONLY-C02-000815,E2E-C02-000008525,-3.50,BRL,2026-03-17,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000526,BANKONLY-C02-000816,E2E-C02-000008526,-3.70,BRL,2026-02-04,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000527,BANKONLY-C02-000817,E2E-C02-000008527,-3.90,BRL,2026-02-05,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000528,BANKONLY-C02-000818,E2E-C02-000008528,-4.10,BRL,2026-02-06,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000529,BANKONLY-C02-000819,E2E-C02-000008529,-4.30,BRL,2026-02-07,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000530,BANKONLY-C02-000820,E2E-C02-000008530,-4.50,BRL,2026-02-08,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000531,BANKONLY-C02-000821,E2E-C02-000008531,-4.70,BRL,2026-02-09,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000532,BANKONLY-C02-000822,E2E-C02-000008532,-4.90,BRL,2026-02-10,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000533,BANKONLY-C02-000823,E2E-C02-000008533,-2.50,BRL,2026-02-11,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000534,BANKONLY-C02-000824,E2E-C02-000008534,-2.70,BRL,2026-02-12,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000535,BANKONLY-C02-000825,E2E-C02-000008535,-2.90,BRL,2026-02-13,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000536,BANKONLY-C02-000826,E2E-C02-000008536,-3.10,BRL,2026-02-14,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000537,BANKONLY-C02-000827,E2E-C02-000008537,-3.30,BRL,2026-02-15,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000538,BANKONLY-C02-000828,E2E-C02-000008538,-3.50,BRL,2026-02-16,bank_fee_adjustment,bank_fee_adjustment
