bank_entry_id,end_to_end_id,amount,currency,booking_date,description,bank_account,reference,scenario
BNK-C02-000328,E2E-C02-000000328,668.50,BRL,2026-03-08,Synthetic bank statement line REF-C02-000328,BANK-C02-005,REF-C02-000328,amount_tolerance_candidate
BNK-C02-000329,E2E-C02-000000329,269.02,BRL,2026-03-09,Synthetic bank statement line REF-C02-000329,BANK-C02-006,REF-C02-000329,bank_statement_match_candidate
BNK-C02-000330,E2E-C02-000000330,905.66,BRL,2026-03-11,Synthetic bank statement line REF-C02-000330,BANK-C02-007,REF-C02-000330,bank_statement_match_candidate
BNK-C02-000331,E2E-C02-000000331,380.50,BRL,2026-03-11,Synthetic bank statement line REF-C02-000331,BANK-C02-008,REF-C02-000331,bank_statement_match_candidate
BNK-C02-000332,,359.91,BRL,2026-03-12,Synthetic bank statement line REF-C02-000332,BANK-C02-009,REF-C02-000332,missing_e2e_uses_reference_fallback
BNK-C02-000333,E2E-C02-000000333,-50.14,BRL,2026-03-13,Synthetic bank statement line REF-C02-000333,BANK-C02-001,REF-C02-000333,bank_statement_match_candidate
BNK-C02-000334,E2E-C02-000000334,275.41,BRL,2026-03-14,Synthetic bank statement line REF-C02-000334,BANK-C02-002,REF-C02-000334,bank_statement_match_candidate
BNK-C02-000335,E2E-C02-000000335,517.65,BRL,2026-03-15,Synthetic bank statement line REF-C02-000335,BANK-C02-003,REF-C02-000335,amount_mismatch_outside_tolerance
BNK-C02-000336,E2E-C02-000000336,535.35,USD,2026-02-02,Synthetic bank statement line REF-C02-000336,BANK-C02-004,REF-C02-000336,bank_statement_match_candidate
BNK-C02-000337,E2E-C02-000000337,651.57,BRL,2026-02-03,Synthetic bank statement line REF-C02-000337,BANK-C02-005,REF-C02-000337,bank_statement_match_candidate
BNK-C02-000338,E2E-C02-000000338,522.89,BRL,2026-02-04,Synthetic bank statement line REF-C02-000338,BANK-C02-006,REF-C02-000338,bank_statement_match_candidate
BNK-C02-000339,E2E-C02-000000339,312.52,BRL,2026-02-05,Synthetic bank statement line REF-C02-000339,BANK-C02-007,REF-C02-000339,bank_statement_match_candidate
BNK-C02-000340,E2E-C02-000000340,822.01,BRL,2026-02-06,Synthetic bank statement line REF-C02-000340,BANK-C02-008,REF-C02-000340,bank_statement_match_candidate
BNK-C02-000341,E2E-C02-000000341,760.55,BRL,2026-02-08,Synthetic bank statement line REF-C02-000341,BANK-C02-009,REF-C02-000341,bank_statement_match_candidate
BNK-C02-000342,E2E-C02-000000342,453.92,BRL,2026-02-08,Synthetic bank statement line REF-C02-000342,BANK-C02-001,REF-C02-000342,bank_statement_match_candidate
BNK-C02-000343,E2E-C02-000000343,20.98,BRL,2026-02-09,Synthetic bank statement line REF-C02-000343,BANK-C02-002,REF-C02-000343,bank_statement_match_candidate
BNK-C02-000344,E2E-C02-000000344,185.36,BRL,2026-02-10,Synthetic bank statement line REF-C02-000344,BANK-C02-003,REF-C02-000344,bank_statement_match_candidate
BNK-C02-000345,E2E-C02-000000345,941.93,BRL,2026-02-11,Synthetic bank statement line REF-C02-000345,BANK-C02-004,REF-C02-000345,bank_statement_match_candidate
BNK-C02-000346,E2E-C02-000000346,835.16,BRL,2026-02-12,Synthetic bank statement line REF-C02-000346,BANK-C02-005,REF-C02-000346,bank_statement_match_candidate
BNK-C02-000347,E2E-C02-000000347,367.94,BRL,2026-02-13,Synthetic bank statement line REF-C02-000347,BANK-C02-006,REF-C02-000347,bank_statement_match_candidate
BNK-C02-000348,E2E-C02-000000348,723.20,EUR,2026-02-14,Synthetic bank statement line REF-C02-000348,BANK-C02-007,REF-C02-000348,bank_statement_match_candidate
BNK-C02-000349,E2E-C02-000000349,932.45,BRL,2026-02-15,Synthetic bank statement line REF-C02-000349,BANK-C02-008,REF-C02-000349,bank_statement_match_candidate
BNK-C02-000350,E2E-C02-000000350,691.50,BRL,2026-02-16,Synthetic bank statement line REF-C02-000350,BANK-C02-009,REF-C02-000350,bank_statement_match_candidate
BNK-C02-000351,E2E-C02-000000351,864.55,BRL,2026-02-17,Synthetic bank statement line REF-C02-000351,BANK-C02-001,REF-C02-000351,bank_statement_match_candidate
BNK-C02-000352,E2E-C02-000000352,840.01,BRL,2026-02-19,Synthetic bank statement line REF-C02-000352,BANK-C02-002,REF-C02-000352,bank_statement_match_candidate
BNK-C02-000353,E2E-C02-000000353,543.26,BRL,2026-02-19,Synthetic bank statement line REF-C02-000353,BANK-C02-003,REF-C02-000353,bank_statement_match_candidate
BNK-C02-000354,E2E-C02-000000354,514.93,BRL,2026-02-20,Synthetic bank statement line REF-C02-000354,BANK-C02-004,REF-C02-000354,bank_statement_match_candidate
BNK-C02-000355,E2E-C02-000000355,688.99,BRL,2026-02-21,Synthetic bank statement line REF-C02-000355,BANK-C02-005,REF-C02-000355,bank_statement_match_candidate
BNK-C02-000356,E2E-C02-000000356,834.65,BRL,2026-02-22,Synthetic bank statement line REF-C02-000356,BANK-C02-006,REF-C02-000356,bank_statement_match_candidate
BNK-C02-000357,E2E-C02-000000357,62.03,BRL,2026-02-23,Synthetic bank statement line REF-C02-000357,BANK-C02-007,REF-C02-000357,bank_statement_match_candidate
BNK-C02-000358,E2E-C02-000000358,420.29,BRL,2026-02-24,Synthetic bank statement line REF-C02-000358,BANK-C02-008,REF-C02-000358,bank_statement_match_candidate
BNK-C02-000359,E2E-C02-000000359,273.01,BRL,2026-02-25,Synthetic bank statement line REF-C02-000359,BANK-C02-009,REF-C02-000359,bank_statement_match_candidate
BNK-C02-000360,E2E-C02-000000360,417.20,BRL,2026-02-26,Synthetic bank statement line REF-C02-000360,BANK-C02-001,REF-C02-000360,bank_statement_match_candidate
BNK-C02-000361,E2E-C02-000000361,830.18,BRL,2026-02-27,Synthetic bank statement line REF-C02-000361,BANK-C02-002,REF-C02-000361,bank_statement_match_candidate
BNK-C02-000362,E2E-C02-000000362,764.21,BRL,2026-02-28,Synthetic bank statement line REF-C02-000362,BANK-C02-003,REF-C02-000362,bank_statement_match_candidate
BNK-C02-000363,E2E-C02-000000363,852.48,BRL,2026-03-02,Synthetic bank statement line REF-C02-000363,BANK-C02-004,REF-C02-000363,bank_statement_match_candidate
BNK-C02-000364,E2E-C02-000000364,393.12,BRL,2026-03-02,Synthetic bank statement line REF-C02-000364,BANK-C02-005,REF-C02-000364,bank_statement_match_candidate
BNK-C02-000365,E2E-C02-000000365,543.38,BRL,2026-03-03,Synthetic bank statement line REF-C02-000365,BANK-C02-006,REF-C02-000365,bank_statement_match_candidate
BNK-C02-000366,E2E-C02-000000366,790.53,BRL,2026-03-04,Synthetic bank statement line REF-C02-000366,BANK-C02-007,REF-C02-000366,bank_statement_match_candidate
BNK-C02-000367,E2E-C02-000000367,923.79,BRL,2026-03-05,Synthetic bank statement line REF-C02-000367,BANK-C02-008,REF-C02-000367,bank_statement_match_candidate
BNK-C02-000368,E2E-C02-000000368,535.61,BRL,2026-03-06,Synthetic bank statement line REF-C02-000368,BANK-C02-009,REF-C02-000368,bank_statement_match_candidate
BNK-C02-000369,E2E-C02-000000369,736.01,BRL,2026-03-07,Synthetic bank statement line REF-C02-000369,BANK-C02-001,REF-C02-000369,amount_tolerance_candidate
BNK-C02-000370,E2E-C02-000000370,-35.35,BRL,2026-03-08,Synthetic bank statement line REF-C02-000370,BANK-C02-002,REF-C02-000370,bank_statement_match_candidate
BNK-C02-000371,E2E-C02-000000371,272.04,BRL,2026-03-09,Synthetic bank statement line REF-C02-000371,BANK-C02-003,REF-C02-000371,bank_statement_match_candidate
BNK-C02-000372,E2E-C02-000000372,597.05,USD,2026-03-10,Synthetic bank statement line REF-C02-000372,BANK-C02-004,REF-C02-000372,bank_statement_match_candidate
BNK-C02-000373,E2E-C02-000000373,198.85,BRL,2026-03-11,Synthetic bank statement line REF-C02-000373,BANK-C02-005,REF-C02-000373,bank_statement_match_candidate
BNK-C02-000374,E2E-C02-000000374,871.90,BRL,2026-03-13,Synthetic bank statement line REF-C02-000374,BANK-C02-006,REF-C02-000374,bank_statement_match_candidate
BNK-C02-000375,E2E-C02-000000375,691.77,BRL,2026-03-13,Synthetic bank statement line REF-C02-000375,BANK-C02-007,REF-C02-000375,bank_statement_match_candidate
BNK-C02-000376,E2E-C02-000000376,380.37,BRL,2026-03-14,Synthetic bank statement line REF-C02-000376,BANK-C02-008,REF-C02-000376,bank_statement_match_candidate
BNK-C02-000377,E2E-C02-000000377,646.01,BRL,2026-03-15,Synthetic bank statement line REF-C02-000377,BANK-C02-009,REF-C02-000377,bank_statement_match_candidate
BNK-C02-000378,E2E-C02-000000378,152.24,BRL,2026-02-02,Synthetic bank statement line REF-C02-000378,BANK-C02-001,REF-C02-000378,bank_statement_match_candidate
BNK-C02-000379,E2E-C02-000000379,389.37,BRL,2026-02-03,Synthetic bank statement line REF-C02-000379,BANK-C02-002,REF-C02-000379,bank_statement_match_candidate
BNK-C02-000380,E2E-C02-000000380,144.74,BRL,2026-02-04,Synthetic bank statement line REF-C02-000380,BANK-C02-003,REF-C02-000380,bank_statement_match_candidate
BNK-C02-000381,E2E-C02-000000381,569.48,BRL,2026-02-05,Synthetic bank statement line REF-C02-000381,BANK-C02-004,REF-C02-000381,bank_statement_match_candidate
BNK-C02-000382,E2E-C02-000000382,476.41,BRL,2026-02-06,Synthetic bank statement line REF-C02-000382,BANK-C02-005,REF-C02-000382,bank_statement_match_candidate
BNK-C02-000383,E2E-C02-000000383,945.08,BRL,2026-02-07,Synthetic bank statement line REF-C02-000383,BANK-C02-006,REF-C02-000383,bank_statement_match_candidate
BNK-C02-000384,E2E-C02-000000384,569.65,EUR,2026-02-08,Synthetic bank statement line REF-C02-000384,BANK-C02-007,REF-C02-000384,bank_statement_match_candidate
BNK-C02-000385,E2E-C02-000000385,662.94,BRL,2026-02-10,Synthetic bank statement line REF-C02-000385,BANK-C02-008,REF-C02-000385,bank_statement_match_candidate
BNK-C02-000386,E2E-C02-000000386,866.56,BRL,2026-02-10,Synthetic bank statement line REF-C02-000386,BANK-C02-009,REF-C02-000386,bank_statement_match_candidate
BNK-C02-000387,E2E-C02-000000387,749.29,BRL,2026-02-11,Synthetic bank statement line REF-C02-000387,BANK-C02-001,REF-C02-000387,bank_statement_match_candidate
BNK-C02-000388,E2E-C02-000000388,397.79,BRL,2026-02-12,Synthetic bank statement line REF-C02-000388,BANK-C02-002,REF-C02-000388,bank_statement_match_candidate
BNK-C02-000389,E2E-C02-000000389,775.59,BRL,2026-02-13,Synthetic bank statement line REF-C02-000389,BANK-C02-003,REF-C02-000389,bank_statement_match_candidate
BNK-C02-000390,E2E-C02-000000390,31.17,BRL,2026-02-14,Synthetic bank statement line REF-C02-000390,BANK-C02-004,REF-C02-000390,bank_statement_match_candidate
BNK-C02-000391,E2E-C02-000000391,208.14,BRL,2026-02-15,Synthetic bank statement line REF-C02-000391,BANK-C02-005,REF-C02-000391,bank_statement_match_candidate
BNK-C02-000392,E2E-C02-000000392,226.26,BRL,2026-02-16,Synthetic bank statement line REF-C02-000392,BANK-C02-006,REF-C02-000392,bank_statement_match_candidate
BNK-C02-000393,E2E-C02-000000393,403.59,BRL,2026-02-17,Synthetic bank statement line REF-C02-000393,BANK-C02-007,REF-C02-000393,bank_statement_match_candidate
BNK-C02-000394,E2E-C02-000000394,175.32,BRL,2026-02-18,Synthetic bank statement line REF-C02-000394,BANK-C02-008,REF-C02-000394,bank_statement_match_candidate
BNK-C02-000395,E2E-C02-000000395,770.37,BRL,2026-02-19,Synthetic bank statement line REF-C02-000395,BANK-C02-009,REF-C02-000395,bank_statement_match_candidate
BNK-C02-000396,E2E-C02-000000396,335.35,BRL,2026-02-21,Synthetic bank statement line REF-C02-000396,BANK-C02-001,REF-C02-000396,bank_statement_match_candidate
BNK-C02-000397,E2E-C02-000000397,668.37,BRL,2026-02-21,Synthetic bank statement line REF-C02-000397,BANK-C02-002,REF-C02-000397,bank_statement_match_candidate
BNK-C02-000398,E2E-C02-000000398,509.65,BRL,2026-02-22,Synthetic bank statement line REF-C02-000398,BANK-C02-003,REF-C02-000398,bank_statement_match_candidate
BNK-C02-000399,E2E-C02-000000399,114.31,BRL,2026-02-23,Synthetic bank statement line REF-C02-000399,BANK-C02-004,REF-C02-000399,bank_statement_match_candidate
BNK-C02-000400,E2E-C02-000000400,215.39,BRL,2026-02-24,Synthetic bank statement line REF-C02-000400,BANK-C02-005,REF-C02-000400,bank_statement_match_candidate
BNK-C02-000401,E2E-C02-000000401,473.50,BRL,2026-02-25,Synthetic bank statement line REF-C02-000401,BANK-C02-006,REF-C02-000401,bank_statement_match_candidate
BNK-C02-000402,E2E-C02-000000402,803.79,BRL,2026-02-26,Synthetic bank statement line REF-C02-000402,BANK-C02-007,REF-C02-000402,amount_mismatch_outside_tolerance
BNK-C02-000403,E2E-C02-000000403,707.52,BRL,2026-02-27,Synthetic bank statement line REF-C02-000403,BANK-C02-008,REF-C02-000403,bank_statement_match_candidate
BNK-C02-000404,E2E-C02-000000404,73.10,BRL,2026-02-28,Synthetic bank statement line REF-C02-000404,BANK-C02-009,REF-C02-000404,bank_statement_match_candidate
BNK-C02-000405,E2E-C02-000000405,572.20,BRL,2026-03-01,Synthetic bank statement line REF-C02-000405,BANK-C02-001,REF-C02-000405,bank_statement_match_candidate
BNK-C02-000406,E2E-C02-000000406,938.78,BRL,2026-03-02,Synthetic bank statement line REF-C02-000406,BANK-C02-002,REF-C02-000406,bank_statement_match_candidate
BNK-C02-000407,E2E-C02-000000407,-31.32,BRL,2026-03-04,Synthetic bank statement line REF-C02-000407,BANK-C02-003,REF-C02-000407,bank_statement_match_candidate
BNK-C02-000408,E2E-C02-000000408,449.60,USD,2026-03-04,Synthetic bank statement line REF-C02-000408,BANK-C02-004,REF-C02-000408,bank_statement_match_candidate
BNK-C02-000409,E2E-C02-000000409,825.19,BRL,2026-03-05,Synthetic bank statement line REF-C02-000409,BANK-C02-005,REF-C02-000409,bank_statement_match_candidate
BNK-C02-000410,E2E-C02-000000410,402.84,BRL,2026-03-06,Synthetic bank statement line REF-C02-000410,BANK-C02-006,REF-C02-000410,amount_tolerance_candidate
BNK-C02-000411,E2E-C02-000000411,473.11,BRL,2026-03-07,Synthetic bank statement line REF-C02-000411,BANK-C02-007,REF-C02-000411,bank_statement_match_candidate
BNK-C02-000412,E2E-C02-000000412,268.18,BRL,2026-03-08,Synthetic bank statement line REF-C02-000412,BANK-C02-008,REF-C02-000412,bank_statement_match_candidate
BNK-C02-000413,E2E-C02-000000413,32.45,BRL,2026-03-09,Synthetic bank statement line REF-C02-000413,BANK-C02-009,REF-C02-000413,bank_statement_match_candidate
BNK-C02-000414,E2E-C02-000000414,765.79,BRL,2026-03-10,Synthetic bank statement line REF-C02-000414,BANK-C02-001,REF-C02-000414,bank_statement_match_candidate
BNK-C02-000415,,816.22,BRL,2026-03-11,Synthetic bank statement line REF-C02-000415,BANK-C02-002,REF-C02-000415,missing_e2e_uses_reference_fallback
BNK-C02-000416,E2E-C02-000000416,762.05,BRL,2026-03-12,Synthetic bank statement line REF-C02-000416,BANK-C02-003,REF-C02-000416,bank_statement_match_candidate
BNK-C02-000417,E2E-C02-000000417,358.34,BRL,2026-03-13,Synthetic bank statement line REF-C02-000417,BANK-C02-004,REF-C02-000417,bank_statement_match_candidate
BNK-C02-000418,E2E-C02-000000418,143.29,BRL,2026-03-15,Synthetic bank statement line REF-C02-000418,BANK-C02-005,REF-C02-000418,bank_statement_match_candidate
BNK-C02-000419,E2E-C02-000000419,715.17,BRL,2026-03-15,Synthetic bank statement line REF-C02-000419,BANK-C02-006,REF-C02-000419,bank_statement_match_candidate
BNK-C02-000420,E2E-C02-000000420,117.35,EUR,2026-02-02,Synthetic bank statement line REF-C02-000420,BANK-C02-007,REF-C02-000420,bank_statement_match_candidate
BNK-C02-000421,E2E-C02-000000421,320.29,BRL,2026-02-03,Synthetic bank statement line REF-C02-000421,BANK-C02-008,REF-C02-000421,bank_statement_match_candidate
BNK-C02-000422,E2E-C02-000000422,725.37,BRL,2026-02-04,Synthetic bank statement line REF-C02-000422,BANK-C02-009,REF-C02-000422,bank_statement_match_candidate
BNK-C02-000423,E2E-C02-000000423,153.39,BRL,2026-02-05,Synthetic bank statement line REF-C02-000423,BANK-C02-001,REF-C02-000423,bank_statement_match_candidate
BNK-C02-000424,E2E-C02-000000424,941.68,BRL,2026-02-06,Synthetic bank statement line REF-C02-000424,BANK-C02-002,REF-C02-000424,bank_statement_match_candidate
BNK-C02-000425,E2E-C02-000000425,70.81,BRL,2026-02-07,Synthetic bank statement line REF-C02-000425,BANK-C02-003,REF-C02-000425,bank_statement_match_candidate
BNK-C02-000426,E2E-C02-000000426,945.23,BRL,2026-02-08,Synthetic bank statement line REF-C02-000426,BANK-C02-004,REF-C02-000426,bank_statement_match_candidate
BNK-C02-000427,E2E-C02-000000427,729.74,BRL,2026-02-09,Synthetic bank statement line REF-C02-000427,BANK-C02-005,REF-C02-000427,bank_statement_match_candidate
BNK-C02-000428,E2E-C02-000000428,332.29,BRL,2026-02-10,Synthetic bank statement line REF-C02-000428,BANK-C02-006,REF-C02-000428,bank_statement_match_candidate
BNK-C02-000429,E2E-C02-000000429,751.61,BRL,2026-02-12,Synthetic bank statement line REF-C02-000429,BANK-C02-007,REF-C02-000429,bank_statement_match_candidate
BNK-C02-000430,E2E-C02-000000430,352.89,BRL,2026-02-12,Synthetic bank statement line REF-C02-000430,BANK-C02-008,REF-C02-000430,bank_statement_match_candidate
BNK-C02-000431,E2E-C02-000000431,497.61,BRL,2026-02-13,Synthetic bank statement line REF-C02-000431,BANK-C02-009,REF-C02-000431,bank_statement_match_candidate
BNK-C02-000432,E2E-C02-000000432,283.27,BRL,2026-02-14,Synthetic bank statement line REF-C02-000432,BANK-C02-001,REF-C02-000432,bank_statement_match_candidate
BNK-C02-000433,E2E-C02-000000433,542.21,BRL,2026-02-15,Synthetic bank statement line REF-C02-000433,BANK-C02-002,REF-C02-000433,bank_statement_match_candidate
BNK-C02-000434,E2E-C02-000000434,859.35,BRL,2026-02-16,Synthetic bank statement line REF-C02-000434,BANK-C02-003,REF-C02-000434,bank_statement_match_candidate
BNK-C02-000435,E2E-C02-000000435,529.50,BRL,2026-02-17,Synthetic bank statement line REF-C02-000435,BANK-C02-004,REF-C02-000435,bank_statement_match_candidate
BNK-C02-000436,E2E-C02-000000436,254.39,BRL,2026-02-18,Synthetic bank statement line REF-C02-000436,BANK-C02-005,REF-C02-000436,bank_statement_match_candidate
BNK-C02-000437,E2E-C02-000000437,726.37,BRL,2026-02-19,Synthetic bank statement line REF-C02-000437,BANK-C02-006,REF-C02-000437,bank_statement_match_candidate
BNK-C02-000438,E2E-C02-000000438,742.89,BRL,2026-02-20,Synthetic bank statement line REF-C02-000438,BANK-C02-007,REF-C02-000438,bank_statement_match_candidate
BNK-C02-000439,E2E-C02-000000439,853.70,BRL,2026-02-21,Synthetic bank statement line REF-C02-000439,BANK-C02-008,REF-C02-000439,bank_statement_match_candidate
BNK-C02-000440,E2E-C02-000000440,596.71,BRL,2026-02-23,Synthetic bank statement line REF-C02-000440,BANK-C02-009,REF-C02-000440,bank_statement_match_candidate
BNK-C02-000441,E2E-C02-000000441,586.10,BRL,2026-02-23,Synthetic bank statement line REF-C02-000441,BANK-C02-001,REF-C02-000441,bank_statement_match_candidate
BNK-C02-000442,E2E-C02-000000442,852.42,BRL,2026-02-24,Synthetic bank statement line REF-C02-000442,BANK-C02-002,REF-C02-000442,bank_statement_match_candidate
BNK-C02-000443,E2E-C02-000000443,587.18,BRL,2026-02-25,Synthetic bank statement line REF-C02-000443,BANK-C02-003,REF-C02-000443,bank_statement_match_candidate
BNK-C02-000444,E2E-C02-000000444,-25.26,USD,2026-02-26,Synthetic bank statement line REF-C02-000444,BANK-C02-004,REF-C02-000444,bank_statement_match_candidate
BNK-C02-000445,E2E-C02-000000445,933.95,BRL,2026-02-27,Synthetic bank statement line REF-C02-000445,BANK-C02-005,REF-C02-000445,bank_statement_match_candidate
BNK-C02-000446,E2E-C02-000000446,662.41,BRL,2026-02-28,Synthetic bank statement line REF-C02-000446,BANK-C02-006,REF-C02-000446,bank_statement_match_candidate
BNK-C02-000447,E2E-C02-000000447,204.49,BRL,2026-03-01,Synthetic bank statement line REF-C02-000447,BANK-C02-007,REF-C02-000447,bank_statement_match_candidate
BNK-C02-000448,E2E-C02-000000448,491.43,BRL,2026-03-02,Synthetic bank statement line REF-C02-000448,BANK-C02-008,REF-C02-000448,bank_statement_match_candidate
BNK-C02-000449,E2E-C02-000000449,555.37,BRL,2026-03-03,Synthetic bank statement line REF-C02-000449,BANK-C02-009,REF-C02-000449,bank_statement_match_candidate
BNK-C02-000450,E2E-C02-000000450,825.60,BRL,2026-03-04,Synthetic bank statement line REF-C02-000450,BANK-C02-001,REF-C02-000450,bank_statement_match_candidate
BNK-C02-000451,E2E-C02-000000451,610.02,BRL,2026-03-06,Synthetic bank statement line REF-C02-000451,BANK-C02-002,REF-C02-000451,amount_tolerance_candidate
BNK-C02-000452,E2E-C02-000000452,209.75,BRL,2026-03-06,Synthetic bank statement line REF-C02-000452,BANK-C02-003,REF-C02-000452,bank_statement_match_candidate
BNK-C02-000453,E2E-C02-000000453,809.25,BRL,2026-03-07,Synthetic bank statement line REF-C02-000453,BANK-C02-004,REF-C02-000453,bank_statement_match_candidate
BNK-C02-000454,E2E-C02-000000454,388.66,BRL,2026-03-08,Synthetic bank statement line REF-C02-000454,BANK-C02-005,REF-C02-000454,bank_statement_match_candidate
BNK-C02-000455,E2E-C02-000000455,550.00,BRL,2026-03-09,Synthetic bank statement line REF-C02-000455,BANK-C02-006,REF-C02-000455,bank_statement_match_candidate
BNK-C02-000456,E2E-C02-000000456,912.83,EUR,2026-03-10,Synthetic bank statement line REF-C02-000456,BANK-C02-007,REF-C02-000456,bank_statement_match_candidate
BNK-C02-000457,E2E-C02-000000457,949.95,BRL,2026-03-11,Synthetic bank statement line REF-C02-000457,BANK-C02-008,REF-C02-000457,bank_statement_match_candidate
BNK-C02-000458,E2E-C02-000000458,147.04,BRL,2026-03-12,Synthetic bank statement line REF-C02-000458,BANK-C02-009,REF-C02-000458,bank_statement_match_candidate
BNK-C02-000459,E2E-C02-000000459,707.78,BRL,2026-03-13,Synthetic bank statement line REF-C02-000459,BANK-C02-001,REF-C02-000459,bank_statement_match_candidate
BNK-C02-000460,E2E-C02-000000460,616.30,BRL,2026-03-14,Synthetic bank statement line REF-C02-000460,BANK-C02-002,REF-C02-000460,bank_statement_match_candidate
BNK-C02-000461,E2E-C02-000000461,111.75,BRL,2026-03-15,Synthetic bank statement line REF-C02-000461,BANK-C02-003,REF-C02-000461,bank_statement_match_candidate
BNK-C02-000462,E2E-C02-000000462,471.10,BRL,2026-02-03,Synthetic bank statement line REF-C02-000462,BANK-C02-004,REF-C02-000462,bank_statement_match_candidate
BNK-C02-000463,E2E-C02-000000463,665.83,BRL,2026-02-03,Synthetic bank statement line REF-C02-000463,BANK-C02-005,REF-C02-000463,bank_statement_match_candidate
BNK-C02-000464,E2E-C02-000000464,866.96,BRL,2026-02-04,Synthetic bank statement line REF-C02-000464,BANK-C02-006,REF-C02-000464,bank_statement_match_candidate
BNK-C02-000465,E2E-C02-000000465,536.51,BRL,2026-02-05,Synthetic bank statement line REF-C02-000465,BANK-C02-007,REF-C02-000465,bank_statement_match_candidate
BNK-C02-000466,E2E-C02-000000466,97.70,BRL,2026-02-06,Synthetic bank statement line REF-C02-000466,BANK-C02-008,REF-C02-000466,bank_statement_match_candidate
BNK-C02-000467,E2E-C02-000000467,620.96,BRL,2026-02-07,Synthetic bank statement line REF-C02-000467,BANK-C02-009,REF-C02-000467,bank_statement_match_candidate
BNK-C02-000468,E2E-C02-000000468,488.48,BRL,2026-02-08,Synthetic bank statement line REF-C02-000468,BANK-C02-001,REF-C02-000468,bank_statement_match_candidate
BNK-C02-000469,E2E-C02-000000469,372.86,BRL,2026-02-09,Synthetic bank statement line REF-C02-000469,BANK-C02-002,REF-C02-000469,amount_mismatch_outside_tolerance
BNK-C02-000470,E2E-C02-000000470,689.88,BRL,2026-02-10,Synthetic bank statement line REF-C02-000470,BANK-C02-003,REF-C02-000470,bank_statement_match_candidate
BNK-C02-000471,E2E-C02-000000471,650.47,BRL,2026-02-11,Synthetic bank statement line REF-C02-000471,BANK-C02-004,REF-C02-000471,bank_statement_match_candidate
BNK-C02-000472,E2E-C02-000000472,420.80,BRL,2026-02-12,Synthetic bank statement line REF-C02-000472,BANK-C02-005,REF-C02-000472,bank_statement_match_candidate
BNK-C02-000473,E2E-C02-000000473,174.44,BRL,2026-02-14,Synthetic bank statement line REF-C02-000473,BANK-C02-006,REF-C02-000473,bank_statement_match_candidate
BNK-C02-000474,E2E-C02-000000474,629.27,BRL,2026-02-14,Synthetic bank statement line REF-C02-000474,BANK-C02-007,REF-C02-000474,bank_statement_match_candidate
BNK-C02-000475,E2E-C02-000000475,735.85,BRL,2026-02-15,Synthetic bank statement line REF-C02-000475,BANK-C02-008,REF-C02-000475,bank_statement_match_candidate
BNK-C02-000476,E2E-C02-000000476,455.37,BRL,2026-02-16,Synthetic bank statement line REF-C02-000476,BANK-C02-009,REF-C02-000476,bank_statement_match_candidate
BNK-C02-000477,E2E-C02-000000477,521.01,BRL,2026-02-17,Synthetic bank statement line REF-C02-000477,BANK-C02-001,REF-C02-000477,bank_statement_match_candidate
BNK-C02-000478,E2E-C02-000000478,281.32,BRL,2026-02-18,Synthetic bank statement line REF-C02-000478,BANK-C02-002,REF-C02-000478,bank_statement_match_candidate
BNK-C02-000479,E2E-C02-000000479,741.41,BRL,2026-02-19,Synthetic bank statement line REF-C02-000479,BANK-C02-003,REF-C02-000479,bank_statement_match_candidate
BNK-C02-000480,E2E-C02-000000480,329.62,USD,2026-02-20,Synthetic bank statement line REF-C02-000480,BANK-C02-004,REF-C02-000480,bank_statement_match_candidate
BNK-C02-000481,E2E-C02-000000481,-38.20,BRL,2026-02-21,Synthetic bank statement line REF-C02-000481,BANK-C02-005,REF-C02-000481,bank_statement_match_candidate
BNK-C02-000482,E2E-C02-000000482,656.51,BRL,2026-02-22,Synthetic bank statement line REF-C02-000482,BANK-C02-006,REF-C02-000482,bank_statement_match_candidate
BNK-C02-000483,E2E-C02-000000483,344.43,BRL,2026-02-23,Synthetic bank statement line REF-C02-000483,BANK-C02-007,REF-C02-000483,bank_statement_match_candidate
BNK-C02-000484,E2E-C02-000000484,900.49,BRL,2026-02-25,Synthetic bank statement line REF-C02-000484,BANK-C02-008,REF-C02-000484,bank_statement_match_candidate
BNK-C02-000485,E2E-C02-000000485,81.08,BRL,2026-02-25,Synthetic bank statement line REF-C02-000485,BANK-C02-009,REF-C02-000485,bank_statement_match_candidate
BNK-C02-000486,E2E-C02-000000486,419.80,BRL,2026-02-26,Synthetic bank statement line REF-C02-000486,BANK-C02-001,REF-C02-000486,bank_statement_match_candidate
BNK-C02-000487,E2E-C02-000000487,543.80,BRL,2026-02-27,Synthetic bank statement line REF-C02-000487,BANK-C02-002,REF-C02-000487,bank_statement_match_candidate
BNK-C02-000488,E2E-C02-000000488,381.42,BRL,2026-02-28,Synthetic bank statement line REF-C02-000488,BANK-C02-003,REF-C02-000488,bank_statement_match_candidate
BNK-C02-000489,E2E-C02-000000489,477.39,BRL,2026-03-01,Synthetic bank statement line REF-C02-000489,BANK-C02-004,REF-C02-000489,bank_statement_match_candidate
BNK-C02-000490,E2E-C02-000000490,420.11,BRL,2026-03-02,Synthetic bank statement line REF-C02-000490,BANK-C02-005,REF-C02-000490,bank_statement_match_candidate
BNK-C02-000491,E2E-C02-000000491,265.69,BRL,2026-03-03,Synthetic bank statement line REF-C02-000491,BANK-C02-006,REF-C02-000491,bank_statement_match_candidate
