bank_tx_id,reference,amount,currency,booking_date,description,customer_ref,scenario
BANK-C04-000386,REF-C04-000386,1296.00,BRL,2026-04-28,Synthetic bank transfer REF-C04-000386,CUST-C04-0047,bank_match_candidate
BANK-C04-000387,REF-C04-000387,-67.64,BRL,2026-04-29,Synthetic bank transfer REF-C04-000387,CUST-C04-0058,bank_match_candidate
BANK-C04-000388,,1075.93,BRL,2026-04-30,Synthetic bank transfer REF-C04-000388,CUST-C04-0069,missing_bank_reference
BANK-C04-000389,REF-C04-000389,33.84,BRL,2026-05-01,Synthetic bank transfer REF-C04-000389,CUST-C04-0080,bank_match_candidate
BANK-C04-000390,REF-C04-000390,1023.78,BRL,2026-05-02,Synthetic bank transfer REF-C04-000390,CUST-C04-0091,bank_match_candidate
BANK-C04-000391,REF-C04-000391,135.46,BRL,2026-05-03,Synthetic bank transfer REF-C04-000391,CUST-C04-0102,bank_match_candidate
BANK-C04-000392,REF-C04-000392,564.07,BRL,2026-04-06,Synthetic bank transfer REF-C04-000392,CUST-C04-0113,bank_match_candidate
BANK-C04-000393,REF-C04-000393,1085.28,BRL,2026-04-07,Synthetic bank transfer REF-C04-000393,CUST-C04-0124,bank_match_candidate
BANK-C04-000394,REF-C04-000394,1110.21,BRL,2026-04-08,Synthetic bank transfer REF-C04-000394,CUST-C04-0135,bank_match_candidate
BANK-C04-000395,REF-C04-000395,58.63,BRL,2026-04-09,Synthetic bank transfer REF-C04-000395,CUST-C04-0146,bank_match_candidate
BANK-C04-000396,REF-C04-000396,838.82,BRL,2026-04-10,Synthetic bank transfer REF-C04-000396,CUST-C04-0157,bank_match_candidate
BANK-C04-000397,REF-C04-000397,566.66,BRL,2026-04-11,Synthetic bank transfer REF-C04-000397,CUST-C04-0168,bank_match_candidate
BANK-C04-000398,REF-C04-000398,549.90,BRL,2026-04-12,Synthetic bank transfer REF-C04-000398,CUST-C04-0179,bank_match_candidate
BANK-C04-000399,REF-C04-000399,919.27,BRL,2026-04-13,Synthetic bank transfer REF-C04-000399,CUST-C04-0190,bank_match_candidate
BANK-C04-000400,REF-C04-000400,1280.12,BRL,2026-04-14,Synthetic bank transfer REF-C04-000400,CUST-C04-0201,bank_match_candidate
BANK-C04-000401,REF-C04-000401,423.07,BRL,2026-04-15,Synthetic bank transfer REF-C04-000401,CUST-C04-0212,bank_match_candidate
BANK-C04-000402,REF-C04-000402,260.08,BRL,2026-04-16,Synthetic bank transfer REF-C04-000402,CUST-C04-0223,bank_match_candidate
BANK-C04-000403,REF-C04-000403,1219.75,BRL,2026-04-17,Synthetic bank transfer REF-C04-000403,CUST-C04-0234,bank_match_candidate
BANK-C04-000404,REF-C04-000404,1067.61,BRL,2026-04-18,Synthetic bank transfer REF-C04-000404,CUST-C04-0245,bank_match_candidate
BANK-C04-000405,REF-C04-000405,1019.05,BRL,2026-04-19,Synthetic bank transfer REF-C04-000405,CUST-C04-0256,bank_match_candidate
BANK-C04-000406,REF-C04-000406,668.94,BRL,2026-04-20,Synthetic bank transfer REF-C04-000406,CUST-C04-0267,bank_match_candidate
BANK-C04-000407,REF-C04-000407,319.20,BRL,2026-04-21,Synthetic bank transfer REF-C04-000407,CUST-C04-0278,bank_match_candidate
BANK-C04-000408,REF-C04-000408,990.08,USD,2026-04-22,Synthetic bank transfer REF-C04-000408,CUST-C04-0289,bank_match_candidate
BANK-C04-000409,REF-C04-000409,105.76,BRL,2026-04-23,Synthetic bank transfer REF-C04-000409,CUST-C04-0300,bank_match_candidate
BANK-C04-000410,REF-C04-000410,312.82,BRL,2026-04-24,Synthetic bank transfer REF-C04-000410,CUST-C04-0311,bank_match_candidate
BANK-C04-000411,REF-C04-000411,615.75,BRL,2026-04-25,Synthetic bank transfer REF-C04-000411,CUST-C04-0322,bank_match_candidate
BANK-C04-000412,REF-C04-000412,51.70,BRL,2026-04-26,Synthetic bank transfer REF-C04-000412,CUST-C04-0333,bank_match_candidate
BANK-C04-000413,REF-C04-000413,235.29,BRL,2026-04-27,Synthetic bank transfer REF-C04-000413,CUST-C04-0344,amount_mismatch_manual_review
BANK-C04-000414,REF-C04-000414,862.73,BRL,2026-04-28,Synthetic bank transfer REF-C04-000414,CUST-C04-0355,bank_match_candidate
BANK-C04-000415,REF-C04-000415,1173.85,BRL,2026-04-29,Synthetic bank transfer REF-C04-000415,CUST-C04-0366,bank_match_candidate
BANK-C04-000416,REF-C04-000416,1108.18,BRL,2026-04-30,Synthetic bank transfer REF-C04-000416,CUST-C04-0377,bank_match_candidate
BANK-C04-000417,REF-C04-000417,103.61,BRL,2026-05-01,Synthetic bank transfer REF-C04-000417,CUST-C04-0388,bank_match_candidate
BANK-C04-000418,REF-C04-000418,1067.69,BRL,2026-05-02,Synthetic bank transfer REF-C04-000418,CUST-C04-0399,bank_match_candidate
BANK-C04-000419,REF-C04-000419,944.30,BRL,2026-05-03,Synthetic bank transfer REF-C04-000419,CUST-C04-0410,bank_match_candidate
BANK-C04-000420,REF-C04-000420,552.28,EUR,2026-04-06,Synthetic bank transfer REF-C04-000420,CUST-C04-0421,bank_match_candidate
BANK-C04-000421,REF-C04-000421,1015.20,BRL,2026-04-07,Synthetic bank transfer REF-C04-000421,CUST-C04-0432,bank_match_candidate
BANK-C04-000422,REF-C04-000422,828.95,BRL,2026-04-08,Synthetic bank transfer REF-C04-000422,CUST-C04-0443,bank_match_candidate
BANK-C04-000423,REF-C04-000423,973.94,BRL,2026-04-09,Synthetic bank transfer REF-C04-000423,CUST-C04-0454,small_tolerance_candidate
BANK-C04-000424,REF-C04-000424,272.61,BRL,2026-04-10,Synthetic bank transfer REF-C04-000424,CUST-C04-0465,bank_match_candidate
BANK-C04-000425,REF-C04-000425,581.12,BRL,2026-04-11,Synthetic bank transfer REF-C04-000425,CUST-C04-0476,bank_match_candidate
BANK-C04-000426,REF-C04-000426,794.39,BRL,2026-04-12,Synthetic bank trasnfer REF-C04-000426,CUST-C04-0487,near_match_description_typo
BANK-C04-000427,REF-C04-000427,1272.47,BRL,2026-04-15,Synthetic bank transfer REF-C04-000427,CUST-C04-0498,bank_match_candidate
BANK-C04-000428,REF-C04-000428,838.15,BRL,2026-04-14,Synthetic bank transfer REF-C04-000428,CUST-C04-0509,bank_match_candidate
BANK-C04-000429,REF-C04-000429,1199.70,BRL,2026-04-15,Synthetic bank transfer REF-C04-000429,CUST-C04-0520,bank_match_candidate
BANK-C04-000430,REF-C04-000430,-99.81,BRL,2026-04-16,Synthetic bank transfer REF-C04-000430,CUST-C04-0531,bank_match_candidate
BANK-C04-000431,REF-C04-000431,796.01,BRL,2026-04-17,Synthetic bank transfer REF-C04-000431,CUST-C04-0542,bank_match_candidate
BANK-C04-000432,REF-C04-000432,1025.11,BRL,2026-04-18,Synthetic bank transfer REF-C04-000432,CUST-C04-0553,bank_match_candidate
BANK-C04-000433,REF-C04-000433,484.71,BRL,2026-04-19,Synthetic bank transfer REF-C04-000433,CUST-C04-0564,bank_match_candidate
BANK-C04-000434,REF-C04-000434,218.18,BRL,2026-04-20,Synthetic bank transfer REF-C04-000434,CUST-C04-0575,bank_match_candidate
BANK-C04-000435,REF-C04-000435,1041.87,BRL,2026-04-21,Synthetic bank transfer REF-C04-000435,CUST-C04-0586,bank_match_candidate
BANK-C04-000436,REF-C04-000436,826.47,BRL,2026-04-22,Synthetic bank transfer REF-C04-000436,CUST-C04-0597,bank_match_candidate
BANK-C04-000437,REF-C04-000437,561.28,BRL,2026-04-23,Synthetic bank transfer REF-C04-000437,CUST-C04-0608,bank_match_candidate
BANK-C04-000438,REF-C04-000438,426.76,BRL,2026-04-24,Synthetic bank transfer REF-C04-000438,CUST-C04-0619,bank_match_candidate
BANK-C04-000439,REF-C04-000439,367.20,BRL,2026-04-25,Synthetic bank transfer REF-C04-000439,CUST-C04-0630,bank_match_candidate
BANK-C04-000440,REF-C04-000440,824.54,BRL,2026-04-26,Synthetic bank transfer REF-C04-000440,CUST-C04-0641,bank_match_candidate
BANK-C04-000441,REF-C04-000441,348.13,BRL,2026-04-27,Synthetic bank transfer REF-C04-000441,CUST-C04-0652,bank_match_candidate
BANK-C04-000442,REF-C04-000442,193.63,BRL,2026-04-28,Synthetic bank transfer REF-C04-000442,CUST-C04-0663,bank_match_candidate
BANK-C04-000443,REF-C04-000443,409.96,BRL,2026-04-29,Synthetic bank transfer REF-C04-000443,CUST-C04-0674,bank_match_candidate
BANK-C04-000444,REF-C04-000444,915.20,USD,2026-04-30,Synthetic bank transfer REF-C04-000444,CUST-C04-0685,bank_match_candidate
BANK-C04-000445,REF-C04-000445,279.64,BRL,2026-05-01,Synthetic bank transfer REF-C04-000445,CUST-C04-0696,bank_match_candidate
BANK-C04-000446,REF-C04-000446,892.01,BRL,2026-05-02,Synthetic bank transfer REF-C04-000446,CUST-C04-0007,bank_match_candidate
BANK-C04-000447,REF-C04-000447,837.90,BRL,2026-05-03,Synthetic bank transfer REF-C04-000447,CUST-C04-0018,bank_match_candidate
BANK-C04-000448,REF-C04-000448,875.22,BRL,2026-04-06,Synthetic bank transfer REF-C04-000448,CUST-C04-0029,bank_match_candidate
BANK-C04-000449,REF-C04-000449,232.70,BRL,2026-04-07,Synthetic bank transfer REF-C04-000449,CUST-C04-0040,bank_match_candidate
BANK-C04-000450,REF-C04-000450,339.21,BRL,2026-04-08,Synthetic bank transfer REF-C04-000450,CUST-C04-0051,bank_match_candidate
BANK-C04-000451,REF-C04-000451,171.25,BRL,2026-04-09,Synthetic bank transfer REF-C04-000451,CUST-C04-0062,bank_match_candidate
BANK-C04-000452,REF-C04-000452,204.38,BRL,2026-04-10,Synthetic bank transfer REF-C04-000452,CUST-C04-0073,bank_match_candidate
BANK-C04-000453,REF-C04-000453,969.50,BRL,2026-04-11,Synthetic bank transfer REF-C04-000453,CUST-C04-0084,bank_match_candidate
BANK-C04-000454,REF-C04-000454,232.54,BRL,2026-04-12,Synthetic bank transfer REF-C04-000454,CUST-C04-0095,bank_match_candidate
BANK-C04-000455,REF-C04-000455,973.73,BRL,2026-04-13,Synthetic bank transfer REF-C04-000455,CUST-C04-0106,bank_match_candidate
BANK-C04-000456,REF-C04-000456,567.39,EUR,2026-04-14,Synthetic bank transfer REF-C04-000456,CUST-C04-0117,bank_match_candidate
BANK-C04-000457,REF-C04-000457,1219.38,BRL,2026-04-15,Synthetic bank transfer REF-C04-000457,CUST-C04-0128,bank_match_candidate
BANK-C04-000458,REF-C04-000458,1250.42,BRL,2026-04-16,Synthetic bank transfer REF-C04-000458,CUST-C04-0139,bank_match_candidate
BANK-C04-000459,REF-C04-000459,229.87,BRL,2026-04-17,Synthetic bank transfer REF-C04-000459,CUST-C04-0150,bank_match_candidate
BANK-C04-000460,REF-C04-000460,1085.31,BRL,2026-04-18,Synthetic bank transfer REF-C04-000460,CUST-C04-0161,bank_match_candidate
BANK-C04-000461,REF-C04-000461,1134.42,BRL,2026-04-19,Synthetic bank transfer REF-C04-000461,CUST-C04-0172,bank_match_candidate
BANK-C04-000462,REF-C04-000462,81.14,BRL,2026-04-20,Synthetic bank transfer REF-C04-000462,CUST-C04-0183,bank_match_candidate
BANK-C04-000463,REF-C04-000463,726.74,BRL,2026-04-21,Synthetic bank transfer REF-C04-000463,CUST-C04-0194,bank_match_candidate
BANK-C04-000464,REF-C04-000464,994.32,BRL,2026-04-22,Synthetic bank transfer REF-C04-000464,CUST-C04-0205,bank_match_candidate
BANK-C04-000465,REF-C04-000465,439.65,BRL,2026-04-23,Synthetic bank transfer REF-C04-000465,CUST-C04-0216,bank_match_candidate
BANK-C04-000466,REF-C04-000466,735.34,BRL,2026-04-24,Synthetic bank transfer REF-C04-000466,CUST-C04-0227,bank_match_candidate
BANK-C04-000467,REF-C04-000467,1294.21,BRL,2026-04-25,Synthetic bank transfer REF-C04-000467,CUST-C04-0238,bank_match_candidate
BANK-C04-000468,REF-C04-000468,242.07,BRL,2026-04-26,Synthetic bank transfer REF-C04-000468,CUST-C04-0249,bank_match_candidate
BANK-C04-000469,REF-C04-000469,399.08,BRL,2026-04-27,Synthetic bank transfer REF-C04-000469,CUST-C04-0260,bank_match_candidate
BANK-C04-000470,REF-C04-000470,748.75,BRL,2026-04-28,Synthetic bank transfer REF-C04-000470,CUST-C04-0271,small_tolerance_candidate
BANK-C04-000471,REF-C04-000471,782.71,BRL,2026-04-29,Synthetic bank transfer REF-C04-000471,CUST-C04-0282,bank_match_candidate
BANK-C04-000472,REF-C04-000472,477.18,BRL,2026-04-30,Synthetic bank transfer REF-C04-000472,CUST-C04-0293,amount_mismatch_manual_review
BANK-C04-000473,REF-C04-000473,-40.44,BRL,2026-05-01,Synthetic bank transfer REF-C04-000473,CUST-C04-0304,bank_match_candidate
BANK-C04-000474,REF-C04-000474,901.85,BRL,2026-05-02,Synthetic bank transfer REF-C04-000474,CUST-C04-0315,bank_match_candidate
BANK-C04-000475,REF-C04-000475,836.99,BRL,2026-05-03,Synthetic bank transfer REF-C04-000475,CUST-C04-0326,bank_match_candidate
BANK-C04-000476,REF-C04-000476,53.95,BRL,2026-04-06,Synthetic bank transfer REF-C04-000476,CUST-C04-0337,bank_match_candidate
BANK-C04-000477,REF-C04-000477,397.88,BRL,2026-04-07,Synthetic bank transfer REF-C04-000477,CUST-C04-0348,bank_match_candidate
BANK-C04-000478,REF-C04-000478,387.01,BRL,2026-04-08,Synthetic bank transfer REF-C04-000478,CUST-C04-0359,bank_match_candidate
BANK-C04-000479,REF-C04-000479,110.69,BRL,2026-04-09,Synthetic bank transfer REF-C04-000479,CUST-C04-0370,bank_match_candidate
BANK-C04-000480,REF-C04-000480,866.42,USD,2026-04-10,Synthetic bank transfer REF-C04-000480,CUST-C04-0381,bank_match_candidate
BANK-C04-000481,REF-C04-000481,746.99,BRL,2026-04-11,Synthetic bank transfer REF-C04-000481,CUST-C04-0392,bank_match_candidate
BANK-C04-000482,REF-C04-000482,26.59,BRL,2026-04-12,Synthetic bank transfer REF-C04-000482,CUST-C04-0403,bank_match_candidate
BANK-C04-000483,REF-C04-000483,57.35,BRL,2026-04-13,Synthetic bank transfer REF-C04-000483,CUST-C04-0414,bank_match_candidate
BANK-C04-000484,REF-C04-000484,1285.39,BRL,2026-04-14,Synthetic bank transfer REF-C04-000484,CUST-C04-0425,bank_match_candidate
BANK-C04-000485,,1095.08,BRL,2026-04-15,Synthetic bank transfer REF-C04-000485,CUST-C04-0436,missing_bank_reference
BANK-C04-000486,REF-C04-000486,631.82,BRL,2026-04-16,Synthetic bank transfer REF-C04-000486,CUST-C04-0447,bank_match_candidate
BANK-C04-000487,REF-C04-000487,680.13,BRL,2026-04-17,Synthetic bank transfer REF-C04-000487,CUST-C04-0458,bank_match_candidate
BANK-C04-000488,REF-C04-000488,966.84,BRL,2026-04-20,Synthetic bank transfer REF-C04-000488,CUST-C04-0469,bank_match_candidate
BANK-C04-000489,REF-C04-000489,438.78,BRL,2026-04-19,Synthetic bank transfer REF-C04-000489,CUST-C04-0480,bank_match_candidate
BANK-C04-000490,REF-C04-000490,540.22,BRL,2026-04-20,Synthetic bank transfer REF-C04-000490,CUST-C04-0491,bank_match_candidate
BANK-C04-000491,REF-C04-000491,689.67,BRL,2026-04-21,Synthetic bank transfer REF-C04-000491,CUST-C04-0502,bank_match_candidate
BANK-C04-000492,REF-C04-000492,934.09,EUR,2026-04-22,Synthetic bank transfer REF-C04-000492,CUST-C04-0513,bank_match_candidate
BANK-C04-000493,REF-C04-000493,1260.95,BRL,2026-04-23,Synthetic bank transfer REF-C04-000493,CUST-C04-0524,bank_match_candidate
BANK-C04-000494,REF-C04-000494,575.58,BRL,2026-04-24,Synthetic bank transfer REF-C04-000494,CUST-C04-0535,bank_match_candidate
BANK-C04-000495,REF-C04-000495,949.93,BRL,2026-04-25,Synthetic bank transfer REF-C04-000495,CUST-C04-0546,bank_match_candidate
BANK-C04-000496,REF-C04-000496,987.79,BRL,2026-04-26,Synthetic bank transfer REF-C04-000496,CUST-C04-0557,bank_match_candidate
BANK-C04-000497,REF-C04-000497,211.36,BRL,2026-04-27,Synthetic bank trasnfer REF-C04-000497,CUST-C04-0568,near_match_description_typo
BANK-C04-000498,REF-C04-000498,953.00,BRL,2026-04-28,Synthetic bank transfer REF-C04-000498,CUST-C04-0579,bank_match_candidate
BANK-C04-000499,REF-C04-000499,1148.01,BRL,2026-04-29,Synthetic bank transfer REF-C04-000499,CUST-C04-0590,bank_match_candidate
BANK-C04-000500,REF-C04-000500,348.68,BRL,2026-04-30,Synthetic bank transfer REF-C04-000500,CUST-C04-0601,bank_match_candidate
BANK-C04-000501,REF-C04-000501,123.19,BRL,2026-05-01,Synthetic bank transfer REF-C04-000501,CUST-C04-0612,bank_match_candidate
BANK-C04-000502,REF-C04-000502,1072.57,BRL,2026-05-02,Synthetic bank transfer REF-C04-000502,CUST-C04-0623,bank_match_candidate
BANK-C04-000503,REF-C04-000503,742.90,BRL,2026-05-03,Synthetic bank transfer REF-C04-000503,CUST-C04-0634,bank_match_candidate
BANK-C04-000504,REF-C04-000504,187.59,BRL,2026-04-06,Synthetic bank transfer REF-C04-000504,CUST-C04-0645,bank_match_candidate
BANK-C04-000505,REF-C04-000505,78.14,BRL,2026-04-07,Synthetic bank transfer REF-C04-000505,CUST-C04-0656,bank_match_candidate
BANK-C04-000506,REF-C04-000506,269.46,BRL,2026-04-08,Synthetic bank transfer REF-C04-000506,CUST-C04-0667,bank_match_candidate
BANK-C04-000507,REF-C04-000507,1003.98,BRL,2026-04-09,Synthetic bank transfer REF-C04-000507,CUST-C04-0678,bank_match_candidate
BANK-C04-000508,REF-C04-000508,811.99,BRL,2026-04-10,Synthetic bank transfer REF-C04-000508,CUST-C04-0689,bank_match_candidate
BANK-C04-000509,REF-C04-000509,782.42,BRL,2026-04-11,Synthetic bank transfer REF-C04-000509,CUST-C04-0700,bank_match_candidate
BANK-C04-000510,REF-C04-000510,532.36,BRL,2026-04-12,Synthetic bank transfer REF-C04-000510,CUST-C04-0011,bank_match_candidate
BANK-C04-000511,REF-C04-000511,859.32,BRL,2026-04-13,Synthetic bank transfer REF-C04-000511,CUST-C04-0022,bank_match_candidate
BANK-C04-000512,REF-C04-000512,1247.22,BRL,2026-04-14,Synthetic bank transfer REF-C04-000512,CUST-C04-0033,bank_match_candidate
BANK-C04-000513,REF-C04-000513,1069.13,BRL,2026-04-15,Synthetic bank transfer REF-C04-000513,CUST-C04-0044,bank_match_candidate
BANK-C04-000514,REF-C04-000514,1020.63,BRL,2026-04-16,Synthetic bank transfer REF-C04-000514,CUST-C04-0055,bank_match_candidate
BANK-C04-000515,REF-C04-000515,313.97,BRL,2026-04-17,Synthetic bank transfer REF-C04-000515,CUST-C04-0066,bank_match_candidate
BANK-C04-000516,REF-C04-000516,-3.71,USD,2026-04-18,Synthetic bank transfer REF-C04-000516,CUST-C04-0077,bank_match_candidate
BANK-C04-000517,REF-C04-000517,1260.29,BRL,2026-04-19,Synthetic bank transfer REF-C04-000517,CUST-C04-0088,small_tolerance_candidate
BANK-C04-000518,REF-C04-000518,1267.00,BRL,2026-04-20,Synthetic bank transfer REF-C04-000518,CUST-C04-0099,bank_match_candidate
BANK-C04-000519,REF-C04-000519,591.63,BRL,2026-04-21,Synthetic bank transfer REF-C04-000519,CUST-C04-0110,bank_match_candidate
BANK-C04-000520,REF-C04-000520,567.44,BRL,2026-04-22,Synthetic bank transfer REF-C04-000520,CUST-C04-0121,bank_match_candidate
BANK-C04-000521,REF-C04-000521,903.29,BRL,2026-04-23,Synthetic bank transfer REF-C04-000521,CUST-C04-0132,bank_match_candidate
BANK-C04-000522,REF-C04-000522,1175.42,BRL,2026-04-24,Synthetic bank transfer REF-C04-000522,CUST-C04-0143,bank_match_candidate
BANK-C04-000523,REF-C04-000523,225.67,BRL,2026-04-25,Synthetic bank transfer REF-C04-000523,CUST-C04-0154,bank_match_candidate
BANK-C04-000524,REF-C04-000524,88.33,BRL,2026-04-26,Synthetic bank transfer REF-C04-000524,CUST-C04-0165,bank_match_candidate
BANK-C04-000525,REF-C04-000525,347.76,BRL,2026-04-27,Synthetic bank transfer REF-C04-000525,CUST-C04-0176,bank_match_candidate
BANK-C04-000526,REF-C04-000526,601.47,BRL,2026-04-28,Synthetic bank transfer REF-C04-000526,CUST-C04-0187,bank_match_candidate
BANK-C04-000527,REF-C04-000527,53.22,BRL,2026-04-29,Synthetic bank transfer REF-C04-000527,CUST-C04-0198,bank_match_candidate
BANK-C04-000528,REF-C04-000528,233.17,EUR,2026-04-30,Synthetic bank transfer REF-C04-000528,CUST-C04-0209,bank_match_candidate
BANK-C04-000529,REF-C04-000529,253.11,BRL,2026-05-01,Synthetic bank transfer REF-C04-000529,CUST-C04-0220,bank_match_candidate
BANK-C04-000530,REF-C04-000530,687.76,BRL,2026-05-02,Synthetic bank transfer REF-C04-000530,CUST-C04-0231,bank_match_candidate
BANK-C04-000531,REF-C04-000531,601.61,BRL,2026-05-03,Synthetic bank transfer REF-C04-000531,CUST-C04-0242,amount_mismatch_manual_review
BANK-C04-000532,REF-C04-000532,1263.21,BRL,2026-04-06,Synthetic bank transfer REF-C04-000532,CUST-C04-0253,bank_match_candidate
BANK-C04-000533,REF-C04-000533,1102.86,BRL,2026-04-07,Synthetic bank transfer REF-C04-000533,CUST-C04-0264,bank_match_candidate
BANK-C04-000534,REF-C04-000534,740.04,BRL,2026-04-08,Synthetic bank transfer REF-C04-000534,CUST-C04-0275,bank_match_candidate
BANK-C04-000535,REF-C04-000535,154.43,BRL,2026-04-09,Synthetic bank transfer REF-C04-000535,CUST-C04-0286,bank_match_candidate
BANK-C04-000536,REF-C04-000536,1041.84,BRL,2026-04-10,Synthetic bank transfer REF-C04-000536,CUST-C04-0297,bank_match_candidate
BANK-C04-000537,REF-C04-000537,517.43,BRL,2026-04-11,Synthetic bank transfer REF-C04-000537,CUST-C04-0308,bank_match_candidate
BANK-C04-000538,REF-C04-000538,384.15,BRL,2026-04-12,Synthetic bank transfer REF-C04-000538,CUST-C04-0319,bank_match_candidate
BANK-C04-000539,REF-C04-000539,412.33,BRL,2026-04-13,Synthetic bank transfer REF-C04-000539,CUST-C04-0330,bank_match_candidate
BANK-C04-000540,REF-C04-000540,447.76,BRL,2026-04-14,Synthetic bank transfer REF-C04-000540,CUST-C04-0341,bank_match_candidate
BANK-C04-000541,REF-C04-000541,913.65,BRL,2026-04-15,Synthetic bank transfer REF-C04-000541,CUST-C04-0352,bank_match_candidate
BANK-C04-000542,REF-C04-000542,617.80,BRL,2026-04-16,Synthetic bank transfer REF-C04-000542,CUST-C04-0363,bank_match_candidate
BANK-C04-000543,REF-C04-000543,937.10,BRL,2026-04-17,Synthetic bank transfer REF-C04-000543,CUST-C04-0374,bank_match_candidate
BANK-C04-000544,REF-C04-000544,1188.61,BRL,2026-04-18,Synthetic bank transfer REF-C04-000544,CUST-C04-0385,bank_match_candidate
BANK-C04-000545,REF-C04-000545,947.42,BRL,2026-04-19,Synthetic bank transfer REF-C04-000545,CUST-C04-0396,bank_match_candidate
BANK-C04-000546,REF-C04-000546,182.04,BRL,2026-04-20,Synthetic bank transfer REF-C04-000546,CUST-C04-0407,bank_match_candidate
BANK-C04-000547,REF-C04-000547,1163.16,BRL,2026-04-21,Synthetic bank transfer REF-C04-000547,CUST-C04-0418,bank_match_candidate
BANK-C04-000548,REF-C04-000548,615.39,BRL,2026-04-22,Synthetic bank transfer REF-C04-000548,CUST-C04-0429,bank_match_candidate
BANK-C04-000549,REF-C04-000549,963.70,BRL,2026-04-25,Synthetic bank transfer REF-C04-000549,CUST-C04-0440,bank_match_candidate
BANK-C04-000550,REF-C04-000550,665.57,BRL,2026-04-24,Synthetic bank transfer REF-C04-000550,CUST-C04-0451,bank_match_candidate
BANK-C04-000551,REF-C04-000551,733.63,BRL,2026-04-25,Synthetic bank transfer REF-C04-000551,CUST-C04-0462,bank_match_candidate
BANK-C04-000552,REF-C04-000552,1127.78,USD,2026-04-26,Synthetic bank transfer REF-C04-000552,CUST-C04-0473,bank_match_candidate
BANK-C04-000553,REF-C04-000553,898.14,BRL,2026-04-27,Synthetic bank transfer REF-C04-000553,CUST-C04-0484,bank_match_candidate
BANK-C04-000554,REF-C04-000554,13.60,BRL,2026-04-28,Synthetic bank transfer REF-C04-000554,CUST-C04-0495,bank_match_candidate
BANK-C04-000555,REF-C04-000555,1179.69,BRL,2026-04-29,Synthetic bank transfer REF-C04-000555,CUST-C04-0506,bank_match_candidate
BANK-C04-000556,REF-C04-000556,665.41,BRL,2026-04-30,Synthetic bank transfer REF-C04-000556,CUST-C04-0517,bank_match_candidate
BANK-C04-000557,REF-C04-000557,232.00,BRL,2026-05-01,Synthetic bank transfer REF-C04-000557,CUST-C04-0528,bank_match_candidate
BANK-C04-000558,REF-C04-000558,608.92,BRL,2026-05-02,Synthetic bank transfer REF-C04-000558,CUST-C04-0539,bank_match_candidate
BANK-C04-000559,REF-C04-000559,-35.43,BRL,2026-05-03,Synthetic bank transfer REF-C04-000559,CUST-C04-0550,bank_match_candidate
BANK-C04-000560,REF-C04-000560,1237.38,BRL,2026-04-06,Synthetic bank transfer REF-C04-000560,CUST-C04-0561,bank_match_candidate
BANK-C04-000561,REF-C04-000561,552.95,BRL,2026-04-07,Synthetic bank transfer REF-C04-000561,CUST-C04-0572,bank_match_candidate
BANK-C04-000562,REF-C04-000562,25.14,BRL,2026-04-08,Synthetic bank transfer REF-C04-000562,CUST-C04-0583,bank_match_candidate
BANK-C04-000563,REF-C04-000563,182.60,BRL,2026-04-09,Synthetic bank transfer REF-C04-000563,CUST-C04-0594,bank_match_candidate
BANK-C04-000564,REF-C04-000564,418.69,EUR,2026-04-10,Synthetic bank transfer REF-C04-000564,CUST-C04-0605,small_tolerance_candidate
BANK-C04-000565,REF-C04-000565,929.41,BRL,2026-04-11,Synthetic bank transfer REF-C04-000565,CUST-C04-0616,bank_match_candidate
BANK-C04-000566,REF-C04-000566,266.46,BRL,2026-04-12,Synthetic bank transfer REF-C04-000566,CUST-C04-0627,bank_match_candidate
BANK-C04-000567,REF-C04-000567,865.04,BRL,2026-04-13,Synthetic bank transfer REF-C04-000567,CUST-C04-0638,bank_match_candidate
BANK-C04-000568,REF-C04-000568,517.34,BRL,2026-04-14,Synthetic bank trasnfer REF-C04-000568,CUST-C04-0649,near_match_description_typo
BANK-C04-000569,REF-C04-000569,901.38,BRL,2026-04-15,Synthetic bank transfer REF-C04-000569,CUST-C04-0660,bank_match_candidate
BANK-C04-000570,REF-C04-000570,1108.09,BRL,2026-04-16,Synthetic bank transfer REF-C04-000570,CUST-C04-0671,bank_match_candidate
BANK-C04-000571,REF-C04-000571,221.47,BRL,2026-04-17,Synthetic bank transfer REF-C04-000571,CUST-C04-0682,bank_match_candidate
BANK-C04-000572,REF-C04-000572,737.50,BRL,2026-04-18,Synthetic bank transfer REF-C04-000572,CUST-C04-0693,bank_match_candidate
BANK-C04-000573,REF-C04-000573,1229.69,BRL,2026-04-19,Synthetic bank transfer REF-C04-000573,CUST-C04-0004,bank_match_candidate
BANK-C04-000574,REF-C04-000574,595.25,BRL,2026-04-20,Synthetic bank transfer REF-C04-000574,CUST-C04-0015,bank_match_candidate
BANK-C04-000575,REF-C04-000575,256.89,BRL,2026-04-21,Synthetic bank transfer REF-C04-000575,CUST-C04-0026,bank_match_candidate
BANK-C04-000576,REF-C04-000576,872.23,BRL,2026-04-22,Synthetic bank transfer REF-C04-000576,CUST-C04-0037,bank_match_candidate
BANK-C04-000577,REF-C04-000577,709.85,BRL,2026-04-23,Synthetic bank transfer REF-C04-000577,CUST-C04-0048,bank_match_candidate
BANK-C04-000578,REF-C04-000578,457.19,BRL,2026-04-24,Synthetic bank transfer REF-C04-000578,CUST-C04-0059,bank_match_candidate
