gateway_tx_id,reference,amount,currency,captured_at,description,authorization_code,scenario
GTW-C04-000339,REF-C04-000339,791.71,BRL,2026-04-10T08:36:00Z,Synthetic gateway capture REF-C04-000339,AUTH-C04-000339,gateway_match_candidate
GTW-C04-000340,REF-C04-000340,658.56,BRL,2026-04-11T08:48:00Z,Synthetic gateway capture REF-C04-000340,AUTH-C04-000340,gateway_match_candidate
GTW-C04-000341,REF-C04-000341,334.19,BRL,2026-04-12T09:00:00Z,Synthetic gateway capture REF-C04-000341,AUTH-C04-000341,gateway_match_candidate
GTW-C04-000342,REF-C04-000342,551.20,BRL,2026-04-13T09:12:00Z,Synthetic gateway capture REF-C04-000342,AUTH-C04-000342,gateway_match_candidate
GTW-C04-000343,REF-C04-000343,916.05,BRL,2026-04-14T09:24:00Z,Synthetic gateway capture REF-C04-000343,AUTH-C04-000343,gateway_match_candidate
GTW-C04-000344,REF-C04-000344,-7.64,BRL,2026-04-15T09:36:00Z,Synthetic gateway capture REF-C04-000344,AUTH-C04-000344,negative_amount_review
GTW-C04-000345,REF-C04-000345,831.04,BRL,2026-04-16T09:48:00Z,Synthetic gateway capture REF-C04-000345,AUTH-C04-000345,gateway_match_candidate
GTW-C04-000346,REF-C04-000346,324.91,BRL,2026-04-17T10:00:00Z,Synthetic gateway capture REF-C04-000346,AUTH-C04-000346,gateway_match_candidate
GTW-C04-000347,REF-C04-000347,1049.93,BRL,2026-04-18T10:12:00Z,Synthetic gateway capture REF-C04-000347,AUTH-C04-000347,gateway_match_candidate
GTW-C04-000348,REF-C04-000348,1162.74,EUR,2026-04-19T10:24:00Z,Synthetic gateway capture REF-C04-000348,AUTH-C04-000348,gateway_match_candidate
GTW-C04-000349,REF-C04-000349,213.32,BRL,2026-04-20T10:36:00Z,Synthetic gateway capture REF-C04-000349,AUTH-C04-000349,gateway_match_candidate
GTW-C04-000350,REF-C04-000350,1079.34,BRL,2026-04-21T10:48:00Z,Synthetic gateway capture REF-C04-000350,AUTH-C04-000350,gateway_match_candidate
GTW-C04-000351,REF-C04-000351,1166.97,BRL,2026-04-22T11:00:00Z,Synthetic gateway capture REF-C04-000351,AUTH-C04-000351,gateway_match_candidate
GTW-C04-000352,REF-C04-000352,626.69,BRL,2026-04-23T08:00:00Z,Synthetic gateway capture REF-C04-000352,AUTH-C04-000352,gateway_match_candidate
GTW-C04-000353,REF-C04-000353,665.86,BRL,2026-04-24T08:12:00Z,Synthetic gateway capture REF-C04-000353,AUTH-C04-000353,gateway_match_candidate
GTW-C04-000354,REF-C04-000354,1286.59,BRL,2026-04-25T08:24:00Z,Synthetic gateway capture REF-C04-000354,AUTH-C04-000354,gateway_match_candidate
GTW-C04-000355,REF-C04-000355,174.47,BRL,2026-04-26T08:36:00Z,Synthetic gateway capture REF-C04-000355,AUTH-C04-000355,gateway_match_candidate
GTW-C04-000356,REF-C04-000356,1237.35,BRL,2026-04-27T08:48:00Z,Synthetic gateway capture REF-C04-000356,AUTH-C04-000356,gateway_match_candidate
GTW-C04-000357,REF-C04-000357,847.39,BRL,2026-04-28T09:00:00Z,Synthetic gateway capture REF-C04-000357,AUTH-C04-000357,gateway_match_candidate
GTW-C04-000358,REF-C04-000358,1225.61,BRL,2026-04-29T09:12:00Z,Synthetic gateway capture REF-C04-000358,AUTH-C04-000358,gateway_match_candidate
GTW-C04-000359,REF-C04-000359,1262.06,BRL,2026-04-30T09:24:00Z,Synthetic gateway capture REF-C04-000359,AUTH-C04-000359,gateway_match_candidate
GTW-C04-000360,REF-C04-000360,508.65,BRL,2026-05-01T09:36:00Z,Synthetic gateway capture REF-C04-000360,AUTH-C04-000360,gateway_match_candidate
GTW-C04-000361,REF-C04-000361,170.55,BRL,2026-05-02T09:48:00Z,Synthetic gateway capture REF-C04-000361,AUTH-C04-000361,gateway_match_candidate
GTW-C04-000362,REF-C04-000362,810.59,BRL,2026-05-03T10:00:00Z,Synthetic gateway capture REF-C04-000362,AUTH-C04-000362,gateway_match_candidate
GTW-C04-000363,REF-C04-000363,259.75,BRL,2026-05-04T10:12:00Z,Synthetic gateway capture REF-C04-000363,AUTH-C04-000363,gateway_match_candidate
GTW-C04-000364,REF-C04-000364,301.02,BRL,2026-04-07T10:24:00Z,Synthetic gateway capture REF-C04-000364,AUTH-C04-000364,gateway_match_candidate
GTW-C04-000365,REF-C04-000365,847.33,BRL,2026-04-08T10:36:00Z,Synthetic gateway capture REF-C04-000365,AUTH-C04-000365,gateway_match_candidate
GTW-C04-000366,REF-C04-000366,343.14,BRL,2026-04-09T10:48:00Z,Synthetic gateway capture REF-C04-000366,AUTH-C04-000366,gateway_match_candidate
GTW-C04-000367,REF-C04-000367,938.56,BRL,2026-04-10T11:00:00Z,Synthetic gateway capture REF-C04-000367,AUTH-C04-000367,gateway_match_candidate
GTW-C04-000368,REF-C04-000368,468.52,BRL,2026-04-11T08:00:00Z,Synthetic gateway capture REF-C04-000368,AUTH-C04-000368,gateway_match_candidate
GTW-C04-000369,REF-C04-000369,1185.13,BRL,2026-04-12T08:12:00Z,Synthetic gateway capture REF-C04-000369,AUTH-C04-000369,gateway_match_candidate
GTW-C04-000370,REF-C04-000370,321.00,BRL,2026-04-13T08:24:00Z,Synthetic gateway capture REF-C04-000370,AUTH-C04-000370,gateway_match_candidate
GTW-C04-000371,REF-C04-000371,233.76,BRL,2026-04-14T08:36:00Z,Synthetic gateway capture REF-C04-000371,AUTH-C04-000371,gateway_match_candidate
GTW-C04-000372,REF-C04-000372,748.81,USD,2026-04-15T08:48:00Z,Synthetic gateway capture REF-C04-000372,AUTH-C04-000372,gateway_match_candidate
GTW-C04-000373,REF-C04-000373,508.58,BRL,2026-04-16T09:00:00Z,Synthetic gateway capture REF-C04-000373,AUTH-C04-000373,gateway_match_candidate
GTW-C04-000374,REF-C04-000374,566.53,BRL,2026-04-17T09:12:00Z,Synthetic gateway capture REF-C04-000374,AUTH-C04-000374,gateway_match_candidate
GTW-C04-000375,REF-C04-000375,693.39,BRL,2026-04-18T09:24:00Z,Synthetic gateway capture REF-C04-000375,AUTH-C04-000375,gateway_match_candidate
GTW-C04-000376,REF-C04-000376,167.23,BRL,2026-04-19T09:36:00Z,Synthetic gateway capture REF-C04-000376,AUTH-C04-000376,gateway_match_candidate
GTW-C04-000377,REF-C04-000377,288.92,BRL,2026-04-20T09:48:00Z,Synthetic gateway capture REF-C04-000377,AUTH-C04-000377,gateway_match_candidate
GTW-C04-000378,REF-C04-000378,1190.81,BRL,2026-04-21T10:00:00Z,Synthetic gateway capture REF-C04-000378,AUTH-C04-000378,gateway_match_candidate
GTW-C04-000379,REF-C04-000379,1245.86,BRL,2026-04-22T10:12:00Z,Synthetic gateway capture REF-C04-000379,AUTH-C04-000379,gateway_match_candidate
GTW-C04-000380,REF-C04-000380,321.83,BRL,2026-04-23T10:24:00Z,Synthetic gateway capture REF-C04-000380,AUTH-C04-000380,gateway_match_candidate
GTW-C04-000381,REF-C04-000381,380.53,BRL,2026-04-24T10:36:00Z,Synthetic gateway capture REF-C04-000381,AUTH-C04-000381,gateway_match_candidate
GTW-C04-000382,REF-C04-000382,472.04,BRL,2026-04-25T10:48:00Z,Synthetic gateway capture REF-C04-000382,AUTH-C04-000382,gateway_match_candidate
GTW-C04-000383,REF-C04-000383,1120.23,BRL,2026-04-26T11:00:00Z,Synthetic gateway capture REF-C04-000383,AUTH-C04-000383,gateway_match_candidate
GTW-C04-000384,REF-C04-000384,1222.62,EUR,2026-04-27T08:00:00Z,Synthetic gateway capture REF-C04-000384,AUTH-C04-000384,gateway_match_candidate
GTW-C04-000385,REF-C04-000385,28.65,BRL,2026-04-28T08:12:00Z,Synthetic gateway capture REF-C04-000385,AUTH-C04-000385,gateway_match_candidate
GTW-C04-000386,REF-C04-000386,1296.00,BRL,2026-04-29T08:24:00Z,Synthetic gateway capture REF-C04-000386,AUTH-C04-000386,gateway_match_candidate
GTW-C04-000387,REF-C04-000387,-67.64,BRL,2026-04-30T08:36:00Z,Synthetic gateway capture REF-C04-000387,AUTH-C04-000387,negative_amount_review
GTW-C04-000388,REF-C04-000388,1075.93,BRL,2026-05-01T08:48:00Z,Synthetic gateway capture REF-C04-000388,AUTH-C04-000388,gateway_match_candidate
GTW-C04-000389,REF-C04-000389,33.84,BRL,2026-05-02T09:00:00Z,Synthetic gateway capture REF-C04-000389,AUTH-C04-000389,gateway_match_candidate
GTW-C04-000390,REF-C04-000390,1023.78,BRL,2026-05-03T09:12:00Z,Synthetic gateway capture REF-C04-000390,AUTH-C04-000390,gateway_match_candidate
GTW-C04-000391,REF-C04-000391,135.46,BRL,2026-05-04T09:24:00Z,Synthetic gateway capture REF-C04-000391,AUTH-C04-000391,gateway_match_candidate
GTW-C04-000392,REF-C04-000392,564.07,BRL,2026-04-07T09:36:00Z,Synthetic gateway capture REF-C04-000392,AUTH-C04-000392,gateway_match_candidate
GTW-C04-000393,REF-C04-000393,1085.28,BRL,2026-04-08T09:48:00Z,Synthetic gateway capture REF-C04-000393,AUTH-C04-000393,gateway_match_candidate
GTW-C04-000394,REF-C04-000394,1110.21,BRL,2026-04-09T10:00:00Z,Synthetic gateway capture REF-C04-000394,AUTH-C04-000394,gateway_match_candidate
GTW-C04-000395,REF-C04-000395,58.63,BRL,2026-04-10T10:12:00Z,Synthetic gateway capture REF-C04-000395,AUTH-C04-000395,gateway_match_candidate
GTW-C04-000396,REF-C04-000396,838.82,BRL,2026-04-11T10:24:00Z,Synthetic gateway capture REF-C04-000396,AUTH-C04-000396,gateway_match_candidate
GTW-C04-000397,REF-C04-000397,566.66,BRL,2026-04-12T10:36:00Z,Synthetic gateway capture REF-C04-000397,AUTH-C04-000397,gateway_match_candidate
GTW-C04-000398,REF-C04-000398,549.90,BRL,2026-04-13T10:48:00Z,Synthetic gateway capture REF-C04-000398,AUTH-C04-000398,gateway_match_candidate
GTW-C04-000399,REF-C04-000399,919.27,BRL,2026-04-14T11:00:00Z,Synthetic gateway capture REF-C04-000399,AUTH-C04-000399,gateway_match_candidate
GTW-C04-000400,REF-C04-000400,1280.12,BRL,2026-04-15T08:00:00Z,Synthetic gateway capture REF-C04-000400,AUTH-C04-000400,gateway_match_candidate
GTW-C04-000401,REF-C04-000401,423.07,BRL,2026-04-16T08:12:00Z,Synthetic gateway capture REF-C04-000401,AUTH-C04-000401,gateway_match_candidate
GTW-C04-000402,REF-C04-000402,251.33,BRL,2026-04-17T08:24:00Z,Synthetic gateway capture REF-C04-000402,AUTH-C04-000402,gateway_amount_mismatch
GTW-C04-000403,REF-C04-000403,1219.75,BRL,2026-04-18T08:36:00Z,Synthetic gateway capture REF-C04-000403,AUTH-C04-000403,gateway_match_candidate
GTW-C04-000404,REF-C04-000404,1067.61,BRL,2026-04-19T08:48:00Z,Synthetic gateway capture REF-C04-000404,AUTH-C04-000404,gateway_match_candidate
GTW-C04-000405,REF-C04-000405,1019.05,BRL,2026-04-20T09:00:00Z,Synthetic gateway capture REF-C04-000405,AUTH-C04-000405,gateway_match_candidate
GTW-C04-000406,REF-C04-000406,668.94,BRL,2026-04-21T09:12:00Z,Synthetic gateway capture REF-C04-000406,AUTH-C04-000406,gateway_match_candidate
GTW-C04-000407,REF-C04-000407,319.20,BRL,2026-04-22T09:24:00Z,Synthetic gateway capture REF-C04-000407,AUTH-C04-000407,gateway_match_candidate
GTW-C04-000408,REF-C04-000408,990.08,USD,2026-04-23T09:36:00Z,Synthetic gateway capture REF-C04-000408,AUTH-C04-000408,gateway_match_candidate
GTW-C04-000409,REF-C04-000409,105.76,BRL,2026-04-24T09:48:00Z,Synthetic gateway capture REF-C04-000409,AUTH-C04-000409,gateway_match_candidate
GTW-C04-000410,REF-C04-000410,312.82,BRL,2026-04-25T10:00:00Z,Synthetic gateway capture REF-C04-000410,AUTH-C04-000410,gateway_match_candidate
GTW-C04-000411,REF-C04-000411,615.75,BRL,2026-04-26T10:12:00Z,Synthetic gateway capture REF-C04-000411,AUTH-C04-000411,gateway_match_candidate
GTW-C04-000412,REF-C04-000412,51.70,BRL,2026-04-27T10:24:00Z,Synthetic gateway capture REF-C04-000412,AUTH-C04-000412,gateway_match_candidate
GTW-C04-000413,REF-C04-000413,222.79,BRL,2026-04-28T10:36:00Z,Synthetic gateway capture REF-C04-000413,AUTH-C04-000413,gateway_match_candidate
GTW-C04-000414,REF-C04-000414,862.73,BRL,2026-04-29T10:48:00Z,Synthetic gateway capture REF-C04-000414,AUTH-C04-000414,gateway_match_candidate
GTW-C04-000415,REF-C04-000415,1173.85,BRL,2026-04-30T11:00:00Z,Synthetic gateway capture REF-C04-000415,AUTH-C04-000415,gateway_match_candidate
GTW-C04-000416,REF-C04-000416,1108.18,BRL,2026-05-01T08:00:00Z,Synthetic gateway capture REF-C04-000416,AUTH-C04-000416,gateway_match_candidate
GTW-C04-000417,REF-C04-000417,103.61,BRL,2026-05-02T08:12:00Z,Synthetic gateway capture REF-C04-000417,AUTH-C04-000417,gateway_match_candidate
GTW-C04-000418,REF-C04-000418,1067.69,BRL,2026-05-03T08:24:00Z,Synthetic gateway capture REF-C04-000418,AUTH-C04-000418,gateway_match_candidate
GTW-C04-000419,REF-C04-000419,944.30,BRL,2026-05-04T08:36:00Z,Synthetic gateway capture REF-C04-000419,AUTH-C04-000419,gateway_match_candidate
GTW-C04-000420,REF-C04-000420,552.28,EUR,2026-04-07T08:48:00Z,Synthetic gateway capture REF-C04-000420,AUTH-C04-000420,gateway_match_candidate
GTW-C04-000421,REF-C04-000421,1015.20,BRL,2026-04-08T09:00:00Z,Synthetic gateway capture REF-C04-000421,AUTH-C04-000421,gateway_match_candidate
GTW-C04-000422,REF-C04-000422,828.95,BRL,2026-04-09T09:12:00Z,Synthetic gateway capture REF-C04-000422,AUTH-C04-000422,gateway_match_candidate
GTW-C04-000423,REF-C04-000423,973.91,BRL,2026-04-10T09:24:00Z,Synthetic gateway capture REF-C04-000423,AUTH-C04-000423,gateway_match_candidate
GTW-C04-000424,REF-C04-000424,272.61,BRL,2026-04-11T09:36:00Z,Synthetic gateway capture REF-C04-000424,AUTH-C04-000424,gateway_match_candidate
GTW-C04-000425,REF-C04-000425,581.12,BRL,2026-04-12T09:48:00Z,Synthetic gateway capture REF-C04-000425,AUTH-C04-000425,gateway_match_candidate
GTW-C04-000426,REF-C04-000426,794.39,BRL,2026-04-13T10:00:00Z,Synthetic gateway capture REF-C04-000426,AUTH-C04-000426,gateway_match_candidate
GTW-C04-000427,REF-C04-000427,1272.47,BRL,2026-04-14T10:12:00Z,Synthetic gateway capture REF-C04-000427,AUTH-C04-000427,gateway_match_candidate
GTW-C04-000428,REF-C04-000428,838.15,BRL,2026-04-15T10:24:00Z,Synthetic gateway capture REF-C04-000428,AUTH-C04-000428,gateway_match_candidate
GTW-C04-000429,REF-C04-000429,1199.70,BRL,2026-04-16T10:36:00Z,Synthetic gateway capture REF-C04-000429,AUTH-C04-000429,gateway_match_candidate
GTW-C04-000430,REF-C04-000430,-99.81,BRL,2026-04-17T10:48:00Z,Synthetic gateway capture REF-C04-000430,AUTH-C04-000430,negative_amount_review
GTW-C04-000431,REF-C04-000431,796.01,BRL,2026-04-18T11:00:00Z,Synthetic gateway capture REF-C04-000431,AUTH-C04-000431,gateway_match_candidate
GTW-C04-000432,REF-C04-000432,1025.11,BRL,2026-04-19T08:00:00Z,Synthetic gateway capture REF-C04-000432,AUTH-C04-000432,gateway_match_candidate
GTW-C04-000433,REF-C04-000433,484.71,BRL,2026-04-20T08:12:00Z,Synthetic gateway capture REF-C04-000433,AUTH-C04-000433,gateway_match_candidate
GTW-C04-000434,REF-C04-000434,218.18,BRL,2026-04-21T08:24:00Z,Synthetic gateway capture REF-C04-000434,AUTH-C04-000434,gateway_match_candidate
GTW-C04-000435,REF-C04-000435,1041.87,BRL,2026-04-22T08:36:00Z,Synthetic gateway capture REF-C04-000435,AUTH-C04-000435,gateway_match_candidate
GTW-C04-000436,REF-C04-000436,826.47,BRL,2026-04-23T08:48:00Z,Synthetic gateway capture REF-C04-000436,AUTH-C04-000436,gateway_match_candidate
GTW-C04-000437,REF-C04-000437,561.28,BRL,2026-04-24T09:00:00Z,Synthetic gateway capture REF-C04-000437,AUTH-C04-000437,gateway_match_candidate
GTW-C04-000438,REF-C04-000438,426.76,BRL,2026-04-25T09:12:00Z,Synthetic gateway capture REF-C04-000438,AUTH-C04-000438,gateway_match_candidate
GTW-C04-000439,REF-C04-000439,367.20,BRL,2026-04-26T09:24:00Z,Synthetic gateway capture REF-C04-000439,AUTH-C04-000439,gateway_match_candidate
GTW-C04-000440,REF-C04-000440,824.54,BRL,2026-04-27T09:36:00Z,Synthetic gateway capture REF-C04-000440,AUTH-C04-000440,gateway_match_candidate
GTW-C04-000441,REF-C04-000441,348.13,BRL,2026-04-28T09:48:00Z,Synthetic gateway capture REF-C04-000441,AUTH-C04-000441,gateway_match_candidate
GTW-C04-000442,REF-C04-000442,193.63,BRL,2026-04-29T10:00:00Z,Synthetic gateway capture REF-C04-000442,AUTH-C04-000442,gateway_match_candidate
GTW-C04-000443,REF-C04-000443,409.96,BRL,2026-04-30T10:12:00Z,Synthetic gateway capture REF-C04-000443,AUTH-C04-000443,gateway_match_candidate
GTW-C04-000444,REF-C04-000444,915.20,USD,2026-05-01T10:24:00Z,Synthetic gateway capture REF-C04-000444,AUTH-C04-000444,gateway_match_candidate
GTW-C04-000445,REF-C04-000445,279.64,BRL,2026-05-02T10:36:00Z,Synthetic gateway capture REF-C04-000445,AUTH-C04-000445,gateway_match_candidate
GTW-C04-000446,REF-C04-000446,892.01,BRL,2026-05-03T10:48:00Z,Synthetic gateway capture REF-C04-000446,AUTH-C04-000446,gateway_match_candidate
GTW-C04-000447,REF-C04-000447,837.90,BRL,2026-05-04T11:00:00Z,Synthetic gateway capture REF-C04-000447,AUTH-C04-000447,gateway_match_candidate
GTW-C04-000448,REF-C04-000448,875.22,BRL,2026-04-07T08:00:00Z,Synthetic gateway capture REF-C04-000448,AUTH-C04-000448,gateway_match_candidate
GTW-C04-000449,REF-C04-000449,232.70,BRL,2026-04-08T08:12:00Z,Synthetic gateway capture REF-C04-000449,AUTH-C04-000449,gateway_match_candidate
GTW-C04-000450,REF-C04-000450,339.21,BRL,2026-04-09T08:24:00Z,Synthetic gateway capture REF-C04-000450,AUTH-C04-000450,gateway_match_candidate
GTW-C04-000451,REF-C04-000451,171.25,BRL,2026-04-10T08:36:00Z,Synthetic gateway capture REF-C04-000451,AUTH-C04-000451,gateway_match_candidate
GTW-C04-000452,REF-C04-000452,204.38,BRL,2026-04-11T08:48:00Z,Synthetic gateway capture REF-C04-000452,AUTH-C04-000452,gateway_match_candidate
GTW-C04-000453,REF-C04-000453,969.50,BRL,2026-04-12T09:00:00Z,Synthetic gateway capture REF-C04-000453,AUTH-C04-000453,gateway_match_candidate
GTW-C04-000454,REF-C04-000454,232.54,BRL,2026-04-13T09:12:00Z,Synthetic gateway capture REF-C04-000454,AUTH-C04-000454,gateway_match_candidate
GTW-C04-000455,REF-C04-000455,973.73,BRL,2026-04-14T09:24:00Z,Synthetic gateway capture REF-C04-000455,AUTH-C04-000455,gateway_match_candidate
GTW-C04-000456,REF-C04-000456,567.39,EUR,2026-04-15T09:36:00Z,Synthetic gateway capture REF-C04-000456,AUTH-C04-000456,gateway_match_candidate
GTW-C04-000457,REF-C04-000457,1219.38,BRL,2026-04-16T09:48:00Z,Synthetic gateway capture REF-C04-000457,AUTH-C04-000457,gateway_match_candidate
GTW-C04-000458,REF-C04-000458,1250.42,BRL,2026-04-17T10:00:00Z,Synthetic gateway capture REF-C04-000458,AUTH-C04-000458,gateway_match_candidate
GTW-C04-000459,REF-C04-000459,229.87,BRL,2026-04-18T10:12:00Z,Synthetic gateway capture REF-C04-000459,AUTH-C04-000459,gateway_match_candidate
GTW-C04-000460,REF-C04-000460,1085.31,BRL,2026-04-19T10:24:00Z,Synthetic gateway capture REF-C04-000460,AUTH-C04-000460,gateway_match_candidate
GTW-C04-000461,REF-C04-000461,1134.42,BRL,2026-04-20T10:36:00Z,Synthetic gateway capture REF-C04-000461,AUTH-C04-000461,gateway_match_candidate
GTW-C04-000462,REF-C04-000462,81.14,BRL,2026-04-21T10:48:00Z,Synthetic gateway capture REF-C04-000462,AUTH-C04-000462,gateway_match_candidate
GTW-C04-000463,REF-C04-000463,726.74,BRL,2026-04-22T11:00:00Z,Synthetic gateway capture REF-C04-000463,AUTH-C04-000463,gateway_match_candidate
GTW-C04-000464,REF-C04-000464,994.32,BRL,2026-04-23T08:00:00Z,Synthetic gateway capture REF-C04-000464,AUTH-C04-000464,gateway_match_candidate
GTW-C04-000465,REF-C04-000465,439.65,BRL,2026-04-24T08:12:00Z,Synthetic gateway capture REF-C04-000465,AUTH-C04-000465,gateway_match_candidate
GTW-C04-000466,REF-C04-000466,735.34,BRL,2026-04-25T08:24:00Z,Synthetic gateway capture REF-C04-000466,AUTH-C04-000466,gateway_match_candidate
GTW-C04-000467,REF-C04-000467,1294.21,BRL,2026-04-26T08:36:00Z,Synthetic gateway capture REF-C04-000467,AUTH-C04-000467,gateway_match_candidate
GTW-C04-000468,REF-C04-000468,242.07,BRL,2026-04-27T08:48:00Z,Synthetic gateway capture REF-C04-000468,AUTH-C04-000468,gateway_match_candidate
GTW-C04-000469,REF-C04-000469,390.33,BRL,2026-04-28T09:00:00Z,Synthetic gateway capture REF-C04-000469,AUTH-C04-000469,gateway_amount_mismatch
GTW-C04-000470,REF-C04-000470,748.72,BRL,2026-04-29T09:12:00Z,Synthetic gateway capture REF-C04-000470,AUTH-C04-000470,gateway_match_candidate
GTW-C04-000471,REF-C04-000471,782.71,BRL,2026-04-30T09:24:00Z,Synthetic gateway capture REF-C04-000471,AUTH-C04-000471,gateway_match_candidate
GTW-C04-000472,REF-C04-000472,464.68,BRL,2026-05-01T09:36:00Z,Synthetic gateway capture REF-C04-000472,AUTH-C04-000472,gateway_match_candidate
GTW-C04-000473,REF-C04-000473,-40.44,BRL,2026-05-02T09:48:00Z,Synthetic gateway capture REF-C04-000473,AUTH-C04-000473,negative_amount_review
GTW-C04-000474,REF-C04-000474,901.85,BRL,2026-05-03T10:00:00Z,Synthetic gateway capture REF-C04-000474,AUTH-C04-000474,gateway_match_candidate
GTW-C04-000475,REF-C04-000475,836.99,BRL,2026-05-04T10:12:00Z,Synthetic gateway capture REF-C04-000475,AUTH-C04-000475,gateway_match_candidate
GTW-C04-000476,REF-C04-000476,53.95,BRL,2026-04-07T10:24:00Z,Synthetic gateway capture REF-C04-000476,AUTH-C04-000476,gateway_match_candidate
GTW-C04-000477,REF-C04-000477,397.88,BRL,2026-04-08T10:36:00Z,Synthetic gateway capture REF-C04-000477,AUTH-C04-000477,gateway_match_candidate
GTW-C04-000478,REF-C04-000478,387.01,BRL,2026-04-09T10:48:00Z,Synthetic gateway capture REF-C04-000478,AUTH-C04-000478,gateway_match_candidate
GTW-C04-000479,REF-C04-000479,110.69,BRL,2026-04-10T11:00:00Z,Synthetic gateway capture REF-C04-000479,AUTH-C04-000479,gateway_match_candidate
GTW-C04-000480,REF-C04-000480,866.42,USD,2026-04-11T08:00:00Z,Synthetic gateway capture REF-C04-000480,AUTH-C04-000480,gateway_match_candidate
GTW-C04-000481,REF-C04-000481,746.99,BRL,2026-04-12T08:12:00Z,Synthetic gateway capture REF-C04-000481,AUTH-C04-000481,gateway_match_candidate
GTW-C04-000482,REF-C04-000482,26.59,BRL,2026-04-13T08:24:00Z,Synthetic gateway capture REF-C04-000482,AUTH-C04-000482,gateway_match_candidate
GTW-C04-000483,REF-C04-000483,57.35,BRL,2026-04-14T08:36:00Z,Synthetic gateway capture REF-C04-000483,AUTH-C04-000483,gateway_match_candidate
GTW-C04-000484,REF-C04-000484,1285.39,BRL,2026-04-15T08:48:00Z,Synthetic gateway capture REF-C04-000484,AUTH-C04-000484,gateway_match_candidate
GTW-C04-000485,REF-C04-000485,1095.08,BRL,2026-04-16T09:00:00Z,Synthetic gateway capture REF-C04-000485,AUTH-C04-000485,gateway_match_candidate
GTW-C04-000486,REF-C04-000486,631.82,BRL,2026-04-17T09:12:00Z,Synthetic gateway capture REF-C04-000486,AUTH-C04-000486,gateway_match_candidate
GTW-C04-000487,REF-C04-000487,680.13,BRL,2026-04-18T09:24:00Z,Synthetic gateway capture REF-C04-000487,AUTH-C04-000487,gateway_match_candidate
GTW-C04-000488,REF-C04-000488,966.84,BRL,2026-04-19T09:36:00Z,Synthetic gateway capture REF-C04-000488,AUTH-C04-000488,gateway_match_candidate
GTW-C04-000489,REF-C04-000489,438.78,BRL,2026-04-20T09:48:00Z,Synthetic gateway capture REF-C04-000489,AUTH-C04-000489,gateway_match_candidate
GTW-C04-000490,REF-C04-000490,540.22,BRL,2026-04-21T10:00:00Z,Synthetic gateway capture REF-C04-000490,AUTH-C04-000490,gateway_match_candidate
GTW-C04-000491,REF-C04-000491,689.67,BRL,2026-04-22T10:12:00Z,Synthetic gateway capture REF-C04-000491,AUTH-C04-000491,gateway_match_candidate
GTW-C04-000492,REF-C04-000492,934.09,EUR,2026-04-23T10:24:00Z,Synthetic gateway capture REF-C04-000492,AUTH-C04-000492,gateway_match_candidate
GTW-C04-000493,REF-C04-000493,1260.95,BRL,2026-04-24T10:36:00Z,Synthetic gateway capture REF-C04-000493,AUTH-C04-000493,gateway_match_candidate
GTW-C04-000494,REF-C04-000494,575.58,BRL,2026-04-25T10:48:00Z,Synthetic gateway capture REF-C04-000494,AUTH-C04-000494,gateway_match_candidate
GTW-C04-000495,REF-C04-000495,949.93,BRL,2026-04-26T11:00:00Z,Synthetic gateway capture REF-C04-000495,AUTH-C04-000495,gateway_match_candidate
GTW-C04-000496,REF-C04-000496,987.79,BRL,2026-04-27T08:00:00Z,Synthetic gateway capture REF-C04-000496,AUTH-C04-000496,gateway_match_candidate
GTW-C04-000497,REF-C04-000497,211.36,BRL,2026-04-28T08:12:00Z,Synthetic gateway capture REF-C04-000497,AUTH-C04-000497,gateway_match_candidate
GTW-C04-000498,REF-C04-000498,953.00,BRL,2026-04-29T08:24:00Z,Synthetic gateway capture REF-C04-000498,AUTH-C04-000498,gateway_match_candidate
GTW-C04-000499,REF-C04-000499,1148.01,BRL,2026-04-30T08:36:00Z,Synthetic gateway capture REF-C04-000499,AUTH-C04-000499,gateway_match_candidate
GTW-C04-000500,REF-C04-000500,348.68,BRL,2026-05-01T08:48:00Z,Synthetic gateway capture REF-C04-000500,AUTH-C04-000500,gateway_match_candidate
GTW-C04-000501,REF-C04-000501,123.19,BRL,2026-05-02T09:00:00Z,Synthetic gateway capture REF-C04-000501,AUTH-C04-000501,gateway_match_candidate
GTW-C04-000502,REF-C04-000502,1072.57,BRL,2026-05-03T09:12:00Z,Synthetic gateway capture REF-C04-000502,AUTH-C04-000502,gateway_match_candidate
GTW-C04-000503,REF-C04-000503,742.90,BRL,2026-05-04T09:24:00Z,Synthetic gateway capture REF-C04-000503,AUTH-C04-000503,gateway_match_candidate
GTW-C04-000504,REF-C04-000504,187.59,BRL,2026-04-07T09:36:00Z,Synthetic gateway capture REF-C04-000504,AUTH-C04-000504,gateway_match_candidate
GTW-C04-000505,REF-C04-000505,78.14,BRL,2026-04-08T09:48:00Z,Synthetic gateway capture REF-C04-000505,AUTH-C04-000505,gateway_match_candidate
GTW-C04-000506,REF-C04-000506,269.46,BRL,2026-04-09T10:00:00Z,Synthetic gateway capture REF-C04-000506,AUTH-C04-000506,gateway_match_candidate
GTW-C04-000507,REF-C04-000507,1003.98,BRL,2026-04-10T10:12:00Z,Synthetic gateway capture REF-C04-000507,AUTH-C04-000507,gateway_match_candidate
