ledger_tx_id,reference,amount,currency,occurred_at,description,customer_ref,scenario
LED-C04-000335,REF-C04-000335,651.71,BRL,2026-05-03T10:30:00Z,Synthetic ledger transfer REF-C04-000335,CUST-C04-0186,exception_lab_match_candidate
LED-C04-000336,REF-C04-000336,1033.56,USD,2026-04-06T08:00:00Z,Synthetic ledger transfer REF-C04-000336,CUST-C04-0197,exception_lab_match_candidate
LED-C04-000337,REF-C04-000337,300.13,BRL,2026-04-07T08:10:00Z,Synthetic ledger transfer REF-C04-000337,CUST-C04-0208,exception_lab_match_candidate
LED-C04-000338,REF-C04-000338,518.14,BRL,2026-04-08T08:20:00Z,Synthetic ledger transfer REF-C04-000338,CUST-C04-0219,exception_lab_match_candidate
LED-C04-000339,REF-C04-000339,791.71,BRL,2026-04-09T08:30:00Z,Synthetic ledger transfer REF-C04-000339,CUST-C04-0230,exception_lab_match_candidate
LED-C04-000340,REF-C04-000340,658.56,BRL,2026-04-10T08:40:00Z,Synthetic ledger transfer REF-C04-000340,CUST-C04-0241,exception_lab_match_candidate
LED-C04-000341,REF-C04-000341,334.19,BRL,2026-04-11T08:50:00Z,Synthetic ledger transfer REF-C04-000341,CUST-C04-0252,exception_lab_match_candidate
LED-C04-000342,REF-C04-000342,551.20,BRL,2026-04-12T09:00:00Z,Synthetic ledger transfer REF-C04-000342,CUST-C04-0263,exception_lab_match_candidate
LED-C04-000343,REF-C04-000343,916.05,BRL,2026-04-13T09:10:00Z,Synthetic ledger transfer REF-C04-000343,CUST-C04-0274,exception_lab_match_candidate
LED-C04-000344,REF-C04-000344,-7.64,BRL,2026-04-14T09:20:00Z,Synthetic ledger transfer REF-C04-000344,CUST-C04-0285,exception_lab_match_candidate
LED-C04-000345,REF-C04-000345,831.04,BRL,2026-04-15T09:30:00Z,Synthetic ledger transfer REF-C04-000345,CUST-C04-0296,exception_lab_match_candidate
LED-C04-000346,REF-C04-000346,324.91,BRL,2026-04-16T09:40:00Z,Synthetic ledger transfer REF-C04-000346,CUST-C04-0307,exception_lab_match_candidate
LED-C04-000347,REF-C04-000347,1049.93,BRL,2026-04-17T09:50:00Z,Synthetic ledger transfer REF-C04-000347,CUST-C04-0318,exception_lab_match_candidate
LED-C04-000348,REF-C04-000348,1162.74,EUR,2026-04-18T10:00:00Z,Synthetic ledger transfer REF-C04-000348,CUST-C04-0329,exception_lab_match_candidate
LED-C04-000349,REF-C04-000349,213.32,BRL,2026-04-19T10:10:00Z,Synthetic ledger transfer REF-C04-000349,CUST-C04-0340,exception_lab_match_candidate
LED-C04-000350,REF-C04-000350,1079.34,BRL,2026-04-20T10:20:00Z,Synthetic ledger transfer REF-C04-000350,CUST-C04-0351,exception_lab_match_candidate
LED-C04-000351,REF-C04-000351,1166.97,BRL,2026-04-21T10:30:00Z,Synthetic ledger transfer REF-C04-000351,CUST-C04-0362,exception_lab_match_candidate
LED-C04-000352,REF-C04-000352,626.69,BRL,2026-04-22T08:00:00Z,Synthetic ledger transfer REF-C04-000352,CUST-C04-0373,exception_lab_match_candidate
LED-C04-000353,REF-C04-000353,665.86,BRL,2026-04-23T08:10:00Z,Synthetic ledger transfer REF-C04-000353,CUST-C04-0384,exception_lab_match_candidate
LED-C04-000354,REF-C04-000354,1286.59,BRL,2026-04-24T08:20:00Z,Synthetic ledger transfer REF-C04-000354,CUST-C04-0395,exception_lab_match_candidate
LED-C04-000355,REF-C04-000355,174.47,BRL,2026-04-25T08:30:00Z,Synthetic ledger transfer REF-C04-000355,CUST-C04-0406,exception_lab_match_candidate
LED-C04-000356,REF-C04-000355,1237.35,BRL,2026-04-26T08:40:00Z,Synthetic ledger transfer REF-C04-000356,CUST-C04-0417,duplicate_reference_candidate
LED-C04-000357,REF-C04-000357,847.39,BRL,2026-04-27T08:50:00Z,Synthetic ledger transfer REF-C04-000357,CUST-C04-0428,exception_lab_match_candidate
LED-C04-000358,REF-C04-000358,1225.61,BRL,2026-04-28T09:00:00Z,Synthetic ledger transfer REF-C04-000358,CUST-C04-0439,exception_lab_match_candidate
LED-C04-000359,REF-C04-000359,1262.06,BRL,2026-04-29T09:10:00Z,Synthetic ledger transfer REF-C04-000359,CUST-C04-0450,exception_lab_match_candidate
LED-C04-000360,REF-C04-000360,508.65,BRL,2026-04-30T09:20:00Z,Synthetic ledger transfer REF-C04-000360,CUST-C04-0461,exception_lab_match_candidate
LED-C04-000361,REF-C04-000361,170.55,BRL,2026-05-01T09:30:00Z,Synthetic ledger transfer REF-C04-000361,CUST-C04-0472,exception_lab_match_candidate
LED-C04-000362,REF-C04-000362,810.59,BRL,2026-05-02T09:40:00Z,Synthetic ledger transfer REF-C04-000362,CUST-C04-0483,exception_lab_match_candidate
LED-C04-000363,REF-C04-000363,259.75,BRL,2026-05-03T09:50:00Z,Synthetic ledger transfer REF-C04-000363,CUST-C04-0494,exception_lab_match_candidate
LED-C04-000364,REF-C04-000364,301.02,BRL,2026-04-06T10:00:00Z,Synthetic ledger transfer REF-C04-000364,CUST-C04-0505,exception_lab_match_candidate
LED-C04-000365,REF-C04-000365,847.33,BRL,2026-04-07T10:10:00Z,Synthetic ledger transfer REF-C04-000365,CUST-C04-0516,exception_lab_match_candidate
LED-C04-000366,REF-C04-000366,343.14,BRL,2026-04-08T10:20:00Z,Synthetic ledger transfer REF-C04-000366,CUST-C04-0527,exception_lab_match_candidate
LED-C04-000367,REF-C04-000367,938.56,BRL,2026-04-09T10:30:00Z,Synthetic ledger transfer REF-C04-000367,CUST-C04-0538,exception_lab_match_candidate
LED-C04-000368,REF-C04-000368,468.52,BRL,2026-04-10T08:00:00Z,Synthetic ledger transfer REF-C04-000368,CUST-C04-0549,exception_lab_match_candidate
LED-C04-000369,REF-C04-000369,1185.13,BRL,2026-04-11T08:10:00Z,Synthetic ledger transfer REF-C04-000369,CUST-C04-0560,exception_lab_match_candidate
LED-C04-000370,REF-C04-000370,321.00,BRL,2026-04-12T08:20:00Z,Synthetic ledger transfer REF-C04-000370,CUST-C04-0571,exception_lab_match_candidate
LED-C04-000371,REF-C04-000371,233.76,BRL,2026-04-13T08:30:00Z,Synthetic ledger transfer REF-C04-000371,CUST-C04-0582,exception_lab_match_candidate
LED-C04-000372,REF-C04-000372,748.81,USD,2026-04-14T08:40:00Z,Synthetic ledger transfer REF-C04-000372,CUST-C04-0593,exception_lab_match_candidate
LED-C04-000373,REF-C04-000373,508.58,BRL,2026-04-15T08:50:00Z,Synthetic ledger transfer REF-C04-000373,CUST-C04-0604,exception_lab_match_candidate
LED-C04-000374,REF-C04-000374,566.53,BRL,2026-04-16T09:00:00Z,Synthetic ledger transfer REF-C04-000374,CUST-C04-0615,exception_lab_match_candidate
LED-C04-000375,REF-C04-000375,693.39,BRL,2026-04-17T09:10:00Z,Synthetic ledger transfer REF-C04-000375,CUST-C04-0626,exception_lab_match_candidate
LED-C04-000376,REF-C04-000376,167.23,BRL,2026-04-18T09:20:00Z,Synthetic ledger transfer REF-C04-000376,CUST-C04-0637,exception_lab_match_candidate
LED-C04-000377,REF-C04-000377,288.92,BRL,2026-04-19T09:30:00Z,Synthetic ledger transfer REF-C04-000377,CUST-C04-0648,exception_lab_match_candidate
LED-C04-000378,REF-C04-000378,1190.81,BRL,2026-04-20T09:40:00Z,Synthetic ledger transfer REF-C04-000378,CUST-C04-0659,exception_lab_match_candidate
LED-C04-000379,REF-C04-000379,1245.86,BRL,2026-04-21T09:50:00Z,Synthetic ledger transfer REF-C04-000379,CUST-C04-0670,exception_lab_match_candidate
LED-C04-000380,REF-C04-000380,321.83,BRL,2026-04-22T10:00:00Z,Synthetic ledger transfer REF-C04-000380,CUST-C04-0681,exception_lab_match_candidate
LED-C04-000381,REF-C04-000381,380.53,BRL,2026-04-23T10:10:00Z,Synthetic ledger transfer REF-C04-000381,CUST-C04-0692,exception_lab_match_candidate
LED-C04-000382,REF-C04-000382,472.04,BRL,2026-04-24T10:20:00Z,Synthetic ledger transfer REF-C04-000382,CUST-C04-0003,exception_lab_match_candidate
LED-C04-000383,REF-C04-000383,1120.23,BRL,2026-04-25T10:30:00Z,Synthetic ledger transfer REF-C04-000383,CUST-C04-0014,exception_lab_match_candidate
LED-C04-000384,REF-C04-000384,1222.62,EUR,2026-04-26T08:00:00Z,Synthetic ledger transfer REF-C04-000384,CUST-C04-0025,exception_lab_match_candidate
LED-C04-000385,REF-C04-000385,28.65,BRL,2026-04-27T08:10:00Z,Synthetic ledger transfer REF-C04-000385,CUST-C04-0036,exception_lab_match_candidate
LED-C04-000386,REF-C04-000386,1296.00,BRL,2026-04-28T08:20:00Z,Synthetic ledger transfer REF-C04-000386,CUST-C04-0047,exception_lab_match_candidate
LED-C04-000387,REF-C04-000387,-67.64,BRL,2026-04-29T08:30:00Z,Synthetic ledger transfer REF-C04-000387,CUST-C04-0058,exception_lab_match_candidate
LED-C04-000388,REF-C04-000388,1075.93,BRL,2026-04-30T08:40:00Z,Synthetic ledger transfer REF-C04-000388,CUST-C04-0069,exception_lab_match_candidate
LED-C04-000389,REF-C04-000389,33.84,BRL,2026-05-01T08:50:00Z,Synthetic ledger transfer REF-C04-000389,CUST-C04-0080,exception_lab_match_candidate
LED-C04-000390,REF-C04-000390,1023.78,BRL,2026-05-02T09:00:00Z,Synthetic ledger transfer REF-C04-000390,CUST-C04-0091,exception_lab_match_candidate
LED-C04-000391,REF-C04-000391,135.46,BRL,2026-05-03T09:10:00Z,Synthetic ledger transfer REF-C04-000391,CUST-C04-0102,exception_lab_match_candidate
LED-C04-000392,REF-C04-000392,564.07,BRL,2026-04-06T09:20:00Z,Synthetic ledger transfer REF-C04-000392,CUST-C04-0113,exception_lab_match_candidate
LED-C04-000393,REF-C04-000393,1085.28,BRL,2026-04-07T09:30:00Z,Synthetic ledger transfer REF-C04-000393,CUST-C04-0124,exception_lab_match_candidate
LED-C04-000394,REF-C04-000394,1110.21,BRL,2026-04-08T09:40:00Z,Synthetic ledger transfer REF-C04-000394,CUST-C04-0135,exception_lab_match_candidate
LED-C04-000395,REF-C04-000395,58.63,BRL,2026-04-09T09:50:00Z,Synthetic ledger transfer REF-C04-000395,CUST-C04-0146,exception_lab_match_candidate
LED-C04-000396,REF-C04-000396,838.82,BRL,2026-04-10T10:00:00Z,Synthetic ledger transfer REF-C04-000396,CUST-C04-0157,exception_lab_match_candidate
LED-C04-000397,REF-C04-000397,566.66,BRL,2026-04-11T10:10:00Z,Synthetic ledger transfer REF-C04-000397,CUST-C04-0168,exception_lab_match_candidate
LED-C04-000398,REF-C04-000398,549.90,BRL,2026-04-12T10:20:00Z,Synthetic ledger transfer REF-C04-000398,CUST-C04-0179,exception_lab_match_candidate
LED-C04-000399,REF-C04-000399,919.27,BRL,2026-04-13T10:30:00Z,Synthetic ledger transfer REF-C04-000399,CUST-C04-0190,exception_lab_match_candidate
LED-C04-000400,REF-C04-000400,1280.12,BRL,2026-04-14T08:00:00Z,Synthetic ledger transfer REF-C04-000400,CUST-C04-0201,exception_lab_match_candidate
LED-C04-000401,REF-C04-000401,423.07,BRL,2026-04-15T08:10:00Z,Synthetic ledger transfer REF-C04-000401,CUST-C04-0212,exception_lab_match_candidate
LED-C04-000402,REF-C04-000402,260.08,BRL,2026-04-16T08:20:00Z,Synthetic ledger transfer REF-C04-000402,CUST-C04-0223,exception_lab_match_candidate
LED-C04-000403,REF-C04-000403,1219.75,BRL,2026-04-17T08:30:00Z,Synthetic ledger transfer REF-C04-000403,CUST-C04-0234,exception_lab_match_candidate
LED-C04-000404,,1067.61,BRL,2026-04-18T08:40:00Z,Synthetic ledger transfer REF-C04-000404,CUST-C04-0245,missing_reference_manual_review
LED-C04-000405,REF-C04-000405,1019.05,BRL,2026-04-19T08:50:00Z,Synthetic ledger transfer REF-C04-000405,CUST-C04-0256,exception_lab_match_candidate
LED-C04-000406,REF-C04-000406,668.94,BRL,2026-04-20T09:00:00Z,Synthetic ledger transfer REF-C04-000406,CUST-C04-0267,exception_lab_match_candidate
LED-C04-000407,REF-C04-000407,319.20,BRL,2026-04-21T09:10:00Z,Synthetic ledger transfer REF-C04-000407,CUST-C04-0278,exception_lab_match_candidate
LED-C04-000408,REF-C04-000408,990.08,USD,2026-04-22T09:20:00Z,Synthetic ledger transfer REF-C04-000408,CUST-C04-0289,exception_lab_match_candidate
LED-C04-000409,REF-C04-000409,105.76,BRL,2026-04-23T09:30:00Z,Synthetic ledger transfer REF-C04-000409,CUST-C04-0300,exception_lab_match_candidate
LED-C04-000410,REF-C04-000410,312.82,BRL,2026-04-24T09:40:00Z,Synthetic ledger transfer REF-C04-000410,CUST-C04-0311,exception_lab_match_candidate
LED-C04-000411,REF-C04-000411,615.75,BRL,2026-04-25T09:50:00Z,Synthetic ledger transfer REF-C04-000411,CUST-C04-0322,exception_lab_match_candidate
LED-C04-000412,REF-C04-000412,51.70,BRL,2026-04-26T10:00:00Z,Synthetic ledger transfer REF-C04-000412,CUST-C04-0333,exception_lab_match_candidate
LED-C04-000413,REF-C04-000413,222.79,BRL,2026-04-27T10:10:00Z,Synthetic ledger transfer REF-C04-000413,CUST-C04-0344,exception_lab_match_candidate
LED-C04-000414,REF-C04-000414,862.73,BRL,2026-04-28T10:20:00Z,Synthetic ledger transfer REF-C04-000414,CUST-C04-0355,exception_lab_match_candidate
LED-C04-000415,REF-C04-000415,1173.85,BRL,2026-04-29T10:30:00Z,Synthetic ledger transfer REF-C04-000415,CUST-C04-0366,exception_lab_match_candidate
LED-C04-000416,REF-C04-000416,1108.18,BRL,2026-04-30T08:00:00Z,Synthetic ledger transfer REF-C04-000416,CUST-C04-0377,exception_lab_match_candidate
LED-C04-000417,REF-C04-000417,103.61,BRL,2026-05-01T08:10:00Z,Synthetic ledger transfer REF-C04-000417,CUST-C04-0388,exception_lab_match_candidate
LED-C04-000418,REF-C04-000418,1067.69,BRL,2026-05-02T08:20:00Z,Synthetic ledger transfer REF-C04-000418,CUST-C04-0399,exception_lab_match_candidate
LED-C04-000419,REF-C04-000419,944.30,BRL,2026-05-03T08:30:00Z,Synthetic ledger transfer REF-C04-000419,CUST-C04-0410,exception_lab_match_candidate
LED-C04-000420,REF-C04-000420,552.28,EUR,2026-04-06T08:40:00Z,Synthetic ledger transfer REF-C04-000420,CUST-C04-0421,exception_lab_match_candidate
LED-C04-000421,REF-C04-000421,1015.20,BRL,2026-04-07T08:50:00Z,Synthetic ledger transfer REF-C04-000421,CUST-C04-0432,exception_lab_match_candidate
LED-C04-000422,REF-C04-000422,828.95,BRL,2026-04-08T09:00:00Z,Synthetic ledger transfer REF-C04-000422,CUST-C04-0443,exception_lab_match_candidate
LED-C04-000423,REF-C04-000423,973.91,BRL,2026-04-09T09:10:00Z,Synthetic ledger transfer REF-C04-000423,CUST-C04-0454,exception_lab_match_candidate
LED-C04-000424,REF-C04-000424,272.61,BRL,2026-04-10T09:20:00Z,Synthetic ledger transfer REF-C04-000424,CUST-C04-0465,exception_lab_match_candidate
LED-C04-000425,REF-C04-000425,581.12,BRL,2026-04-11T09:30:00Z,Synthetic ledger transfer REF-C04-000425,CUST-C04-0476,exception_lab_match_candidate
LED-C04-000426,REF-C04-000426,794.39,BRL,2026-04-12T09:40:00Z,Synthetic ledger transfer REF-C04-000426,CUST-C04-0487,exception_lab_match_candidate
LED-C04-000427,REF-C04-000427,1272.47,BRL,2026-04-13T09:50:00Z,Synthetic ledger transfer REF-C04-000427,CUST-C04-0498,exception_lab_match_candidate
LED-C04-000428,REF-C04-000428,838.15,BRL,2026-04-14T10:00:00Z,Synthetic ledger transfer REF-C04-000428,CUST-C04-0509,exception_lab_match_candidate
LED-C04-000429,REF-C04-000429,1199.70,BRL,2026-04-15T10:10:00Z,Synthetic ledger transfer REF-C04-000429,CUST-C04-0520,exception_lab_match_candidate
LED-C04-000430,REF-C04-000430,-99.81,BRL,2026-04-16T10:20:00Z,Synthetic ledger transfer REF-C04-000430,CUST-C04-0531,exception_lab_match_candidate
LED-C04-000431,REF-C04-000431,796.01,BRL,2026-04-17T10:30:00Z,Synthetic ledger transfer REF-C04-000431,CUST-C04-0542,exception_lab_match_candidate
LED-C04-000432,REF-C04-000432,1025.11,BRL,2026-04-18T08:00:00Z,Synthetic ledger transfer REF-C04-000432,CUST-C04-0553,exception_lab_match_candidate
LED-C04-000433,REF-C04-000433,484.71,BRL,2026-04-19T08:10:00Z,Synthetic ledger transfer REF-C04-000433,CUST-C04-0564,exception_lab_match_candidate
LED-C04-000434,REF-C04-000434,218.18,BRL,2026-04-20T08:20:00Z,Synthetic ledger transfer REF-C04-000434,CUST-C04-0575,exception_lab_match_candidate
LED-C04-000435,REF-C04-000435,1041.87,BRL,2026-04-21T08:30:00Z,Synthetic ledger transfer REF-C04-000435,CUST-C04-0586,exception_lab_match_candidate
LED-C04-000436,REF-C04-000436,826.47,BRL,2026-04-22T08:40:00Z,Synthetic ledger transfer REF-C04-000436,CUST-C04-0597,exception_lab_match_candidate
LED-C04-000437,REF-C04-000437,561.28,BRL,2026-04-23T08:50:00Z,Synthetic ledger transfer REF-C04-000437,CUST-C04-0608,exception_lab_match_candidate
LED-C04-000438,REF-C04-000438,426.76,BRL,2026-04-24T09:00:00Z,Synthetic ledger transfer REF-C04-000438,CUST-C04-0619,exception_lab_match_candidate
LED-C04-000439,REF-C04-000439,367.20,BRL,2026-04-25T09:10:00Z,Synthetic ledger transfer REF-C04-000439,CUST-C04-0630,exception_lab_match_candidate
LED-C04-000440,REF-C04-000440,824.54,BRL,2026-04-26T09:20:00Z,Synthetic ledger transfer REF-C04-000440,CUST-C04-0641,exception_lab_match_candidate
LED-C04-000441,REF-C04-000441,348.13,BRL,2026-04-27T09:30:00Z,Synthetic ledger transfer REF-C04-000441,CUST-C04-0652,exception_lab_match_candidate
LED-C04-000442,REF-C04-000442,193.63,BRL,2026-04-28T09:40:00Z,Synthetic ledger transfer REF-C04-000442,CUST-C04-0663,exception_lab_match_candidate
LED-C04-000443,REF-C04-000443,409.96,BRL,2026-04-29T09:50:00Z,Synthetic ledger transfer REF-C04-000443,CUST-C04-0674,exception_lab_match_candidate
LED-C04-000444,REF-C04-000444,915.20,USD,2026-04-30T10:00:00Z,Synthetic ledger transfer REF-C04-000444,CUST-C04-0685,exception_lab_match_candidate
LED-C04-000445,REF-C04-000444,279.64,BRL,2026-05-01T10:10:00Z,Synthetic ledger transfer REF-C04-000445,CUST-C04-0696,duplicate_reference_candidate
LED-C04-000446,REF-C04-000446,892.01,BRL,2026-05-02T10:20:00Z,Synthetic ledger transfer REF-C04-000446,CUST-C04-0007,exception_lab_match_candidate
LED-C04-000447,REF-C04-000447,837.90,BRL,2026-05-03T10:30:00Z,Synthetic ledger transfer REF-C04-000447,CUST-C04-0018,exception_lab_match_candidate
LED-C04-000448,REF-C04-000448,875.22,BRL,2026-04-06T08:00:00Z,Synthetic ledger transfer REF-C04-000448,CUST-C04-0029,exception_lab_match_candidate
LED-C04-000449,REF-C04-000449,232.70,BRL,2026-04-07T08:10:00Z,Synthetic ledger transfer REF-C04-000449,CUST-C04-0040,exception_lab_match_candidate
LED-C04-000450,REF-C04-000450,339.21,BRL,2026-04-08T08:20:00Z,Synthetic ledger transfer REF-C04-000450,CUST-C04-0051,exception_lab_match_candidate
LED-C04-000451,REF-C04-000451,171.25,BRL,2026-04-09T08:30:00Z,Synthetic ledger transfer REF-C04-000451,CUST-C04-0062,exception_lab_match_candidate
LED-C04-000452,REF-C04-000452,204.38,BRL,2026-04-10T08:40:00Z,Synthetic ledger transfer REF-C04-000452,CUST-C04-0073,exception_lab_match_candidate
LED-C04-000453,REF-C04-000453,969.50,BRL,2026-04-11T08:50:00Z,Synthetic ledger transfer REF-C04-000453,CUST-C04-0084,exception_lab_match_candidate
LED-C04-000454,REF-C04-000454,232.54,BRL,2026-04-12T09:00:00Z,Synthetic ledger transfer REF-C04-000454,CUST-C04-0095,exception_lab_match_candidate
LED-C04-000455,REF-C04-000455,973.73,BRL,2026-04-13T09:10:00Z,Synthetic ledger transfer REF-C04-000455,CUST-C04-0106,exception_lab_match_candidate
LED-C04-000456,REF-C04-000456,567.39,EUR,2026-04-14T09:20:00Z,Synthetic ledger transfer REF-C04-000456,CUST-C04-0117,exception_lab_match_candidate
LED-C04-000457,REF-C04-000457,1219.38,BRL,2026-04-15T09:30:00Z,Synthetic ledger transfer REF-C04-000457,CUST-C04-0128,exception_lab_match_candidate
LED-C04-000458,REF-C04-000458,1250.42,BRL,2026-04-16T09:40:00Z,Synthetic ledger transfer REF-C04-000458,CUST-C04-0139,exception_lab_match_candidate
LED-C04-000459,REF-C04-000459,229.87,BRL,2026-04-17T09:50:00Z,Synthetic ledger transfer REF-C04-000459,CUST-C04-0150,exception_lab_match_candidate
LED-C04-000460,REF-C04-000460,1085.31,BRL,2026-04-18T10:00:00Z,Synthetic ledger transfer REF-C04-000460,CUST-C04-0161,exception_lab_match_candidate
LED-C04-000461,REF-C04-000461,1134.42,BRL,2026-04-19T10:10:00Z,Synthetic ledger transfer REF-C04-000461,CUST-C04-0172,exception_lab_match_candidate
LED-C04-000462,REF-C04-000462,81.14,BRL,2026-04-20T10:20:00Z,Synthetic ledger transfer REF-C04-000462,CUST-C04-0183,exception_lab_match_candidate
LED-C04-000463,REF-C04-000463,726.74,BRL,2026-04-21T10:30:00Z,Synthetic ledger transfer REF-C04-000463,CUST-C04-0194,exception_lab_match_candidate
LED-C04-000464,REF-C04-000464,994.32,BRL,2026-04-22T08:00:00Z,Synthetic ledger transfer REF-C04-000464,CUST-C04-0205,exception_lab_match_candidate
LED-C04-000465,REF-C04-000465,439.65,BRL,2026-04-23T08:10:00Z,Synthetic ledger transfer REF-C04-000465,CUST-C04-0216,exception_lab_match_candidate
LED-C04-000466,REF-C04-000466,735.34,BRL,2026-04-24T08:20:00Z,Synthetic ledger transfer REF-C04-000466,CUST-C04-0227,exception_lab_match_candidate
LED-C04-000467,REF-C04-000467,1294.21,BRL,2026-04-25T08:30:00Z,Synthetic ledger transfer REF-C04-000467,CUST-C04-0238,exception_lab_match_candidate
LED-C04-000468,REF-C04-000468,242.07,BRL,2026-04-26T08:40:00Z,Synthetic ledger transfer REF-C04-000468,CUST-C04-0249,exception_lab_match_candidate
LED-C04-000469,REF-C04-000469,399.08,BRL,2026-04-27T08:50:00Z,Synthetic ledger transfer REF-C04-000469,CUST-C04-0260,exception_lab_match_candidate
LED-C04-000470,REF-C04-000470,748.72,BRL,2026-04-28T09:00:00Z,Synthetic ledger transfer REF-C04-000470,CUST-C04-0271,exception_lab_match_candidate
LED-C04-000471,REF-C04-000471,782.71,BRL,2026-04-29T09:10:00Z,Synthetic ledger transfer REF-C04-000471,CUST-C04-0282,exception_lab_match_candidate
LED-C04-000472,REF-C04-000472,464.68,BRL,2026-04-30T09:20:00Z,Synthetic ledger transfer REF-C04-000472,CUST-C04-0293,exception_lab_match_candidate
LED-C04-000473,REF-C04-000473,-40.44,BRL,2026-05-01T09:30:00Z,Synthetic ledger transfer REF-C04-000473,CUST-C04-0304,exception_lab_match_candidate
LED-C04-000474,REF-C04-000474,901.85,BRL,2026-05-02T09:40:00Z,Synthetic ledger transfer REF-C04-000474,CUST-C04-0315,exception_lab_match_candidate
LED-C04-000475,REF-C04-000475,836.99,BRL,2026-05-03T09:50:00Z,Synthetic ledger transfer REF-C04-000475,CUST-C04-0326,exception_lab_match_candidate
LED-C04-000476,REF-C04-000476,53.95,BRL,2026-04-06T10:00:00Z,Synthetic ledger transfer REF-C04-000476,CUST-C04-0337,exception_lab_match_candidate
LED-C04-000477,REF-C04-000477,397.88,BRL,2026-04-07T10:10:00Z,Synthetic ledger transfer REF-C04-000477,CUST-C04-0348,exception_lab_match_candidate
LED-C04-000478,REF-C04-000478,387.01,BRL,2026-04-08T10:20:00Z,Synthetic ledger transfer REF-C04-000478,CUST-C04-0359,exception_lab_match_candidate
LED-C04-000479,REF-C04-000479,110.69,BRL,2026-04-09T10:30:00Z,Synthetic ledger transfer REF-C04-000479,CUST-C04-0370,exception_lab_match_candidate
LED-C04-000480,REF-C04-000480,866.42,USD,2026-04-10T08:00:00Z,Synthetic ledger transfer REF-C04-000480,CUST-C04-0381,exception_lab_match_candidate
LED-C04-000481,REF-C04-000481,746.99,BRL,2026-04-11T08:10:00Z,Synthetic ledger transfer REF-C04-000481,CUST-C04-0392,exception_lab_match_candidate
LED-C04-000482,REF-C04-000482,26.59,BRL,2026-04-12T08:20:00Z,Synthetic ledger transfer REF-C04-000482,CUST-C04-0403,exception_lab_match_candidate
LED-C04-000483,REF-C04-000483,57.35,BRL,2026-04-13T08:30:00Z,Synthetic ledger transfer REF-C04-000483,CUST-C04-0414,exception_lab_match_candidate
LED-C04-000484,REF-C04-000484,1285.39,BRL,2026-04-14T08:40:00Z,Synthetic ledger transfer REF-C04-000484,CUST-C04-0425,exception_lab_match_candidate
LED-C04-000485,REF-C04-000485,1095.08,BRL,2026-04-15T08:50:00Z,Synthetic ledger transfer REF-C04-000485,CUST-C04-0436,exception_lab_match_candidate
LED-C04-000486,REF-C04-000486,631.82,BRL,2026-04-16T09:00:00Z,Synthetic ledger transfer REF-C04-000486,CUST-C04-0447,exception_lab_match_candidate
LED-C04-000487,REF-C04-000487,680.13,BRL,2026-04-17T09:10:00Z,Synthetic ledger transfer REF-C04-000487,CUST-C04-0458,exception_lab_match_candidate
LED-C04-000488,REF-C04-000488,966.84,BRL,2026-04-18T09:20:00Z,Synthetic ledger transfer REF-C04-000488,CUST-C04-0469,exception_lab_match_candidate
LED-C04-000489,REF-C04-000489,438.78,BRL,2026-04-19T09:30:00Z,Synthetic ledger transfer REF-C04-000489,CUST-C04-0480,exception_lab_match_candidate
LED-C04-000490,REF-C04-000490,540.22,BRL,2026-04-20T09:40:00Z,Synthetic ledger transfer REF-C04-000490,CUST-C04-0491,exception_lab_match_candidate
LED-C04-000491,REF-C04-000491,689.67,BRL,2026-04-21T09:50:00Z,Synthetic ledger transfer REF-C04-000491,CUST-C04-0502,exception_lab_match_candidate
LED-C04-000492,REF-C04-000492,934.09,EUR,2026-04-22T10:00:00Z,Synthetic ledger transfer REF-C04-000492,CUST-C04-0513,exception_lab_match_candidate
LED-C04-000493,REF-C04-000493,1260.95,BRL,2026-04-23T10:10:00Z,Synthetic ledger transfer REF-C04-000493,CUST-C04-0524,exception_lab_match_candidate
LED-C04-000494,REF-C04-000494,575.58,BRL,2026-04-24T10:20:00Z,Synthetic ledger transfer REF-C04-000494,CUST-C04-0535,exception_lab_match_candidate
LED-C04-000495,REF-C04-000495,949.93,BRL,2026-04-25T10:30:00Z,Synthetic ledger transfer REF-C04-000495,CUST-C04-0546,exception_lab_match_candidate
LED-C04-000496,REF-C04-000496,987.79,BRL,2026-04-26T08:00:00Z,Synthetic ledger transfer REF-C04-000496,CUST-C04-0557,exception_lab_match_candidate
LED-C04-000497,REF-C04-000497,211.36,BRL,2026-04-27T08:10:00Z,Synthetic ledger transfer REF-C04-000497,CUST-C04-0568,exception_lab_match_candidate
LED-C04-000498,REF-C04-000498,953.00,BRL,2026-04-28T08:20:00Z,Synthetic ledger transfer REF-C04-000498,CUST-C04-0579,exception_lab_match_candidate
LED-C04-000499,REF-C04-000499,1148.01,BRL,2026-04-29T08:30:00Z,Synthetic ledger transfer REF-C04-000499,CUST-C04-0590,exception_lab_match_candidate
LED-C04-000500,REF-C04-000500,348.68,BRL,2026-04-30T08:40:00Z,Synthetic ledger transfer REF-C04-000500,CUST-C04-0601,exception_lab_match_candidate
LED-C04-000501,REF-C04-000501,123.19,BRL,2026-05-01T08:50:00Z,Synthetic ledger transfer REF-C04-000501,CUST-C04-0612,exception_lab_match_candidate
